"","eng","Day","state","cumulative","add"
"1","Berlin",2020-03-02,"Berlin",0,NA
"2","Berlin",2020-03-03,"Berlin",6,6
"3","Berlin",2020-03-04,"Berlin",9,3
"4","Berlin",2020-03-05,"Berlin",19,10
"5","Berlin",2020-03-06,"Berlin",24,5
"6","Berlin",2020-03-07,"Berlin",25,1
"7","Berlin",2020-03-08,"Berlin",36,11
"8","Berlin",2020-03-09,"Berlin",58,22
"9","Berlin",2020-03-10,"Berlin",92,34
"10","Berlin",2020-03-11,"Berlin",134,42
"11","Berlin",2020-03-12,"Berlin",181,47
"12","Berlin",2020-03-13,"Berlin",240,59
"13","Berlin",2020-03-14,"Berlin",269,29
"14","Berlin",2020-03-15,"Berlin",295,26
"15","Berlin",2020-03-16,"Berlin",358,63
"16","Berlin",2020-03-17,"Berlin",451,93
"17","Berlin",2020-03-18,"Berlin",597,146
"18","Berlin",2020-03-19,"Berlin",777,180
"19","Berlin",2020-03-20,"Berlin",947,170
"20","Berlin",2020-03-21,"Berlin",1075,128
"21","Berlin",2020-03-22,"Berlin",1143,68
"22","Berlin",2020-03-23,"Berlin",1302,159
"23","Berlin",2020-03-24,"Berlin",1501,199
"24","Berlin",2020-03-25,"Berlin",1746,245
"25","Berlin",2020-03-26,"Berlin",2032,286
"26","Berlin",2020-03-27,"Berlin",2237,205
"27","Berlin",2020-03-28,"Berlin",2434,197
"28","Berlin",2020-03-29,"Berlin",2521,87
"29","Berlin",2020-03-30,"Berlin",2688,167
"30","Berlin",2020-03-31,"Berlin",2901,213
"31","Berlin",2020-04-01,"Berlin",3088,187
"32","Berlin",2020-04-02,"Berlin",3326,238
"33","Berlin",2020-04-03,"Berlin",3565,239
"34","Berlin",2020-04-04,"Berlin",3673,108
"35","Berlin",2020-04-05,"Berlin",3751,78
"36","Berlin",2020-04-06,"Berlin",3895,144
"37","Berlin",2020-04-07,"Berlin",4097,202
"38","Berlin",2020-04-08,"Berlin",4275,178
"39","Berlin",2020-04-09,"Berlin",4451,176
"40","Berlin",2020-04-10,"Berlin",4533,82
"41","Berlin",2020-04-11,"Berlin",4620,87
"42","Berlin",2020-04-12,"Berlin",4674,54
"43","Berlin",2020-04-13,"Berlin",4733,59
"44","Berlin",2020-04-14,"Berlin",4807,74
"45","Berlin",2020-04-15,"Berlin",4920,113
"46","Berlin",2020-04-16,"Berlin",5014,94
"47","Berlin",2020-04-17,"Berlin",5134,120
"48","Berlin",2020-04-18,"Berlin",5216,82
"49","Berlin",2020-04-19,"Berlin",5249,33
"50","Berlin",2020-04-20,"Berlin",5294,45
"51","Berlin",2020-04-21,"Berlin",5370,76
"52","Berlin",2020-04-22,"Berlin",5451,81
"53","Berlin",2020-04-23,"Berlin",5538,87
"54","Berlin",2020-04-24,"Berlin",5611,73
"55","Berlin",2020-04-25,"Berlin",5666,55
"56","Berlin",2020-04-26,"Berlin",5687,21
"57","Berlin",2020-04-27,"Berlin",5743,56
"58","Berlin",2020-04-28,"Berlin",5822,79
"59","Berlin",2020-04-29,"Berlin",5890,68
"60","Berlin",2020-04-30,"Berlin",5947,57
"61","Berlin",2020-05-01,"Berlin",5972,25
"62","Berlin",2020-05-02,"Berlin",6003,31
"63","Berlin",2020-05-03,"Berlin",6035,32
"64","Berlin",2020-05-04,"Berlin",6087,52
"65","Berlin",2020-05-05,"Berlin",6140,53
"66","Berlin",2020-05-06,"Berlin",6198,58
"67","Berlin",2020-05-07,"Berlin",6256,58
"68","Berlin",2020-05-08,"Berlin",6260,4
"69","Berlin",2020-05-09,"Berlin",6277,17
"70","Berlin",2020-05-10,"Berlin",6285,8
"71","Berlin",2020-05-11,"Berlin",6302,17
"72","Berlin",2020-05-12,"Berlin",6339,37
"73","Berlin",2020-05-13,"Berlin",6397,58
"74","Berlin",2020-05-14,"Berlin",6442,45
"75","Berlin",2020-05-15,"Berlin",6458,16
"76","Berlin",2020-05-16,"Berlin",6474,16
"77","Berlin",2020-05-17,"Berlin",6482,8
"78","Berlin",2020-05-18,"Berlin",6515,33
"79","Berlin",2020-05-19,"Berlin",6561,46
"80","Berlin",2020-05-20,"Berlin",6609,48
"81","Berlin",2020-05-21,"Berlin",6619,10
"82","Berlin",2020-05-22,"Berlin",6655,36
"83","Berlin",2020-05-23,"Berlin",6663,8
"84","Berlin",2020-05-24,"Berlin",6666,3
"85","Berlin",2020-05-25,"Berlin",6688,22
"86","Berlin",2020-05-26,"Berlin",6710,22
"87","Berlin",2020-05-27,"Berlin",6752,42
"88","Berlin",2020-05-28,"Berlin",6777,25
"89","Berlin",2020-05-29,"Berlin",6807,30
"90","Berlin",2020-05-30,"Berlin",6830,23
"91","Berlin",2020-05-31,"Berlin",6857,27
"92","Berlin",2020-06-01,"Berlin",6859,2
"93","Berlin",2020-06-02,"Berlin",6900,41
"94","Berlin",2020-06-03,"Berlin",6955,55
"95","Berlin",2020-06-04,"Berlin",6987,32
"96","Berlin",2020-06-05,"Berlin",7022,35
"97","Berlin",2020-06-06,"Berlin",7038,16
"98","Berlin",2020-06-07,"Berlin",7046,8
"99","Berlin",2020-06-08,"Berlin",7075,29
"100","Berlin",2020-06-09,"Berlin",7132,57
"101","Berlin",2020-06-10,"Berlin",7212,80
"102","Berlin",2020-06-11,"Berlin",7262,50
"103","Berlin",2020-06-12,"Berlin",7304,42
"104","Berlin",2020-06-13,"Berlin",7372,68
"105","Berlin",2020-06-14,"Berlin",7384,12
"106","Berlin",2020-06-15,"Berlin",7415,31
"107","Berlin",2020-06-16,"Berlin",7490,75
"108","Berlin",2020-06-17,"Berlin",7575,85
"109","Berlin",2020-06-18,"Berlin",7703,128
"110","Berlin",2020-06-19,"Berlin",7840,137
"111","Berlin",2020-06-20,"Berlin",7874,34
"112","Berlin",2020-06-21,"Berlin",7894,20
"113","Berlin",2020-06-22,"Berlin",7957,63
"114","Berlin",2020-06-23,"Berlin",8027,70
"115","Berlin",2020-06-24,"Berlin",8084,57
"116","Berlin",2020-06-25,"Berlin",8145,61
"117","Berlin",2020-06-26,"Berlin",8188,43
"118","Berlin",2020-06-27,"Berlin",8205,17
"119","Berlin",2020-06-28,"Berlin",8207,2
"120","Berlin",2020-06-29,"Berlin",8260,53
"121","Berlin",2020-06-30,"Berlin",8295,35
"122","Berlin",2020-07-01,"Berlin",8341,46
"123","Berlin",2020-07-02,"Berlin",8398,57
"124","Berlin",2020-07-03,"Berlin",8439,41
"125","Berlin",2020-07-04,"Berlin",8470,31
"126","Berlin",2020-07-05,"Berlin",8472,2
"127","Berlin",2020-07-06,"Berlin",8505,33
"128","Berlin",2020-07-07,"Berlin",8542,37
"129","Berlin",2020-07-08,"Berlin",8588,46
"130","Berlin",2020-07-09,"Berlin",8622,34
"131","Berlin",2020-07-10,"Berlin",8656,34
"132","Berlin",2020-07-11,"Berlin",8660,4
"133","Berlin",2020-07-12,"Berlin",8661,1
"134","Berlin",2020-07-13,"Berlin",8688,27
"135","Berlin",2020-07-14,"Berlin",8713,25
"136","Berlin",2020-07-15,"Berlin",8737,24
"137","Berlin",2020-07-16,"Berlin",8753,16
"138","Berlin",2020-07-17,"Berlin",8774,21
"139","Berlin",2020-07-18,"Berlin",8793,19
"140","Berlin",2020-07-19,"Berlin",8793,0
"141","Berlin",2020-07-20,"Berlin",8824,31
"142","Berlin",2020-07-21,"Berlin",8857,33
"143","Berlin",2020-07-22,"Berlin",8884,27
"144","Berlin",2020-07-23,"Berlin",8931,47
"145","Berlin",2020-07-24,"Berlin",8992,61
"146","Berlin",2020-07-25,"Berlin",9011,19
"147","Berlin",2020-07-26,"Berlin",9014,3
"148","Berlin",2020-07-27,"Berlin",9055,41
"149","Berlin",2020-07-28,"Berlin",9119,64
"150","Berlin",2020-07-29,"Berlin",9188,69
"151","Berlin",2020-07-30,"Berlin",9238,50
"152","Berlin",2020-07-31,"Berlin",9314,76
"153","Berlin",2020-08-01,"Berlin",9348,34
"154","Berlin",2020-08-02,"Berlin",9348,0
"155","Berlin",2020-08-03,"Berlin",9396,48
"156","Berlin",2020-08-04,"Berlin",9453,57
"157","Berlin",2020-08-05,"Berlin",9520,67
"158","Berlin",2020-08-06,"Berlin",9603,83
"159","Berlin",2020-08-07,"Berlin",9705,102
"160","Berlin",2020-08-08,"Berlin",9724,19
"161","Berlin",2020-08-09,"Berlin",9730,6
"162","Berlin",2020-08-10,"Berlin",9824,94
"163","Berlin",2020-08-11,"Berlin",9927,103
"164","Berlin",2020-08-12,"Berlin",10071,144
"165","Berlin",2020-08-13,"Berlin",10160,89
"166","Berlin",2020-08-14,"Berlin",10235,75
"167","Berlin",2020-08-15,"Berlin",10268,33
"168","Bielefeld",2020-03-02,"Nordrhein-Westfalen",0,NA
"169","Bielefeld",2020-03-03,"Nordrhein-Westfalen",0,0
"170","Bielefeld",2020-03-04,"Nordrhein-Westfalen",0,0
"171","Bielefeld",2020-03-05,"Nordrhein-Westfalen",0,0
"172","Bielefeld",2020-03-06,"Nordrhein-Westfalen",1,1
"173","Bielefeld",2020-03-07,"Nordrhein-Westfalen",1,0
"174","Bielefeld",2020-03-08,"Nordrhein-Westfalen",1,0
"175","Bielefeld",2020-03-09,"Nordrhein-Westfalen",2,1
"176","Bielefeld",2020-03-10,"Nordrhein-Westfalen",3,1
"177","Bielefeld",2020-03-11,"Nordrhein-Westfalen",4,1
"178","Bielefeld",2020-03-12,"Nordrhein-Westfalen",15,11
"179","Bielefeld",2020-03-13,"Nordrhein-Westfalen",16,1
"180","Bielefeld",2020-03-14,"Nordrhein-Westfalen",19,3
"181","Bielefeld",2020-03-15,"Nordrhein-Westfalen",19,0
"182","Bielefeld",2020-03-16,"Nordrhein-Westfalen",20,1
"183","Bielefeld",2020-03-17,"Nordrhein-Westfalen",27,7
"184","Bielefeld",2020-03-18,"Nordrhein-Westfalen",32,5
"185","Bielefeld",2020-03-19,"Nordrhein-Westfalen",33,1
"186","Bielefeld",2020-03-20,"Nordrhein-Westfalen",35,2
"187","Bielefeld",2020-03-21,"Nordrhein-Westfalen",36,1
"188","Bielefeld",2020-03-22,"Nordrhein-Westfalen",38,2
"189","Bielefeld",2020-03-23,"Nordrhein-Westfalen",70,32
"190","Bielefeld",2020-03-24,"Nordrhein-Westfalen",75,5
"191","Bielefeld",2020-03-25,"Nordrhein-Westfalen",126,51
"192","Bielefeld",2020-03-26,"Nordrhein-Westfalen",145,19
"193","Bielefeld",2020-03-27,"Nordrhein-Westfalen",150,5
"194","Bielefeld",2020-03-28,"Nordrhein-Westfalen",150,0
"195","Bielefeld",2020-03-29,"Nordrhein-Westfalen",150,0
"196","Bielefeld",2020-03-30,"Nordrhein-Westfalen",163,13
"197","Bielefeld",2020-03-31,"Nordrhein-Westfalen",172,9
"198","Bielefeld",2020-04-01,"Nordrhein-Westfalen",173,1
"199","Bielefeld",2020-04-02,"Nordrhein-Westfalen",196,23
"200","Bielefeld",2020-04-03,"Nordrhein-Westfalen",203,7
"201","Bielefeld",2020-04-04,"Nordrhein-Westfalen",214,11
"202","Bielefeld",2020-04-05,"Nordrhein-Westfalen",217,3
"203","Bielefeld",2020-04-06,"Nordrhein-Westfalen",222,5
"204","Bielefeld",2020-04-07,"Nordrhein-Westfalen",231,9
"205","Bielefeld",2020-04-08,"Nordrhein-Westfalen",262,31
"206","Bielefeld",2020-04-09,"Nordrhein-Westfalen",267,5
"207","Bielefeld",2020-04-10,"Nordrhein-Westfalen",278,11
"208","Bielefeld",2020-04-11,"Nordrhein-Westfalen",288,10
"209","Bielefeld",2020-04-12,"Nordrhein-Westfalen",288,0
"210","Bielefeld",2020-04-13,"Nordrhein-Westfalen",288,0
"211","Bielefeld",2020-04-14,"Nordrhein-Westfalen",289,1
"212","Bielefeld",2020-04-15,"Nordrhein-Westfalen",292,3
"213","Bielefeld",2020-04-16,"Nordrhein-Westfalen",346,54
"214","Bielefeld",2020-04-17,"Nordrhein-Westfalen",346,0
"215","Bielefeld",2020-04-18,"Nordrhein-Westfalen",346,0
"216","Bielefeld",2020-04-19,"Nordrhein-Westfalen",350,4
"217","Bielefeld",2020-04-20,"Nordrhein-Westfalen",350,0
"218","Bielefeld",2020-04-21,"Nordrhein-Westfalen",360,10
"219","Bielefeld",2020-04-22,"Nordrhein-Westfalen",368,8
"220","Bielefeld",2020-04-23,"Nordrhein-Westfalen",370,2
"221","Bielefeld",2020-04-24,"Nordrhein-Westfalen",370,0
"222","Bielefeld",2020-04-25,"Nordrhein-Westfalen",372,2
"223","Bielefeld",2020-04-26,"Nordrhein-Westfalen",372,0
"224","Bielefeld",2020-04-27,"Nordrhein-Westfalen",372,0
"225","Bielefeld",2020-04-28,"Nordrhein-Westfalen",372,0
"226","Bielefeld",2020-04-29,"Nordrhein-Westfalen",375,3
"227","Bielefeld",2020-04-30,"Nordrhein-Westfalen",376,1
"228","Bielefeld",2020-05-01,"Nordrhein-Westfalen",376,0
"229","Bielefeld",2020-05-02,"Nordrhein-Westfalen",376,0
"230","Bielefeld",2020-05-03,"Nordrhein-Westfalen",376,0
"231","Bielefeld",2020-05-04,"Nordrhein-Westfalen",378,2
"232","Bielefeld",2020-05-05,"Nordrhein-Westfalen",379,1
"233","Bielefeld",2020-05-06,"Nordrhein-Westfalen",382,3
"234","Bielefeld",2020-05-07,"Nordrhein-Westfalen",383,1
"235","Bielefeld",2020-05-08,"Nordrhein-Westfalen",387,4
"236","Bielefeld",2020-05-09,"Nordrhein-Westfalen",387,0
"237","Bielefeld",2020-05-10,"Nordrhein-Westfalen",387,0
"238","Bielefeld",2020-05-11,"Nordrhein-Westfalen",395,8
"239","Bielefeld",2020-05-12,"Nordrhein-Westfalen",397,2
"240","Bielefeld",2020-05-13,"Nordrhein-Westfalen",399,2
"241","Bielefeld",2020-05-14,"Nordrhein-Westfalen",402,3
"242","Bielefeld",2020-05-15,"Nordrhein-Westfalen",404,2
"243","Bielefeld",2020-05-16,"Nordrhein-Westfalen",404,0
"244","Bielefeld",2020-05-17,"Nordrhein-Westfalen",404,0
"245","Bielefeld",2020-05-18,"Nordrhein-Westfalen",405,1
"246","Bielefeld",2020-05-19,"Nordrhein-Westfalen",406,1
"247","Bielefeld",2020-05-20,"Nordrhein-Westfalen",406,0
"248","Bielefeld",2020-05-21,"Nordrhein-Westfalen",407,1
"249","Bielefeld",2020-05-22,"Nordrhein-Westfalen",407,0
"250","Bielefeld",2020-05-23,"Nordrhein-Westfalen",407,0
"251","Bielefeld",2020-05-24,"Nordrhein-Westfalen",407,0
"252","Bielefeld",2020-05-25,"Nordrhein-Westfalen",407,0
"253","Bielefeld",2020-05-26,"Nordrhein-Westfalen",408,1
"254","Bielefeld",2020-05-27,"Nordrhein-Westfalen",408,0
"255","Bielefeld",2020-05-28,"Nordrhein-Westfalen",408,0
"256","Bielefeld",2020-05-29,"Nordrhein-Westfalen",408,0
"257","Bielefeld",2020-05-30,"Nordrhein-Westfalen",408,0
"258","Bielefeld",2020-05-31,"Nordrhein-Westfalen",408,0
"259","Bielefeld",2020-06-01,"Nordrhein-Westfalen",408,0
"260","Bielefeld",2020-06-02,"Nordrhein-Westfalen",410,2
"261","Bielefeld",2020-06-03,"Nordrhein-Westfalen",410,0
"262","Bielefeld",2020-06-04,"Nordrhein-Westfalen",410,0
"263","Bielefeld",2020-06-05,"Nordrhein-Westfalen",411,1
"264","Bielefeld",2020-06-06,"Nordrhein-Westfalen",411,0
"265","Bielefeld",2020-06-07,"Nordrhein-Westfalen",411,0
"266","Bielefeld",2020-06-08,"Nordrhein-Westfalen",413,2
"267","Bielefeld",2020-06-09,"Nordrhein-Westfalen",414,1
"268","Bielefeld",2020-06-10,"Nordrhein-Westfalen",414,0
"269","Bielefeld",2020-06-11,"Nordrhein-Westfalen",414,0
"270","Bielefeld",2020-06-12,"Nordrhein-Westfalen",414,0
"271","Bielefeld",2020-06-13,"Nordrhein-Westfalen",414,0
"272","Bielefeld",2020-06-14,"Nordrhein-Westfalen",414,0
"273","Bielefeld",2020-06-15,"Nordrhein-Westfalen",417,3
"274","Bielefeld",2020-06-16,"Nordrhein-Westfalen",419,2
"275","Bielefeld",2020-06-17,"Nordrhein-Westfalen",420,1
"276","Bielefeld",2020-06-18,"Nordrhein-Westfalen",425,5
"277","Bielefeld",2020-06-19,"Nordrhein-Westfalen",432,7
"278","Bielefeld",2020-06-20,"Nordrhein-Westfalen",432,0
"279","Bielefeld",2020-06-21,"Nordrhein-Westfalen",432,0
"280","Bielefeld",2020-06-22,"Nordrhein-Westfalen",435,3
"281","Bielefeld",2020-06-23,"Nordrhein-Westfalen",438,3
"282","Bielefeld",2020-06-24,"Nordrhein-Westfalen",441,3
"283","Bielefeld",2020-06-25,"Nordrhein-Westfalen",445,4
"284","Bielefeld",2020-06-26,"Nordrhein-Westfalen",450,5
"285","Bielefeld",2020-06-27,"Nordrhein-Westfalen",450,0
"286","Bielefeld",2020-06-28,"Nordrhein-Westfalen",450,0
"287","Bielefeld",2020-06-29,"Nordrhein-Westfalen",460,10
"288","Bielefeld",2020-06-30,"Nordrhein-Westfalen",463,3
"289","Bielefeld",2020-07-01,"Nordrhein-Westfalen",465,2
"290","Bielefeld",2020-07-02,"Nordrhein-Westfalen",473,8
"291","Bielefeld",2020-07-03,"Nordrhein-Westfalen",475,2
"292","Bielefeld",2020-07-04,"Nordrhein-Westfalen",475,0
"293","Bielefeld",2020-07-05,"Nordrhein-Westfalen",475,0
"294","Bielefeld",2020-07-06,"Nordrhein-Westfalen",476,1
"295","Bielefeld",2020-07-07,"Nordrhein-Westfalen",492,16
"296","Bielefeld",2020-07-08,"Nordrhein-Westfalen",495,3
"297","Bielefeld",2020-07-09,"Nordrhein-Westfalen",498,3
"298","Bielefeld",2020-07-10,"Nordrhein-Westfalen",502,4
"299","Bielefeld",2020-07-11,"Nordrhein-Westfalen",502,0
"300","Bielefeld",2020-07-12,"Nordrhein-Westfalen",502,0
"301","Bielefeld",2020-07-13,"Nordrhein-Westfalen",504,2
"302","Bielefeld",2020-07-14,"Nordrhein-Westfalen",511,7
"303","Bielefeld",2020-07-15,"Nordrhein-Westfalen",520,9
"304","Bielefeld",2020-07-16,"Nordrhein-Westfalen",531,11
"305","Bielefeld",2020-07-17,"Nordrhein-Westfalen",536,5
"306","Bielefeld",2020-07-18,"Nordrhein-Westfalen",539,3
"307","Bielefeld",2020-07-19,"Nordrhein-Westfalen",539,0
"308","Bielefeld",2020-07-20,"Nordrhein-Westfalen",542,3
"309","Bielefeld",2020-07-21,"Nordrhein-Westfalen",546,4
"310","Bielefeld",2020-07-22,"Nordrhein-Westfalen",553,7
"311","Bielefeld",2020-07-23,"Nordrhein-Westfalen",557,4
"312","Bielefeld",2020-07-24,"Nordrhein-Westfalen",559,2
"313","Bielefeld",2020-07-25,"Nordrhein-Westfalen",567,8
"314","Bielefeld",2020-07-26,"Nordrhein-Westfalen",568,1
"315","Bielefeld",2020-07-27,"Nordrhein-Westfalen",573,5
"316","Bielefeld",2020-07-28,"Nordrhein-Westfalen",582,9
"317","Bielefeld",2020-07-29,"Nordrhein-Westfalen",586,4
"318","Bielefeld",2020-07-30,"Nordrhein-Westfalen",592,6
"319","Bielefeld",2020-07-31,"Nordrhein-Westfalen",594,2
"320","Bielefeld",2020-08-01,"Nordrhein-Westfalen",598,4
"321","Bielefeld",2020-08-02,"Nordrhein-Westfalen",598,0
"322","Bielefeld",2020-08-03,"Nordrhein-Westfalen",599,1
"323","Bielefeld",2020-08-04,"Nordrhein-Westfalen",606,7
"324","Bielefeld",2020-08-05,"Nordrhein-Westfalen",614,8
"325","Bielefeld",2020-08-06,"Nordrhein-Westfalen",617,3
"326","Bielefeld",2020-08-07,"Nordrhein-Westfalen",627,10
"327","Bielefeld",2020-08-08,"Nordrhein-Westfalen",627,0
"328","Bielefeld",2020-08-09,"Nordrhein-Westfalen",635,8
"329","Bielefeld",2020-08-10,"Nordrhein-Westfalen",638,3
"330","Bielefeld",2020-08-11,"Nordrhein-Westfalen",639,1
"331","Bielefeld",2020-08-12,"Nordrhein-Westfalen",655,16
"332","Bielefeld",2020-08-13,"Nordrhein-Westfalen",661,6
"333","Bielefeld",2020-08-14,"Nordrhein-Westfalen",680,19
"334","Bielefeld",2020-08-15,"Nordrhein-Westfalen",686,6
"335","Bochum",2020-03-02,"Nordrhein-Westfalen",0,NA
"336","Bochum",2020-03-03,"Nordrhein-Westfalen",0,0
"337","Bochum",2020-03-04,"Nordrhein-Westfalen",1,1
"338","Bochum",2020-03-05,"Nordrhein-Westfalen",1,0
"339","Bochum",2020-03-06,"Nordrhein-Westfalen",2,1
"340","Bochum",2020-03-07,"Nordrhein-Westfalen",2,0
"341","Bochum",2020-03-08,"Nordrhein-Westfalen",2,0
"342","Bochum",2020-03-09,"Nordrhein-Westfalen",3,1
"343","Bochum",2020-03-10,"Nordrhein-Westfalen",5,2
"344","Bochum",2020-03-11,"Nordrhein-Westfalen",9,4
"345","Bochum",2020-03-12,"Nordrhein-Westfalen",14,5
"346","Bochum",2020-03-13,"Nordrhein-Westfalen",19,5
"347","Bochum",2020-03-14,"Nordrhein-Westfalen",19,0
"348","Bochum",2020-03-15,"Nordrhein-Westfalen",19,0
"349","Bochum",2020-03-16,"Nordrhein-Westfalen",23,4
"350","Bochum",2020-03-17,"Nordrhein-Westfalen",29,6
"351","Bochum",2020-03-18,"Nordrhein-Westfalen",33,4
"352","Bochum",2020-03-19,"Nordrhein-Westfalen",51,18
"353","Bochum",2020-03-20,"Nordrhein-Westfalen",68,17
"354","Bochum",2020-03-21,"Nordrhein-Westfalen",94,26
"355","Bochum",2020-03-22,"Nordrhein-Westfalen",112,18
"356","Bochum",2020-03-23,"Nordrhein-Westfalen",124,12
"357","Bochum",2020-03-24,"Nordrhein-Westfalen",138,14
"358","Bochum",2020-03-25,"Nordrhein-Westfalen",151,13
"359","Bochum",2020-03-26,"Nordrhein-Westfalen",167,16
"360","Bochum",2020-03-27,"Nordrhein-Westfalen",181,14
"361","Bochum",2020-03-28,"Nordrhein-Westfalen",181,0
"362","Bochum",2020-03-29,"Nordrhein-Westfalen",192,11
"363","Bochum",2020-03-30,"Nordrhein-Westfalen",196,4
"364","Bochum",2020-03-31,"Nordrhein-Westfalen",207,11
"365","Bochum",2020-04-01,"Nordrhein-Westfalen",213,6
"366","Bochum",2020-04-02,"Nordrhein-Westfalen",230,17
"367","Bochum",2020-04-03,"Nordrhein-Westfalen",245,15
"368","Bochum",2020-04-04,"Nordrhein-Westfalen",245,0
"369","Bochum",2020-04-05,"Nordrhein-Westfalen",248,3
"370","Bochum",2020-04-06,"Nordrhein-Westfalen",257,9
"371","Bochum",2020-04-07,"Nordrhein-Westfalen",260,3
"372","Bochum",2020-04-08,"Nordrhein-Westfalen",260,0
"373","Bochum",2020-04-09,"Nordrhein-Westfalen",263,3
"374","Bochum",2020-04-10,"Nordrhein-Westfalen",301,38
"375","Bochum",2020-04-11,"Nordrhein-Westfalen",301,0
"376","Bochum",2020-04-12,"Nordrhein-Westfalen",304,3
"377","Bochum",2020-04-13,"Nordrhein-Westfalen",304,0
"378","Bochum",2020-04-14,"Nordrhein-Westfalen",308,4
"379","Bochum",2020-04-15,"Nordrhein-Westfalen",338,30
"380","Bochum",2020-04-16,"Nordrhein-Westfalen",383,45
"381","Bochum",2020-04-17,"Nordrhein-Westfalen",394,11
"382","Bochum",2020-04-18,"Nordrhein-Westfalen",399,5
"383","Bochum",2020-04-19,"Nordrhein-Westfalen",401,2
"384","Bochum",2020-04-20,"Nordrhein-Westfalen",405,4
"385","Bochum",2020-04-21,"Nordrhein-Westfalen",407,2
"386","Bochum",2020-04-22,"Nordrhein-Westfalen",419,12
"387","Bochum",2020-04-23,"Nordrhein-Westfalen",419,0
"388","Bochum",2020-04-24,"Nordrhein-Westfalen",419,0
"389","Bochum",2020-04-25,"Nordrhein-Westfalen",421,2
"390","Bochum",2020-04-26,"Nordrhein-Westfalen",421,0
"391","Bochum",2020-04-27,"Nordrhein-Westfalen",423,2
"392","Bochum",2020-04-28,"Nordrhein-Westfalen",425,2
"393","Bochum",2020-04-29,"Nordrhein-Westfalen",425,0
"394","Bochum",2020-04-30,"Nordrhein-Westfalen",428,3
"395","Bochum",2020-05-01,"Nordrhein-Westfalen",428,0
"396","Bochum",2020-05-02,"Nordrhein-Westfalen",428,0
"397","Bochum",2020-05-03,"Nordrhein-Westfalen",431,3
"398","Bochum",2020-05-04,"Nordrhein-Westfalen",433,2
"399","Bochum",2020-05-05,"Nordrhein-Westfalen",433,0
"400","Bochum",2020-05-06,"Nordrhein-Westfalen",442,9
"401","Bochum",2020-05-07,"Nordrhein-Westfalen",453,11
"402","Bochum",2020-05-08,"Nordrhein-Westfalen",454,1
"403","Bochum",2020-05-09,"Nordrhein-Westfalen",454,0
"404","Bochum",2020-05-10,"Nordrhein-Westfalen",455,1
"405","Bochum",2020-05-11,"Nordrhein-Westfalen",469,14
"406","Bochum",2020-05-12,"Nordrhein-Westfalen",477,8
"407","Bochum",2020-05-13,"Nordrhein-Westfalen",478,1
"408","Bochum",2020-05-14,"Nordrhein-Westfalen",485,7
"409","Bochum",2020-05-15,"Nordrhein-Westfalen",487,2
"410","Bochum",2020-05-16,"Nordrhein-Westfalen",487,0
"411","Bochum",2020-05-17,"Nordrhein-Westfalen",487,0
"412","Bochum",2020-05-18,"Nordrhein-Westfalen",497,10
"413","Bochum",2020-05-19,"Nordrhein-Westfalen",497,0
"414","Bochum",2020-05-20,"Nordrhein-Westfalen",497,0
"415","Bochum",2020-05-21,"Nordrhein-Westfalen",497,0
"416","Bochum",2020-05-22,"Nordrhein-Westfalen",498,1
"417","Bochum",2020-05-23,"Nordrhein-Westfalen",498,0
"418","Bochum",2020-05-24,"Nordrhein-Westfalen",498,0
"419","Bochum",2020-05-25,"Nordrhein-Westfalen",500,2
"420","Bochum",2020-05-26,"Nordrhein-Westfalen",504,4
"421","Bochum",2020-05-27,"Nordrhein-Westfalen",516,12
"422","Bochum",2020-05-28,"Nordrhein-Westfalen",530,14
"423","Bochum",2020-05-29,"Nordrhein-Westfalen",532,2
"424","Bochum",2020-05-30,"Nordrhein-Westfalen",532,0
"425","Bochum",2020-05-31,"Nordrhein-Westfalen",534,2
"426","Bochum",2020-06-01,"Nordrhein-Westfalen",535,1
"427","Bochum",2020-06-02,"Nordrhein-Westfalen",536,1
"428","Bochum",2020-06-03,"Nordrhein-Westfalen",537,1
"429","Bochum",2020-06-04,"Nordrhein-Westfalen",546,9
"430","Bochum",2020-06-05,"Nordrhein-Westfalen",553,7
"431","Bochum",2020-06-06,"Nordrhein-Westfalen",568,15
"432","Bochum",2020-06-07,"Nordrhein-Westfalen",568,0
"433","Bochum",2020-06-08,"Nordrhein-Westfalen",569,1
"434","Bochum",2020-06-09,"Nordrhein-Westfalen",571,2
"435","Bochum",2020-06-10,"Nordrhein-Westfalen",578,7
"436","Bochum",2020-06-11,"Nordrhein-Westfalen",578,0
"437","Bochum",2020-06-12,"Nordrhein-Westfalen",581,3
"438","Bochum",2020-06-13,"Nordrhein-Westfalen",581,0
"439","Bochum",2020-06-14,"Nordrhein-Westfalen",581,0
"440","Bochum",2020-06-15,"Nordrhein-Westfalen",586,5
"441","Bochum",2020-06-16,"Nordrhein-Westfalen",589,3
"442","Bochum",2020-06-17,"Nordrhein-Westfalen",592,3
"443","Bochum",2020-06-18,"Nordrhein-Westfalen",596,4
"444","Bochum",2020-06-19,"Nordrhein-Westfalen",596,0
"445","Bochum",2020-06-20,"Nordrhein-Westfalen",596,0
"446","Bochum",2020-06-21,"Nordrhein-Westfalen",596,0
"447","Bochum",2020-06-22,"Nordrhein-Westfalen",603,7
"448","Bochum",2020-06-23,"Nordrhein-Westfalen",607,4
"449","Bochum",2020-06-24,"Nordrhein-Westfalen",611,4
