"","eng","Day","state","cumulative","add"
"5585","Kiel",2020-05-14,"Schleswig-Holstein",278,0
"5586","Kiel",2020-05-15,"Schleswig-Holstein",278,0
"5587","Kiel",2020-05-16,"Schleswig-Holstein",278,0
"5588","Kiel",2020-05-17,"Schleswig-Holstein",278,0
"5589","Kiel",2020-05-18,"Schleswig-Holstein",278,0
"5590","Kiel",2020-05-19,"Schleswig-Holstein",278,0
"5591","Kiel",2020-05-20,"Schleswig-Holstein",278,0
"5592","Kiel",2020-05-21,"Schleswig-Holstein",278,0
"5593","Kiel",2020-05-22,"Schleswig-Holstein",278,0
"5594","Kiel",2020-05-23,"Schleswig-Holstein",278,0
"5595","Kiel",2020-05-24,"Schleswig-Holstein",278,0
"5596","Kiel",2020-05-25,"Schleswig-Holstein",278,0
"5597","Kiel",2020-05-26,"Schleswig-Holstein",278,0
"5598","Kiel",2020-05-27,"Schleswig-Holstein",278,0
"5599","Kiel",2020-05-28,"Schleswig-Holstein",278,0
"5600","Kiel",2020-05-29,"Schleswig-Holstein",278,0
"5601","Kiel",2020-05-30,"Schleswig-Holstein",279,1
"5602","Kiel",2020-05-31,"Schleswig-Holstein",279,0
"5603","Kiel",2020-06-01,"Schleswig-Holstein",279,0
"5604","Kiel",2020-06-02,"Schleswig-Holstein",279,0
"5605","Kiel",2020-06-03,"Schleswig-Holstein",279,0
"5606","Kiel",2020-06-04,"Schleswig-Holstein",279,0
"5607","Kiel",2020-06-05,"Schleswig-Holstein",279,0
"5608","Kiel",2020-06-06,"Schleswig-Holstein",279,0
"5609","Kiel",2020-06-07,"Schleswig-Holstein",279,0
"5610","Kiel",2020-06-08,"Schleswig-Holstein",279,0
"5611","Kiel",2020-06-09,"Schleswig-Holstein",279,0
"5612","Kiel",2020-06-10,"Schleswig-Holstein",279,0
"5613","Kiel",2020-06-11,"Schleswig-Holstein",281,2
"5614","Kiel",2020-06-12,"Schleswig-Holstein",281,0
"5615","Kiel",2020-06-13,"Schleswig-Holstein",281,0
"5616","Kiel",2020-06-14,"Schleswig-Holstein",281,0
"5617","Kiel",2020-06-15,"Schleswig-Holstein",281,0
"5618","Kiel",2020-06-16,"Schleswig-Holstein",281,0
"5619","Kiel",2020-06-17,"Schleswig-Holstein",281,0
"5620","Kiel",2020-06-18,"Schleswig-Holstein",281,0
"5621","Kiel",2020-06-19,"Schleswig-Holstein",281,0
"5622","Kiel",2020-06-20,"Schleswig-Holstein",281,0
"5623","Kiel",2020-06-21,"Schleswig-Holstein",281,0
"5624","Kiel",2020-06-22,"Schleswig-Holstein",281,0
"5625","Kiel",2020-06-23,"Schleswig-Holstein",281,0
"5626","Kiel",2020-06-24,"Schleswig-Holstein",281,0
"5627","Kiel",2020-06-25,"Schleswig-Holstein",282,1
"5628","Kiel",2020-06-26,"Schleswig-Holstein",283,1
"5629","Kiel",2020-06-27,"Schleswig-Holstein",284,1
"5630","Kiel",2020-06-28,"Schleswig-Holstein",284,0
"5631","Kiel",2020-06-29,"Schleswig-Holstein",285,1
"5632","Kiel",2020-06-30,"Schleswig-Holstein",287,2
"5633","Kiel",2020-07-01,"Schleswig-Holstein",294,7
"5634","Kiel",2020-07-02,"Schleswig-Holstein",294,0
"5635","Kiel",2020-07-03,"Schleswig-Holstein",294,0
"5636","Kiel",2020-07-04,"Schleswig-Holstein",294,0
"5637","Kiel",2020-07-05,"Schleswig-Holstein",294,0
"5638","Kiel",2020-07-06,"Schleswig-Holstein",294,0
"5639","Kiel",2020-07-07,"Schleswig-Holstein",294,0
"5640","Kiel",2020-07-08,"Schleswig-Holstein",296,2
"5641","Kiel",2020-07-09,"Schleswig-Holstein",296,0
"5642","Kiel",2020-07-10,"Schleswig-Holstein",296,0
"5643","Kiel",2020-07-11,"Schleswig-Holstein",296,0
"5644","Kiel",2020-07-12,"Schleswig-Holstein",296,0
"5645","Kiel",2020-07-13,"Schleswig-Holstein",296,0
"5646","Kiel",2020-07-14,"Schleswig-Holstein",298,2
"5647","Kiel",2020-07-15,"Schleswig-Holstein",301,3
"5648","Kiel",2020-07-16,"Schleswig-Holstein",302,1
"5649","Kiel",2020-07-17,"Schleswig-Holstein",305,3
"5650","Kiel",2020-07-18,"Schleswig-Holstein",305,0
"5651","Kiel",2020-07-19,"Schleswig-Holstein",308,3
"5652","Kiel",2020-07-20,"Schleswig-Holstein",308,0
"5653","Kiel",2020-07-21,"Schleswig-Holstein",308,0
"5654","Kiel",2020-07-22,"Schleswig-Holstein",311,3
"5655","Kiel",2020-07-23,"Schleswig-Holstein",311,0
"5656","Kiel",2020-07-24,"Schleswig-Holstein",312,1
"5657","Kiel",2020-07-25,"Schleswig-Holstein",312,0
"5658","Kiel",2020-07-26,"Schleswig-Holstein",314,2
"5659","Kiel",2020-07-27,"Schleswig-Holstein",317,3
"5660","Kiel",2020-07-28,"Schleswig-Holstein",318,1
"5661","Kiel",2020-07-29,"Schleswig-Holstein",322,4
"5662","Kiel",2020-07-30,"Schleswig-Holstein",328,6
"5663","Kiel",2020-07-31,"Schleswig-Holstein",330,2
"5664","Kiel",2020-08-01,"Schleswig-Holstein",332,2
"5665","Kiel",2020-08-02,"Schleswig-Holstein",334,2
"5666","Kiel",2020-08-03,"Schleswig-Holstein",334,0
"5667","Kiel",2020-08-04,"Schleswig-Holstein",339,5
"5668","Kiel",2020-08-05,"Schleswig-Holstein",344,5
"5669","Kiel",2020-08-06,"Schleswig-Holstein",350,6
"5670","Kiel",2020-08-07,"Schleswig-Holstein",351,1
"5671","Kiel",2020-08-08,"Schleswig-Holstein",351,0
"5672","Kiel",2020-08-09,"Schleswig-Holstein",351,0
"5673","Kiel",2020-08-10,"Schleswig-Holstein",353,2
"5674","Kiel",2020-08-11,"Schleswig-Holstein",361,8
"5675","Kiel",2020-08-12,"Schleswig-Holstein",372,11
"5676","Kiel",2020-08-13,"Schleswig-Holstein",373,1
"5677","Kiel",2020-08-14,"Schleswig-Holstein",382,9
"5678","Kiel",2020-08-15,"Schleswig-Holstein",388,6
"5679","Koblenz",2020-03-02,"Rheinland-Pfalz",0,NA
"5680","Koblenz",2020-03-03,"Rheinland-Pfalz",0,0
"5681","Koblenz",2020-03-04,"Rheinland-Pfalz",1,1
"5682","Koblenz",2020-03-05,"Rheinland-Pfalz",2,1
"5683","Koblenz",2020-03-06,"Rheinland-Pfalz",2,0
"5684","Koblenz",2020-03-07,"Rheinland-Pfalz",2,0
"5685","Koblenz",2020-03-08,"Rheinland-Pfalz",5,3
"5686","Koblenz",2020-03-09,"Rheinland-Pfalz",5,0
"5687","Koblenz",2020-03-10,"Rheinland-Pfalz",7,2
"5688","Koblenz",2020-03-11,"Rheinland-Pfalz",8,1
"5689","Koblenz",2020-03-12,"Rheinland-Pfalz",11,3
"5690","Koblenz",2020-03-13,"Rheinland-Pfalz",11,0
"5691","Koblenz",2020-03-14,"Rheinland-Pfalz",12,1
"5692","Koblenz",2020-03-15,"Rheinland-Pfalz",20,8
"5693","Koblenz",2020-03-16,"Rheinland-Pfalz",31,11
"5694","Koblenz",2020-03-17,"Rheinland-Pfalz",39,8
"5695","Koblenz",2020-03-18,"Rheinland-Pfalz",43,4
"5696","Koblenz",2020-03-19,"Rheinland-Pfalz",50,7
"5697","Koblenz",2020-03-20,"Rheinland-Pfalz",59,9
"5698","Koblenz",2020-03-21,"Rheinland-Pfalz",67,8
"5699","Koblenz",2020-03-22,"Rheinland-Pfalz",75,8
"5700","Koblenz",2020-03-23,"Rheinland-Pfalz",84,9
"5701","Koblenz",2020-03-24,"Rheinland-Pfalz",106,22
"5702","Koblenz",2020-03-25,"Rheinland-Pfalz",111,5
"5703","Koblenz",2020-03-26,"Rheinland-Pfalz",117,6
"5704","Koblenz",2020-03-27,"Rheinland-Pfalz",128,11
"5705","Koblenz",2020-03-28,"Rheinland-Pfalz",133,5
"5706","Koblenz",2020-03-29,"Rheinland-Pfalz",135,2
"5707","Koblenz",2020-03-30,"Rheinland-Pfalz",140,5
"5708","Koblenz",2020-03-31,"Rheinland-Pfalz",147,7
"5709","Koblenz",2020-04-01,"Rheinland-Pfalz",151,4
"5710","Koblenz",2020-04-02,"Rheinland-Pfalz",155,4
"5711","Koblenz",2020-04-03,"Rheinland-Pfalz",166,11
"5712","Koblenz",2020-04-04,"Rheinland-Pfalz",167,1
"5713","Koblenz",2020-04-05,"Rheinland-Pfalz",174,7
"5714","Koblenz",2020-04-06,"Rheinland-Pfalz",186,12
"5715","Koblenz",2020-04-07,"Rheinland-Pfalz",200,14
"5716","Koblenz",2020-04-08,"Rheinland-Pfalz",202,2
"5717","Koblenz",2020-04-09,"Rheinland-Pfalz",209,7
"5718","Koblenz",2020-04-10,"Rheinland-Pfalz",215,6
"5719","Koblenz",2020-04-11,"Rheinland-Pfalz",217,2
"5720","Koblenz",2020-04-12,"Rheinland-Pfalz",218,1
"5721","Koblenz",2020-04-13,"Rheinland-Pfalz",220,2
"5722","Koblenz",2020-04-14,"Rheinland-Pfalz",224,4
"5723","Koblenz",2020-04-15,"Rheinland-Pfalz",229,5
"5724","Koblenz",2020-04-16,"Rheinland-Pfalz",229,0
"5725","Koblenz",2020-04-17,"Rheinland-Pfalz",231,2
"5726","Koblenz",2020-04-18,"Rheinland-Pfalz",236,5
"5727","Koblenz",2020-04-19,"Rheinland-Pfalz",238,2
"5728","Koblenz",2020-04-20,"Rheinland-Pfalz",240,2
"5729","Koblenz",2020-04-21,"Rheinland-Pfalz",244,4
"5730","Koblenz",2020-04-22,"Rheinland-Pfalz",245,1
"5731","Koblenz",2020-04-23,"Rheinland-Pfalz",247,2
"5732","Koblenz",2020-04-24,"Rheinland-Pfalz",250,3
"5733","Koblenz",2020-04-25,"Rheinland-Pfalz",253,3
"5734","Koblenz",2020-04-26,"Rheinland-Pfalz",257,4
"5735","Koblenz",2020-04-27,"Rheinland-Pfalz",257,0
"5736","Koblenz",2020-04-28,"Rheinland-Pfalz",257,0
"5737","Koblenz",2020-04-29,"Rheinland-Pfalz",261,4
"5738","Koblenz",2020-04-30,"Rheinland-Pfalz",261,0
"5739","Koblenz",2020-05-01,"Rheinland-Pfalz",261,0
"5740","Koblenz",2020-05-02,"Rheinland-Pfalz",262,1
"5741","Koblenz",2020-05-03,"Rheinland-Pfalz",262,0
"5742","Koblenz",2020-05-04,"Rheinland-Pfalz",262,0
"5743","Koblenz",2020-05-05,"Rheinland-Pfalz",264,2
"5744","Koblenz",2020-05-06,"Rheinland-Pfalz",264,0
"5745","Koblenz",2020-05-07,"Rheinland-Pfalz",264,0
"5746","Koblenz",2020-05-08,"Rheinland-Pfalz",264,0
"5747","Koblenz",2020-05-09,"Rheinland-Pfalz",264,0
"5748","Koblenz",2020-05-10,"Rheinland-Pfalz",264,0
"5749","Koblenz",2020-05-11,"Rheinland-Pfalz",264,0
"5750","Koblenz",2020-05-12,"Rheinland-Pfalz",264,0
"5751","Koblenz",2020-05-13,"Rheinland-Pfalz",264,0
"5752","Koblenz",2020-05-14,"Rheinland-Pfalz",264,0
"5753","Koblenz",2020-05-15,"Rheinland-Pfalz",264,0
"5754","Koblenz",2020-05-16,"Rheinland-Pfalz",264,0
"5755","Koblenz",2020-05-17,"Rheinland-Pfalz",264,0
"5756","Koblenz",2020-05-18,"Rheinland-Pfalz",264,0
"5757","Koblenz",2020-05-19,"Rheinland-Pfalz",264,0
"5758","Koblenz",2020-05-20,"Rheinland-Pfalz",264,0
"5759","Koblenz",2020-05-21,"Rheinland-Pfalz",264,0
"5760","Koblenz",2020-05-22,"Rheinland-Pfalz",264,0
"5761","Koblenz",2020-05-23,"Rheinland-Pfalz",264,0
"5762","Koblenz",2020-05-24,"Rheinland-Pfalz",264,0
"5763","Koblenz",2020-05-25,"Rheinland-Pfalz",264,0
"5764","Koblenz",2020-05-26,"Rheinland-Pfalz",264,0
"5765","Koblenz",2020-05-27,"Rheinland-Pfalz",264,0
"5766","Koblenz",2020-05-28,"Rheinland-Pfalz",264,0
"5767","Koblenz",2020-05-29,"Rheinland-Pfalz",264,0
"5768","Koblenz",2020-05-30,"Rheinland-Pfalz",264,0
"5769","Koblenz",2020-05-31,"Rheinland-Pfalz",264,0
"5770","Koblenz",2020-06-01,"Rheinland-Pfalz",264,0
"5771","Koblenz",2020-06-02,"Rheinland-Pfalz",264,0
"5772","Koblenz",2020-06-03,"Rheinland-Pfalz",264,0
"5773","Koblenz",2020-06-04,"Rheinland-Pfalz",264,0
"5774","Koblenz",2020-06-05,"Rheinland-Pfalz",264,0
"5775","Koblenz",2020-06-06,"Rheinland-Pfalz",264,0
"5776","Koblenz",2020-06-07,"Rheinland-Pfalz",264,0
"5777","Koblenz",2020-06-08,"Rheinland-Pfalz",265,1
"5778","Koblenz",2020-06-09,"Rheinland-Pfalz",266,1
"5779","Koblenz",2020-06-10,"Rheinland-Pfalz",266,0
"5780","Koblenz",2020-06-11,"Rheinland-Pfalz",266,0
"5781","Koblenz",2020-06-12,"Rheinland-Pfalz",266,0
"5782","Koblenz",2020-06-13,"Rheinland-Pfalz",266,0
"5783","Koblenz",2020-06-14,"Rheinland-Pfalz",266,0
"5784","Koblenz",2020-06-15,"Rheinland-Pfalz",266,0
"5785","Koblenz",2020-06-16,"Rheinland-Pfalz",266,0
"5786","Koblenz",2020-06-17,"Rheinland-Pfalz",266,0
"5787","Koblenz",2020-06-18,"Rheinland-Pfalz",266,0
"5788","Koblenz",2020-06-19,"Rheinland-Pfalz",267,1
"5789","Koblenz",2020-06-20,"Rheinland-Pfalz",267,0
"5790","Koblenz",2020-06-21,"Rheinland-Pfalz",267,0
"5791","Koblenz",2020-06-22,"Rheinland-Pfalz",267,0
"5792","Koblenz",2020-06-23,"Rheinland-Pfalz",267,0
"5793","Koblenz",2020-06-24,"Rheinland-Pfalz",267,0
"5794","Koblenz",2020-06-25,"Rheinland-Pfalz",267,0
"5795","Koblenz",2020-06-26,"Rheinland-Pfalz",267,0
"5796","Koblenz",2020-06-27,"Rheinland-Pfalz",267,0
"5797","Koblenz",2020-06-28,"Rheinland-Pfalz",267,0
"5798","Koblenz",2020-06-29,"Rheinland-Pfalz",267,0
"5799","Koblenz",2020-06-30,"Rheinland-Pfalz",267,0
"5800","Koblenz",2020-07-01,"Rheinland-Pfalz",267,0
"5801","Koblenz",2020-07-02,"Rheinland-Pfalz",267,0
"5802","Koblenz",2020-07-03,"Rheinland-Pfalz",267,0
"5803","Koblenz",2020-07-04,"Rheinland-Pfalz",267,0
"5804","Koblenz",2020-07-05,"Rheinland-Pfalz",267,0
"5805","Koblenz",2020-07-06,"Rheinland-Pfalz",267,0
"5806","Koblenz",2020-07-07,"Rheinland-Pfalz",267,0
"5807","Koblenz",2020-07-08,"Rheinland-Pfalz",267,0
"5808","Koblenz",2020-07-09,"Rheinland-Pfalz",271,4
"5809","Koblenz",2020-07-10,"Rheinland-Pfalz",272,1
"5810","Koblenz",2020-07-11,"Rheinland-Pfalz",272,0
"5811","Koblenz",2020-07-12,"Rheinland-Pfalz",272,0
"5812","Koblenz",2020-07-13,"Rheinland-Pfalz",272,0
"5813","Koblenz",2020-07-14,"Rheinland-Pfalz",272,0
"5814","Koblenz",2020-07-15,"Rheinland-Pfalz",272,0
"5815","Koblenz",2020-07-16,"Rheinland-Pfalz",272,0
"5816","Koblenz",2020-07-17,"Rheinland-Pfalz",273,1
"5817","Koblenz",2020-07-18,"Rheinland-Pfalz",273,0
"5818","Koblenz",2020-07-19,"Rheinland-Pfalz",273,0
"5819","Koblenz",2020-07-20,"Rheinland-Pfalz",274,1
"5820","Koblenz",2020-07-21,"Rheinland-Pfalz",275,1
"5821","Koblenz",2020-07-22,"Rheinland-Pfalz",275,0
"5822","Koblenz",2020-07-23,"Rheinland-Pfalz",275,0
"5823","Koblenz",2020-07-24,"Rheinland-Pfalz",275,0
"5824","Koblenz",2020-07-25,"Rheinland-Pfalz",275,0
"5825","Koblenz",2020-07-26,"Rheinland-Pfalz",275,0
"5826","Koblenz",2020-07-27,"Rheinland-Pfalz",276,1
"5827","Koblenz",2020-07-28,"Rheinland-Pfalz",277,1
"5828","Koblenz",2020-07-29,"Rheinland-Pfalz",277,0
"5829","Koblenz",2020-07-30,"Rheinland-Pfalz",280,3
"5830","Koblenz",2020-07-31,"Rheinland-Pfalz",284,4
"5831","Koblenz",2020-08-01,"Rheinland-Pfalz",284,0
"5832","Koblenz",2020-08-02,"Rheinland-Pfalz",284,0
"5833","Koblenz",2020-08-03,"Rheinland-Pfalz",287,3
"5834","Koblenz",2020-08-04,"Rheinland-Pfalz",287,0
"5835","Koblenz",2020-08-05,"Rheinland-Pfalz",288,1
"5836","Koblenz",2020-08-06,"Rheinland-Pfalz",288,0
"5837","Koblenz",2020-08-07,"Rheinland-Pfalz",290,2
"5838","Koblenz",2020-08-08,"Rheinland-Pfalz",291,1
"5839","Koblenz",2020-08-09,"Rheinland-Pfalz",291,0
"5840","Koblenz",2020-08-10,"Rheinland-Pfalz",294,3
"5841","Koblenz",2020-08-11,"Rheinland-Pfalz",297,3
"5842","Koblenz",2020-08-12,"Rheinland-Pfalz",303,6
"5843","Koblenz",2020-08-13,"Rheinland-Pfalz",305,2
"5844","Koblenz",2020-08-14,"Rheinland-Pfalz",307,2
"5845","Koblenz",2020-08-15,"Rheinland-Pfalz",307,0
"5846","Köln",2020-03-02,"Nordrhein-Westfalen",8,NA
"5847","Köln",2020-03-03,"Nordrhein-Westfalen",14,6
"5848","Köln",2020-03-04,"Nordrhein-Westfalen",16,2
"5849","Köln",2020-03-05,"Nordrhein-Westfalen",22,6
"5850","Köln",2020-03-06,"Nordrhein-Westfalen",32,10
"5851","Köln",2020-03-07,"Nordrhein-Westfalen",33,1
"5852","Köln",2020-03-08,"Nordrhein-Westfalen",35,2
"5853","Köln",2020-03-09,"Nordrhein-Westfalen",45,10
"5854","Köln",2020-03-10,"Nordrhein-Westfalen",55,10
"5855","Köln",2020-03-11,"Nordrhein-Westfalen",63,8
"5856","Köln",2020-03-12,"Nordrhein-Westfalen",103,40
"5857","Köln",2020-03-13,"Nordrhein-Westfalen",151,48
"5858","Köln",2020-03-14,"Nordrhein-Westfalen",240,89
"5859","Köln",2020-03-15,"Nordrhein-Westfalen",275,35
"5860","Köln",2020-03-16,"Nordrhein-Westfalen",320,45
"5861","Köln",2020-03-17,"Nordrhein-Westfalen",420,100
"5862","Köln",2020-03-18,"Nordrhein-Westfalen",510,90
"5863","Köln",2020-03-19,"Nordrhein-Westfalen",615,105
"5864","Köln",2020-03-20,"Nordrhein-Westfalen",714,99
"5865","Köln",2020-03-21,"Nordrhein-Westfalen",774,60
"5866","Köln",2020-03-22,"Nordrhein-Westfalen",821,47
"5867","Köln",2020-03-23,"Nordrhein-Westfalen",869,48
"5868","Köln",2020-03-24,"Nordrhein-Westfalen",957,88
"5869","Köln",2020-03-25,"Nordrhein-Westfalen",1034,77
"5870","Köln",2020-03-26,"Nordrhein-Westfalen",1094,60
"5871","Köln",2020-03-27,"Nordrhein-Westfalen",1177,83
"5872","Köln",2020-03-28,"Nordrhein-Westfalen",1257,80
"5873","Köln",2020-03-29,"Nordrhein-Westfalen",1313,56
"5874","Köln",2020-03-30,"Nordrhein-Westfalen",1377,64
"5875","Köln",2020-03-31,"Nordrhein-Westfalen",1466,89
"5876","Köln",2020-04-01,"Nordrhein-Westfalen",1588,122
"5877","Köln",2020-04-02,"Nordrhein-Westfalen",1658,70
"5878","Köln",2020-04-03,"Nordrhein-Westfalen",1708,50
"5879","Köln",2020-04-04,"Nordrhein-Westfalen",1727,19
"5880","Köln",2020-04-05,"Nordrhein-Westfalen",1752,25
"5881","Köln",2020-04-06,"Nordrhein-Westfalen",1792,40
"5882","Köln",2020-04-07,"Nordrhein-Westfalen",1846,54
"5883","Köln",2020-04-08,"Nordrhein-Westfalen",1914,68
"5884","Köln",2020-04-09,"Nordrhein-Westfalen",1959,45
"5885","Köln",2020-04-10,"Nordrhein-Westfalen",1988,29
"5886","Köln",2020-04-11,"Nordrhein-Westfalen",2009,21
"5887","Köln",2020-04-12,"Nordrhein-Westfalen",2040,31
"5888","Köln",2020-04-13,"Nordrhein-Westfalen",2047,7
"5889","Köln",2020-04-14,"Nordrhein-Westfalen",2064,17
"5890","Köln",2020-04-15,"Nordrhein-Westfalen",2088,24
"5891","Köln",2020-04-16,"Nordrhein-Westfalen",2115,27
"5892","Köln",2020-04-17,"Nordrhein-Westfalen",2142,27
"5893","Köln",2020-04-18,"Nordrhein-Westfalen",2150,8
"5894","Köln",2020-04-19,"Nordrhein-Westfalen",2155,5
"5895","Köln",2020-04-20,"Nordrhein-Westfalen",2162,7
"5896","Köln",2020-04-21,"Nordrhein-Westfalen",2177,15
"5897","Köln",2020-04-22,"Nordrhein-Westfalen",2197,20
"5898","Köln",2020-04-23,"Nordrhein-Westfalen",2211,14
"5899","Köln",2020-04-24,"Nordrhein-Westfalen",2222,11
"5900","Köln",2020-04-25,"Nordrhein-Westfalen",2237,15
"5901","Köln",2020-04-26,"Nordrhein-Westfalen",2244,7
"5902","Köln",2020-04-27,"Nordrhein-Westfalen",2248,4
"5903","Köln",2020-04-28,"Nordrhein-Westfalen",2257,9
"5904","Köln",2020-04-29,"Nordrhein-Westfalen",2270,13
"5905","Köln",2020-04-30,"Nordrhein-Westfalen",2288,18
"5906","Köln",2020-05-01,"Nordrhein-Westfalen",2306,18
"5907","Köln",2020-05-02,"Nordrhein-Westfalen",2313,7
"5908","Köln",2020-05-03,"Nordrhein-Westfalen",2317,4
"5909","Köln",2020-05-04,"Nordrhein-Westfalen",2320,3
"5910","Köln",2020-05-05,"Nordrhein-Westfalen",2338,18
"5911","Köln",2020-05-06,"Nordrhein-Westfalen",2346,8
"5912","Köln",2020-05-07,"Nordrhein-Westfalen",2357,11
"5913","Köln",2020-05-08,"Nordrhein-Westfalen",2372,15
"5914","Köln",2020-05-09,"Nordrhein-Westfalen",2375,3
"5915","Köln",2020-05-10,"Nordrhein-Westfalen",2376,1
"5916","Köln",2020-05-11,"Nordrhein-Westfalen",2376,0
"5917","Köln",2020-05-12,"Nordrhein-Westfalen",2387,11
"5918","Köln",2020-05-13,"Nordrhein-Westfalen",2396,9
"5919","Köln",2020-05-14,"Nordrhein-Westfalen",2401,5
"5920","Köln",2020-05-15,"Nordrhein-Westfalen",2409,8
"5921","Köln",2020-05-16,"Nordrhein-Westfalen",2412,3
"5922","Köln",2020-05-17,"Nordrhein-Westfalen",2422,10
"5923","Köln",2020-05-18,"Nordrhein-Westfalen",2426,4
"5924","Köln",2020-05-19,"Nordrhein-Westfalen",2432,6
"5925","Köln",2020-05-20,"Nordrhein-Westfalen",2435,3
"5926","Köln",2020-05-21,"Nordrhein-Westfalen",2440,5
"5927","Köln",2020-05-22,"Nordrhein-Westfalen",2441,1
"5928","Köln",2020-05-23,"Nordrhein-Westfalen",2449,8
"5929","Köln",2020-05-24,"Nordrhein-Westfalen",2449,0
"5930","Köln",2020-05-25,"Nordrhein-Westfalen",2452,3
"5931","Köln",2020-05-26,"Nordrhein-Westfalen",2456,4
"5932","Köln",2020-05-27,"Nordrhein-Westfalen",2462,6
"5933","Köln",2020-05-28,"Nordrhein-Westfalen",2467,5
"5934","Köln",2020-05-29,"Nordrhein-Westfalen",2474,7
"5935","Köln",2020-05-30,"Nordrhein-Westfalen",2474,0
"5936","Köln",2020-05-31,"Nordrhein-Westfalen",2475,1
"5937","Köln",2020-06-01,"Nordrhein-Westfalen",2475,0
"5938","Köln",2020-06-02,"Nordrhein-Westfalen",2476,1
"5939","Köln",2020-06-03,"Nordrhein-Westfalen",2479,3
"5940","Köln",2020-06-04,"Nordrhein-Westfalen",2485,6
"5941","Köln",2020-06-05,"Nordrhein-Westfalen",2492,7
"5942","Köln",2020-06-06,"Nordrhein-Westfalen",2500,8
"5943","Köln",2020-06-07,"Nordrhein-Westfalen",2502,2
"5944","Köln",2020-06-08,"Nordrhein-Westfalen",2502,0
"5945","Köln",2020-06-09,"Nordrhein-Westfalen",2507,5
"5946","Köln",2020-06-10,"Nordrhein-Westfalen",2517,10
"5947","Köln",2020-06-11,"Nordrhein-Westfalen",2523,6
"5948","Köln",2020-06-12,"Nordrhein-Westfalen",2525,2
"5949","Köln",2020-06-13,"Nordrhein-Westfalen",2531,6
"5950","Köln",2020-06-14,"Nordrhein-Westfalen",2538,7
"5951","Köln",2020-06-15,"Nordrhein-Westfalen",2543,5
"5952","Köln",2020-06-16,"Nordrhein-Westfalen",2544,1
"5953","Köln",2020-06-17,"Nordrhein-Westfalen",2551,7
"5954","Köln",2020-06-18,"Nordrhein-Westfalen",2557,6
"5955","Köln",2020-06-19,"Nordrhein-Westfalen",2564,7
"5956","Köln",2020-06-20,"Nordrhein-Westfalen",2576,12
"5957","Köln",2020-06-21,"Nordrhein-Westfalen",2578,2
"5958","Köln",2020-06-22,"Nordrhein-Westfalen",2580,2
"5959","Köln",2020-06-23,"Nordrhein-Westfalen",2582,2
"5960","Köln",2020-06-24,"Nordrhein-Westfalen",2586,4
"5961","Köln",2020-06-25,"Nordrhein-Westfalen",2592,6
"5962","Köln",2020-06-26,"Nordrhein-Westfalen",2597,5
"5963","Köln",2020-06-27,"Nordrhein-Westfalen",2597,0
"5964","Köln",2020-06-28,"Nordrhein-Westfalen",2597,0
"5965","Köln",2020-06-29,"Nordrhein-Westfalen",2599,2
"5966","Köln",2020-06-30,"Nordrhein-Westfalen",2607,8
"5967","Köln",2020-07-01,"Nordrhein-Westfalen",2611,4
"5968","Köln",2020-07-02,"Nordrhein-Westfalen",2614,3
"5969","Köln",2020-07-03,"Nordrhein-Westfalen",2620,6
"5970","Köln",2020-07-04,"Nordrhein-Westfalen",2623,3
"5971","Köln",2020-07-05,"Nordrhein-Westfalen",2624,1
"5972","Köln",2020-07-06,"Nordrhein-Westfalen",2628,4
"5973","Köln",2020-07-07,"Nordrhein-Westfalen",2639,11
"5974","Köln",2020-07-08,"Nordrhein-Westfalen",2645,6
"5975","Köln",2020-07-09,"Nordrhein-Westfalen",2664,19
"5976","Köln",2020-07-10,"Nordrhein-Westfalen",2682,18
"5977","Köln",2020-07-11,"Nordrhein-Westfalen",2691,9
"5978","Köln",2020-07-12,"Nordrhein-Westfalen",2695,4
"5979","Köln",2020-07-13,"Nordrhein-Westfalen",2701,6
"5980","Köln",2020-07-14,"Nordrhein-Westfalen",2719,18
"5981","Köln",2020-07-15,"Nordrhein-Westfalen",2747,28
"5982","Köln",2020-07-16,"Nordrhein-Westfalen",2764,17
"5983","Köln",2020-07-17,"Nordrhein-Westfalen",2786,22
"5984","Köln",2020-07-18,"Nordrhein-Westfalen",2803,17
"5985","Köln",2020-07-19,"Nordrhein-Westfalen",2806,3
"5986","Köln",2020-07-20,"Nordrhein-Westfalen",2821,15
"5987","Köln",2020-07-21,"Nordrhein-Westfalen",2833,12
"5988","Köln",2020-07-22,"Nordrhein-Westfalen",2852,19
"5989","Köln",2020-07-23,"Nordrhein-Westfalen",2864,12
"5990","Köln",2020-07-24,"Nordrhein-Westfalen",2878,14
"5991","Köln",2020-07-25,"Nordrhein-Westfalen",2897,19
"5992","Köln",2020-07-26,"Nordrhein-Westfalen",2900,3
"5993","Köln",2020-07-27,"Nordrhein-Westfalen",2908,8
"5994","Köln",2020-07-28,"Nordrhein-Westfalen",2924,16
"5995","Köln",2020-07-29,"Nordrhein-Westfalen",2942,18
"5996","Köln",2020-07-30,"Nordrhein-Westfalen",2962,20
"5997","Köln",2020-07-31,"Nordrhein-Westfalen",2974,12
"5998","Köln",2020-08-01,"Nordrhein-Westfalen",2988,14
"5999","Köln",2020-08-02,"Nordrhein-Westfalen",3010,22
"6000","Köln",2020-08-03,"Nordrhein-Westfalen",3026,16
"6001","Köln",2020-08-04,"Nordrhein-Westfalen",3048,22
