"","eng","date","daily_cases","add"
"6795","Northumberland","2020/7/21",1586,1
"6796","Northumberland","2020/7/22",1587,1
"6797","Northumberland","2020/7/23",1589,2
"6798","Northumberland","2020/7/24",1589,0
"6799","Northumberland","2020/7/25",1589,0
"6800","Northumberland","2020/7/26",1589,0
"6801","Northumberland","2020/7/27",1589,0
"6802","Northumberland","2020/7/28",1590,1
"6803","Northumberland","2020/7/29",1590,0
"6804","Northumberland","2020/7/30",1591,1
"6805","Northumberland","2020/7/31",1591,0
"6806","Northumberland","2020/8/1",1591,0
"6807","Northumberland","2020/8/2",1593,2
"6808","Northumberland","2020/8/3",1595,2
"6809","Northumberland","2020/8/4",1595,0
"6810","Northumberland","2020/8/5",1596,1
"6811","Northumberland","2020/8/6",1597,1
"6812","Northumberland","2020/8/7",1597,0
"6813","Northumberland","2020/8/8",1598,1
"6814","Northumberland","2020/8/9",1598,0
"6815","Northumberland","2020/8/10",1600,2
"6816","Northumberland","2020/8/11",1605,5
"6817","Northumberland","2020/8/12",1613,8
"6818","Northumberland","2020/8/13",1616,3
"6819","Northumberland","2020/8/14",1616,0
"6820","Northumberland","2020/8/15",1616,0
"6821","Nottingham","2020/3/14",15,NA
"6822","Nottingham","2020/3/15",17,2
"6823","Nottingham","2020/3/16",18,1
"6824","Nottingham","2020/3/17",23,5
"6825","Nottingham","2020/3/18",25,2
"6826","Nottingham","2020/3/19",29,4
"6827","Nottingham","2020/3/20",36,7
"6828","Nottingham","2020/3/21",41,5
"6829","Nottingham","2020/3/22",50,9
"6830","Nottingham","2020/3/23",55,5
"6831","Nottingham","2020/3/24",61,6
"6832","Nottingham","2020/3/25",70,9
"6833","Nottingham","2020/3/26",86,16
"6834","Nottingham","2020/3/27",95,9
"6835","Nottingham","2020/3/28",99,4
"6836","Nottingham","2020/3/29",106,7
"6837","Nottingham","2020/3/30",117,11
"6838","Nottingham","2020/3/31",132,15
"6839","Nottingham","2020/4/1",148,16
"6840","Nottingham","2020/4/2",168,20
"6841","Nottingham","2020/4/3",184,16
"6842","Nottingham","2020/4/4",199,15
"6843","Nottingham","2020/4/5",210,11
"6844","Nottingham","2020/4/6",231,21
"6845","Nottingham","2020/4/7",254,23
"6846","Nottingham","2020/4/8",270,16
"6847","Nottingham","2020/4/9",281,11
"6848","Nottingham","2020/4/10",294,13
"6849","Nottingham","2020/4/11",306,12
"6850","Nottingham","2020/4/12",324,18
"6851","Nottingham","2020/4/13",340,16
"6852","Nottingham","2020/4/14",352,12
"6853","Nottingham","2020/4/15",368,16
"6854","Nottingham","2020/4/16",392,24
"6855","Nottingham","2020/4/17",422,30
"6856","Nottingham","2020/4/18",431,9
"6857","Nottingham","2020/4/19",455,24
"6858","Nottingham","2020/4/20",474,19
"6859","Nottingham","2020/4/21",505,31
"6860","Nottingham","2020/4/22",550,45
"6861","Nottingham","2020/4/23",578,28
"6862","Nottingham","2020/4/24",611,33
"6863","Nottingham","2020/4/25",619,8
"6864","Nottingham","2020/4/26",629,10
"6865","Nottingham","2020/4/27",657,28
"6866","Nottingham","2020/4/28",672,15
"6867","Nottingham","2020/4/29",684,12
"6868","Nottingham","2020/4/30",704,20
"6869","Nottingham","2020/5/1",731,27
"6870","Nottingham","2020/5/2",743,12
"6871","Nottingham","2020/5/3",752,9
"6872","Nottingham","2020/5/4",769,17
"6873","Nottingham","2020/5/5",786,17
"6874","Nottingham","2020/5/6",795,9
"6875","Nottingham","2020/5/7",801,6
"6876","Nottingham","2020/5/8",809,8
"6877","Nottingham","2020/5/9",814,5
"6878","Nottingham","2020/5/10",816,2
"6879","Nottingham","2020/5/11",826,10
"6880","Nottingham","2020/5/12",838,12
"6881","Nottingham","2020/5/13",851,13
"6882","Nottingham","2020/5/14",858,7
"6883","Nottingham","2020/5/15",863,5
"6884","Nottingham","2020/5/16",867,4
"6885","Nottingham","2020/5/17",872,5
"6886","Nottingham","2020/5/18",880,8
"6887","Nottingham","2020/5/19",892,12
"6888","Nottingham","2020/5/20",904,12
"6889","Nottingham","2020/5/21",912,8
"6890","Nottingham","2020/5/22",920,8
"6891","Nottingham","2020/5/23",925,5
"6892","Nottingham","2020/5/24",934,9
"6893","Nottingham","2020/5/25",945,11
"6894","Nottingham","2020/5/26",951,6
"6895","Nottingham","2020/5/27",954,3
"6896","Nottingham","2020/5/28",964,10
"6897","Nottingham","2020/5/29",975,11
"6898","Nottingham","2020/5/30",984,9
"6899","Nottingham","2020/5/31",989,5
"6900","Nottingham","2020/6/1",998,9
"6901","Nottingham","2020/6/2",1017,19
"6902","Nottingham","2020/6/3",1018,1
"6903","Nottingham","2020/6/4",1028,10
"6904","Nottingham","2020/6/5",1039,11
"6905","Nottingham","2020/6/6",1045,6
"6906","Nottingham","2020/6/7",1051,6
"6907","Nottingham","2020/6/8",1056,5
"6908","Nottingham","2020/6/9",1063,7
"6909","Nottingham","2020/6/10",1074,11
"6910","Nottingham","2020/6/11",1082,8
"6911","Nottingham","2020/6/12",1089,7
"6912","Nottingham","2020/6/13",1090,1
"6913","Nottingham","2020/6/14",1092,2
"6914","Nottingham","2020/6/15",1101,9
"6915","Nottingham","2020/6/16",1107,6
"6916","Nottingham","2020/6/17",1113,6
"6917","Nottingham","2020/6/18",1117,4
"6918","Nottingham","2020/6/19",1125,8
"6919","Nottingham","2020/6/20",1126,1
"6920","Nottingham","2020/6/21",1127,1
"6921","Nottingham","2020/6/22",1132,5
"6922","Nottingham","2020/6/23",1136,4
"6923","Nottingham","2020/6/24",1139,3
"6924","Nottingham","2020/6/25",1147,8
"6925","Nottingham","2020/6/26",1151,4
"6926","Nottingham","2020/6/27",1153,2
"6927","Nottingham","2020/6/28",1155,2
"6928","Nottingham","2020/6/29",1157,2
"6929","Nottingham","2020/6/30",1159,2
"6930","Nottingham","2020/7/1",1161,2
"6931","Nottingham","2020/7/2",1163,2
"6932","Nottingham","2020/7/3",1165,2
"6933","Nottingham","2020/7/4",1171,6
"6934","Nottingham","2020/7/5",1173,2
"6935","Nottingham","2020/7/6",1173,0
"6936","Nottingham","2020/7/7",1177,4
"6937","Nottingham","2020/7/8",1178,1
"6938","Nottingham","2020/7/9",1178,0
"6939","Nottingham","2020/7/10",1178,0
"6940","Nottingham","2020/7/11",1180,2
"6941","Nottingham","2020/7/12",1180,0
"6942","Nottingham","2020/7/13",1182,2
"6943","Nottingham","2020/7/14",1185,3
"6944","Nottingham","2020/7/15",1188,3
"6945","Nottingham","2020/7/16",1189,1
"6946","Nottingham","2020/7/17",1191,2
"6947","Nottingham","2020/7/18",1192,1
"6948","Nottingham","2020/7/19",1196,4
"6949","Nottingham","2020/7/20",1197,1
"6950","Nottingham","2020/7/21",1199,2
"6951","Nottingham","2020/7/22",1200,1
"6952","Nottingham","2020/7/23",1200,0
"6953","Nottingham","2020/7/24",1202,2
"6954","Nottingham","2020/7/25",1205,3
"6955","Nottingham","2020/7/26",1206,1
"6956","Nottingham","2020/7/27",1211,5
"6957","Nottingham","2020/7/28",1221,10
"6958","Nottingham","2020/7/29",1222,1
"6959","Nottingham","2020/7/30",1225,3
"6960","Nottingham","2020/7/31",1230,5
"6961","Nottingham","2020/8/1",1230,0
"6962","Nottingham","2020/8/2",1235,5
"6963","Nottingham","2020/8/3",1239,4
"6964","Nottingham","2020/8/4",1241,2
"6965","Nottingham","2020/8/5",1246,5
"6966","Nottingham","2020/8/6",1248,2
"6967","Nottingham","2020/8/7",1249,1
"6968","Nottingham","2020/8/8",1251,2
"6969","Nottingham","2020/8/9",1254,3
"6970","Nottingham","2020/8/10",1257,3
"6971","Nottingham","2020/8/11",1262,5
"6972","Nottingham","2020/8/12",1269,7
"6973","Nottingham","2020/8/13",1274,5
"6974","Nottingham","2020/8/14",1278,4
"6975","Nottingham","2020/8/15",1283,5
"6976","Oldham","2020/3/14",10,NA
"6977","Oldham","2020/3/15",10,0
"6978","Oldham","2020/3/16",14,4
"6979","Oldham","2020/3/17",15,1
"6980","Oldham","2020/3/18",17,2
"6981","Oldham","2020/3/19",22,5
"6982","Oldham","2020/3/20",25,3
"6983","Oldham","2020/3/21",35,10
"6984","Oldham","2020/3/22",40,5
"6985","Oldham","2020/3/23",46,6
"6986","Oldham","2020/3/24",58,12
"6987","Oldham","2020/3/25",71,13
"6988","Oldham","2020/3/26",85,14
"6989","Oldham","2020/3/27",96,11
"6990","Oldham","2020/3/28",109,13
"6991","Oldham","2020/3/29",119,10
"6992","Oldham","2020/3/30",137,18
"6993","Oldham","2020/3/31",150,13
"6994","Oldham","2020/4/1",172,22
"6995","Oldham","2020/4/2",195,23
"6996","Oldham","2020/4/3",215,20
"6997","Oldham","2020/4/4",228,13
"6998","Oldham","2020/4/5",241,13
"6999","Oldham","2020/4/6",275,34
"7000","Oldham","2020/4/7",317,42
"7001","Oldham","2020/4/8",348,31
"7002","Oldham","2020/4/9",384,36
"7003","Oldham","2020/4/10",432,48
"7004","Oldham","2020/4/11",466,34
"7005","Oldham","2020/4/12",488,22
"7006","Oldham","2020/4/13",504,16
"7007","Oldham","2020/4/14",523,19
"7008","Oldham","2020/4/15",551,28
"7009","Oldham","2020/4/16",582,31
"7010","Oldham","2020/4/17",603,21
"7011","Oldham","2020/4/18",634,31
"7012","Oldham","2020/4/19",665,31
"7013","Oldham","2020/4/20",688,23
"7014","Oldham","2020/4/21",709,21
"7015","Oldham","2020/4/22",737,28
"7016","Oldham","2020/4/23",760,23
"7017","Oldham","2020/4/24",775,15
"7018","Oldham","2020/4/25",788,13
"7019","Oldham","2020/4/26",803,15
"7020","Oldham","2020/4/27",815,12
"7021","Oldham","2020/4/28",833,18
"7022","Oldham","2020/4/29",861,28
"7023","Oldham","2020/4/30",879,18
"7024","Oldham","2020/5/1",915,36
"7025","Oldham","2020/5/2",937,22
"7026","Oldham","2020/5/3",955,18
"7027","Oldham","2020/5/4",983,28
"7028","Oldham","2020/5/5",1002,19
"7029","Oldham","2020/5/6",1024,22
"7030","Oldham","2020/5/7",1058,34
"7031","Oldham","2020/5/8",1080,22
"7032","Oldham","2020/5/9",1088,8
"7033","Oldham","2020/5/10",1095,7
"7034","Oldham","2020/5/11",1110,15
"7035","Oldham","2020/5/12",1127,17
"7036","Oldham","2020/5/13",1143,16
"7037","Oldham","2020/5/14",1160,17
"7038","Oldham","2020/5/15",1179,19
"7039","Oldham","2020/5/16",1192,13
"7040","Oldham","2020/5/17",1201,9
"7041","Oldham","2020/5/18",1214,13
"7042","Oldham","2020/5/19",1230,16
"7043","Oldham","2020/5/20",1255,25
"7044","Oldham","2020/5/21",1272,17
"7045","Oldham","2020/5/22",1289,17
"7046","Oldham","2020/5/23",1294,5
"7047","Oldham","2020/5/24",1301,7
"7048","Oldham","2020/5/25",1317,16
"7049","Oldham","2020/5/26",1323,6
"7050","Oldham","2020/5/27",1334,11
"7051","Oldham","2020/5/28",1343,9
"7052","Oldham","2020/5/29",1364,21
"7053","Oldham","2020/5/30",1387,23
"7054","Oldham","2020/5/31",1417,30
"7055","Oldham","2020/6/1",1430,13
"7056","Oldham","2020/6/2",1447,17
"7057","Oldham","2020/6/3",1455,8
"7058","Oldham","2020/6/4",1466,11
"7059","Oldham","2020/6/5",1484,18
"7060","Oldham","2020/6/6",1495,11
"7061","Oldham","2020/6/7",1497,2
"7062","Oldham","2020/6/8",1514,17
"7063","Oldham","2020/6/9",1539,25
"7064","Oldham","2020/6/10",1558,19
"7065","Oldham","2020/6/11",1571,13
"7066","Oldham","2020/6/12",1589,18
"7067","Oldham","2020/6/13",1605,16
"7068","Oldham","2020/6/14",1630,25
"7069","Oldham","2020/6/15",1644,14
"7070","Oldham","2020/6/16",1657,13
"7071","Oldham","2020/6/17",1669,12
"7072","Oldham","2020/6/18",1684,15
"7073","Oldham","2020/6/19",1695,11
"7074","Oldham","2020/6/20",1709,14
"7075","Oldham","2020/6/21",1721,12
"7076","Oldham","2020/6/22",1730,9
"7077","Oldham","2020/6/23",1745,15
"7078","Oldham","2020/6/24",1763,18
"7079","Oldham","2020/6/25",1772,9
"7080","Oldham","2020/6/26",1782,10
"7081","Oldham","2020/6/27",1788,6
"7082","Oldham","2020/6/28",1795,7
"7083","Oldham","2020/6/29",1803,8
"7084","Oldham","2020/6/30",1814,11
"7085","Oldham","2020/7/1",1824,10
"7086","Oldham","2020/7/2",1830,6
"7087","Oldham","2020/7/3",1832,2
"7088","Oldham","2020/7/4",1840,8
"7089","Oldham","2020/7/5",1844,4
"7090","Oldham","2020/7/6",1855,11
"7091","Oldham","2020/7/7",1862,7
"7092","Oldham","2020/7/8",1871,9
"7093","Oldham","2020/7/9",1875,4
"7094","Oldham","2020/7/10",1880,5
"7095","Oldham","2020/7/11",1881,1
"7096","Oldham","2020/7/12",1883,2
"7097","Oldham","2020/7/13",1889,6
"7098","Oldham","2020/7/14",1894,5
"7099","Oldham","2020/7/15",1900,6
"7100","Oldham","2020/7/16",1903,3
"7101","Oldham","2020/7/17",1906,3
"7102","Oldham","2020/7/18",1916,10
"7103","Oldham","2020/7/19",1929,13
"7104","Oldham","2020/7/20",1946,17
"7105","Oldham","2020/7/21",1968,22
"7106","Oldham","2020/7/22",1993,25
"7107","Oldham","2020/7/23",2003,10
"7108","Oldham","2020/7/24",2030,27
"7109","Oldham","2020/7/25",2052,22
"7110","Oldham","2020/7/26",2066,14
"7111","Oldham","2020/7/27",2078,12
"7112","Oldham","2020/7/28",2109,31
"7113","Oldham","2020/7/29",2132,23
"7114","Oldham","2020/7/30",2161,29
"7115","Oldham","2020/7/31",2174,13
"7116","Oldham","2020/8/1",2190,16
"7117","Oldham","2020/8/2",2214,24
"7118","Oldham","2020/8/3",2244,30
"7119","Oldham","2020/8/4",2273,29
"7120","Oldham","2020/8/5",2314,41
"7121","Oldham","2020/8/6",2355,41
"7122","Oldham","2020/8/7",2398,43
"7123","Oldham","2020/8/8",2450,52
"7124","Oldham","2020/8/9",2464,14
"7125","Oldham","2020/8/10",2509,45
"7126","Oldham","2020/8/11",2540,31
"7127","Oldham","2020/8/12",2576,36
"7128","Oldham","2020/8/13",2599,23
"7129","Oldham","2020/8/14",2625,26
"7130","Oldham","2020/8/15",2653,28
"7131","Peterborough","2020/3/14",2,NA
"7132","Peterborough","2020/3/15",2,0
"7133","Peterborough","2020/3/16",2,0
"7134","Peterborough","2020/3/17",2,0
"7135","Peterborough","2020/3/18",3,1
"7136","Peterborough","2020/3/19",4,1
"7137","Peterborough","2020/3/20",9,5
"7138","Peterborough","2020/3/21",12,3
"7139","Peterborough","2020/3/22",16,4
"7140","Peterborough","2020/3/23",19,3
"7141","Peterborough","2020/3/24",21,2
"7142","Peterborough","2020/3/25",22,1
"7143","Peterborough","2020/3/26",26,4
"7144","Peterborough","2020/3/27",32,6
"7145","Peterborough","2020/3/28",37,5
"7146","Peterborough","2020/3/29",40,3
"7147","Peterborough","2020/3/30",46,6
"7148","Peterborough","2020/3/31",50,4
"7149","Peterborough","2020/4/1",56,6
"7150","Peterborough","2020/4/2",61,5
"7151","Peterborough","2020/4/3",71,10
"7152","Peterborough","2020/4/4",75,4
"7153","Peterborough","2020/4/5",81,6
"7154","Peterborough","2020/4/6",89,8
"7155","Peterborough","2020/4/7",98,9
"7156","Peterborough","2020/4/8",105,7
"7157","Peterborough","2020/4/9",107,2
"7158","Peterborough","2020/4/10",111,4
"7159","Peterborough","2020/4/11",115,4
"7160","Peterborough","2020/4/12",124,9
"7161","Peterborough","2020/4/13",132,8
"7162","Peterborough","2020/4/14",136,4
"7163","Peterborough","2020/4/15",141,5
"7164","Peterborough","2020/4/16",153,12
"7165","Peterborough","2020/4/17",165,12
"7166","Peterborough","2020/4/18",167,2
"7167","Peterborough","2020/4/19",172,5
"7168","Peterborough","2020/4/20",183,11
"7169","Peterborough","2020/4/21",201,18
"7170","Peterborough","2020/4/22",218,17
"7171","Peterborough","2020/4/23",237,19
"7172","Peterborough","2020/4/24",244,7
"7173","Peterborough","2020/4/25",252,8
"7174","Peterborough","2020/4/26",285,33
"7175","Peterborough","2020/4/27",317,32
"7176","Peterborough","2020/4/28",355,38
"7177","Peterborough","2020/4/29",385,30
"7178","Peterborough","2020/4/30",425,40
"7179","Peterborough","2020/5/1",468,43
"7180","Peterborough","2020/5/2",486,18
"7181","Peterborough","2020/5/3",507,21
"7182","Peterborough","2020/5/4",524,17
"7183","Peterborough","2020/5/5",547,23
"7184","Peterborough","2020/5/6",559,12
"7185","Peterborough","2020/5/7",615,56
"7186","Peterborough","2020/5/8",631,16
"7187","Peterborough","2020/5/9",654,23
"7188","Peterborough","2020/5/10",671,17
"7189","Peterborough","2020/5/11",702,31
"7190","Peterborough","2020/5/12",721,19
"7191","Peterborough","2020/5/13",750,29
"7192","Peterborough","2020/5/14",771,21
"7193","Peterborough","2020/5/15",793,22
"7194","Peterborough","2020/5/16",808,15
"7195","Peterborough","2020/5/17",822,14
"7196","Peterborough","2020/5/18",840,18
"7197","Peterborough","2020/5/19",858,18
"7198","Peterborough","2020/5/20",879,21
"7199","Peterborough","2020/5/21",896,17
"7200","Peterborough","2020/5/22",916,20
"7201","Peterborough","2020/5/23",939,23
"7202","Peterborough","2020/5/24",946,7
"7203","Peterborough","2020/5/25",958,12
"7204","Peterborough","2020/5/26",967,9
"7205","Peterborough","2020/5/27",977,10
"7206","Peterborough","2020/5/28",992,15
"7207","Peterborough","2020/5/29",1005,13
"7208","Peterborough","2020/5/30",1013,8
"7209","Peterborough","2020/5/31",1020,7
"7210","Peterborough","2020/6/1",1031,11
"7211","Peterborough","2020/6/2",1034,3
"7212","Peterborough","2020/6/3",1039,5
"7213","Peterborough","2020/6/4",1044,5
"7214","Peterborough","2020/6/5",1063,19
"7215","Peterborough","2020/6/6",1086,23
"7216","Peterborough","2020/6/7",1092,6
"7217","Peterborough","2020/6/8",1102,10
"7218","Peterborough","2020/6/9",1111,9
"7219","Peterborough","2020/6/10",1124,13
"7220","Peterborough","2020/6/11",1134,10
"7221","Peterborough","2020/6/12",1136,2
"7222","Peterborough","2020/6/13",1140,4
"7223","Peterborough","2020/6/14",1145,5
"7224","Peterborough","2020/6/15",1153,8
"7225","Peterborough","2020/6/16",1165,12
"7226","Peterborough","2020/6/17",1173,8
"7227","Peterborough","2020/6/18",1184,11
"7228","Peterborough","2020/6/19",1192,8
"7229","Peterborough","2020/6/20",1197,5
"7230","Peterborough","2020/6/21",1201,4
"7231","Peterborough","2020/6/22",1214,13
"7232","Peterborough","2020/6/23",1220,6
"7233","Peterborough","2020/6/24",1227,7
"7234","Peterborough","2020/6/25",1233,6
"7235","Peterborough","2020/6/26",1242,9
"7236","Peterborough","2020/6/27",1243,1
"7237","Peterborough","2020/6/28",1247,4
"7238","Peterborough","2020/6/29",1249,2
"7239","Peterborough","2020/6/30",1253,4
"7240","Peterborough","2020/7/1",1259,6
"7241","Peterborough","2020/7/2",1264,5
"7242","Peterborough","2020/7/3",1270,6
"7243","Peterborough","2020/7/4",1272,2
"7244","Peterborough","2020/7/5",1286,14
"7245","Peterborough","2020/7/6",1293,7
"7246","Peterborough","2020/7/7",1302,9
"7247","Peterborough","2020/7/8",1315,13
"7248","Peterborough","2020/7/9",1326,11
"7249","Peterborough","2020/7/10",1336,10
"7250","Peterborough","2020/7/11",1345,9
"7251","Peterborough","2020/7/12",1353,8
"7252","Peterborough","2020/7/13",1357,4
"7253","Peterborough","2020/7/14",1368,11
"7254","Peterborough","2020/7/15",1371,3
"7255","Peterborough","2020/7/16",1385,14
"7256","Peterborough","2020/7/17",1391,6
"7257","Peterborough","2020/7/18",1395,4
"7258","Peterborough","2020/7/19",1397,2
"7259","Peterborough","2020/7/20",1405,8
"7260","Peterborough","2020/7/21",1411,6
"7261","Peterborough","2020/7/22",1414,3
"7262","Peterborough","2020/7/23",1419,5
"7263","Peterborough","2020/7/24",1429,10
"7264","Peterborough","2020/7/25",1433,4
"7265","Peterborough","2020/7/26",1437,4
"7266","Peterborough","2020/7/27",1447,10
"7267","Peterborough","2020/7/28",1461,14
"7268","Peterborough","2020/7/29",1469,8
"7269","Peterborough","2020/7/30",1476,7
"7270","Peterborough","2020/7/31",1477,1
"7271","Peterborough","2020/8/1",1477,0
"7272","Peterborough","2020/8/2",1483,6
"7273","Peterborough","2020/8/3",1486,3
"7274","Peterborough","2020/8/4",1487,1
"7275","Peterborough","2020/8/5",1493,6
"7276","Peterborough","2020/8/6",1499,6
"7277","Peterborough","2020/8/7",1508,9
"7278","Peterborough","2020/8/8",1514,6
"7279","Peterborough","2020/8/9",1516,2
"7280","Peterborough","2020/8/10",1524,8
"7281","Peterborough","2020/8/11",1527,3
"7282","Peterborough","2020/8/12",1533,6
"7283","Peterborough","2020/8/13",1533,0
"7284","Peterborough","2020/8/14",1539,6
"7285","Peterborough","2020/8/15",1544,5
"7286","Plymouth","2020/3/14",3,NA
"7287","Plymouth","2020/3/15",6,3
"7288","Plymouth","2020/3/16",7,1
"7289","Plymouth","2020/3/17",7,0
"7290","Plymouth","2020/3/18",10,3
"7291","Plymouth","2020/3/19",12,2
"7292","Plymouth","2020/3/20",14,2
"7293","Plymouth","2020/3/21",16,2
"7294","Plymouth","2020/3/22",16,0
"7295","Plymouth","2020/3/23",19,3
"7296","Plymouth","2020/3/24",26,7
"7297","Plymouth","2020/3/25",29,3
"7298","Plymouth","2020/3/26",38,9
"7299","Plymouth","2020/3/27",41,3
"7300","Plymouth","2020/3/28",44,3
"7301","Plymouth","2020/3/29",49,5
"7302","Plymouth","2020/3/30",56,7
"7303","Plymouth","2020/3/31",58,2
"7304","Plymouth","2020/4/1",66,8
"7305","Plymouth","2020/4/2",78,12
"7306","Plymouth","2020/4/3",92,14
"7307","Plymouth","2020/4/4",102,10
"7308","Plymouth","2020/4/5",103,1
"7309","Plymouth","2020/4/6",108,5
"7310","Plymouth","2020/4/7",116,8
"7311","Plymouth","2020/4/8",120,4
"7312","Plymouth","2020/4/9",129,9
"7313","Plymouth","2020/4/10",142,13
"7314","Plymouth","2020/4/11",143,1
"7315","Plymouth","2020/4/12",150,7
"7316","Plymouth","2020/4/13",162,12
"7317","Plymouth","2020/4/14",178,16
"7318","Plymouth","2020/4/15",189,11
"7319","Plymouth","2020/4/16",199,10
"7320","Plymouth","2020/4/17",215,16
"7321","Plymouth","2020/4/18",222,7
"7322","Plymouth","2020/4/19",241,19
"7323","Plymouth","2020/4/20",250,9
"7324","Plymouth","2020/4/21",266,16
"7325","Plymouth","2020/4/22",306,40
"7326","Plymouth","2020/4/23",328,22
"7327","Plymouth","2020/4/24",333,5
"7328","Plymouth","2020/4/25",346,13
"7329","Plymouth","2020/4/26",361,15
"7330","Plymouth","2020/4/27",377,16
"7331","Plymouth","2020/4/28",392,15
"7332","Plymouth","2020/4/29",422,30
"7333","Plymouth","2020/4/30",429,7
"7334","Plymouth","2020/5/1",443,14
"7335","Plymouth","2020/5/2",447,4
"7336","Plymouth","2020/5/3",457,10
"7337","Plymouth","2020/5/4",464,7
"7338","Plymouth","2020/5/5",478,14
"7339","Plymouth","2020/5/6",498,20
"7340","Plymouth","2020/5/7",510,12
"7341","Plymouth","2020/5/8",512,2
"7342","Plymouth","2020/5/9",513,1
"7343","Plymouth","2020/5/10",518,5
"7344","Plymouth","2020/5/11",522,4
"7345","Plymouth","2020/5/12",535,13
"7346","Plymouth","2020/5/13",539,4
"7347","Plymouth","2020/5/14",543,4
"7348","Plymouth","2020/5/15",561,18
"7349","Plymouth","2020/5/16",567,6
"7350","Plymouth","2020/5/17",585,18
"7351","Plymouth","2020/5/18",589,4
"7352","Plymouth","2020/5/19",594,5
"7353","Plymouth","2020/5/20",600,6
"7354","Plymouth","2020/5/21",600,0
"7355","Plymouth","2020/5/22",603,3
"7356","Plymouth","2020/5/23",603,0
"7357","Plymouth","2020/5/24",606,3
"7358","Plymouth","2020/5/25",610,4
"7359","Plymouth","2020/5/26",612,2
"7360","Plymouth","2020/5/27",613,1
"7361","Plymouth","2020/5/28",621,8
"7362","Plymouth","2020/5/29",624,3
"7363","Plymouth","2020/5/30",626,2
"7364","Plymouth","2020/5/31",626,0
"7365","Plymouth","2020/6/1",630,4
"7366","Plymouth","2020/6/2",630,0
"7367","Plymouth","2020/6/3",630,0
"7368","Plymouth","2020/6/4",632,2
"7369","Plymouth","2020/6/5",633,1
"7370","Plymouth","2020/6/6",634,1
"7371","Plymouth","2020/6/7",635,1
"7372","Plymouth","2020/6/8",635,0
"7373","Plymouth","2020/6/9",635,0
"7374","Plymouth","2020/6/10",638,3
"7375","Plymouth","2020/6/11",639,1
"7376","Plymouth","2020/6/12",639,0
"7377","Plymouth","2020/6/13",639,0
"7378","Plymouth","2020/6/14",639,0
"7379","Plymouth","2020/6/15",640,1
"7380","Plymouth","2020/6/16",640,0
"7381","Plymouth","2020/6/17",640,0
"7382","Plymouth","2020/6/18",641,1
"7383","Plymouth","2020/6/19",641,0
"7384","Plymouth","2020/6/20",642,1
"7385","Plymouth","2020/6/21",643,1
"7386","Plymouth","2020/6/22",647,4
"7387","Plymouth","2020/6/23",648,1
"7388","Plymouth","2020/6/24",648,0
"7389","Plymouth","2020/6/25",648,0
"7390","Plymouth","2020/6/26",648,0
"7391","Plymouth","2020/6/27",649,1
"7392","Plymouth","2020/6/28",649,0
"7393","Plymouth","2020/6/29",652,3
"7394","Plymouth","2020/6/30",653,1
"7395","Plymouth","2020/7/1",654,1
"7396","Plymouth","2020/7/2",655,1
"7397","Plymouth","2020/7/3",656,1
"7398","Plymouth","2020/7/4",656,0
"7399","Plymouth","2020/7/5",658,2
"7400","Plymouth","2020/7/6",661,3
"7401","Plymouth","2020/7/7",661,0
"7402","Plymouth","2020/7/8",662,1
"7403","Plymouth","2020/7/9",662,0
"7404","Plymouth","2020/7/10",662,0
"7405","Plymouth","2020/7/11",662,0
"7406","Plymouth","2020/7/12",662,0
"7407","Plymouth","2020/7/13",662,0
"7408","Plymouth","2020/7/14",662,0
"7409","Plymouth","2020/7/15",662,0
"7410","Plymouth","2020/7/16",665,3
"7411","Plymouth","2020/7/17",665,0
"7412","Plymouth","2020/7/18",665,0
"7413","Plymouth","2020/7/19",665,0
"7414","Plymouth","2020/7/20",666,1
"7415","Plymouth","2020/7/21",667,1
"7416","Plymouth","2020/7/22",667,0
"7417","Plymouth","2020/7/23",669,2
"7418","Plymouth","2020/7/24",670,1
"7419","Plymouth","2020/7/25",670,0
"7420","Plymouth","2020/7/26",671,1
"7421","Plymouth","2020/7/27",671,0
"7422","Plymouth","2020/7/28",675,4
"7423","Plymouth","2020/7/29",677,2
"7424","Plymouth","2020/7/30",677,0
"7425","Plymouth","2020/7/31",677,0
"7426","Plymouth","2020/8/1",677,0
"7427","Plymouth","2020/8/2",678,1
"7428","Plymouth","2020/8/3",678,0
"7429","Plymouth","2020/8/4",679,1
"7430","Plymouth","2020/8/5",681,2
"7431","Plymouth","2020/8/6",681,0
"7432","Plymouth","2020/8/7",681,0
"7433","Plymouth","2020/8/8",682,1
"7434","Plymouth","2020/8/9",682,0
"7435","Plymouth","2020/8/10",683,1
"7436","Plymouth","2020/8/11",685,2
"7437","Plymouth","2020/8/12",685,0
"7438","Plymouth","2020/8/13",687,2
"7439","Plymouth","2020/8/14",687,0
"7440","Plymouth","2020/8/15",687,0
"7441","Portsmouth","2020/3/14",6,NA
"7442","Portsmouth","2020/3/15",9,3
"7443","Portsmouth","2020/3/16",14,5
"7444","Portsmouth","2020/3/17",17,3
"7445","Portsmouth","2020/3/18",20,3
"7446","Portsmouth","2020/3/19",24,4
"7447","Portsmouth","2020/3/20",27,3
"7448","Portsmouth","2020/3/21",28,1
"7449","Portsmouth","2020/3/22",36,8
"7450","Portsmouth","2020/3/23",45,9
"7451","Portsmouth","2020/3/24",51,6
"7452","Portsmouth","2020/3/25",65,14
