"","eng","date","daily_cases","add"
"1211","Bournemouth, Christchurch and Poole","2020/7/17",823,2
"1212","Bournemouth, Christchurch and Poole","2020/7/18",823,0
"1213","Bournemouth, Christchurch and Poole","2020/7/19",823,0
"1214","Bournemouth, Christchurch and Poole","2020/7/20",823,0
"1215","Bournemouth, Christchurch and Poole","2020/7/21",825,2
"1216","Bournemouth, Christchurch and Poole","2020/7/22",826,1
"1217","Bournemouth, Christchurch and Poole","2020/7/23",828,2
"1218","Bournemouth, Christchurch and Poole","2020/7/24",830,2
"1219","Bournemouth, Christchurch and Poole","2020/7/25",830,0
"1220","Bournemouth, Christchurch and Poole","2020/7/26",831,1
"1221","Bournemouth, Christchurch and Poole","2020/7/27",832,1
"1222","Bournemouth, Christchurch and Poole","2020/7/28",832,0
"1223","Bournemouth, Christchurch and Poole","2020/7/29",834,2
"1224","Bournemouth, Christchurch and Poole","2020/7/30",834,0
"1225","Bournemouth, Christchurch and Poole","2020/7/31",834,0
"1226","Bournemouth, Christchurch and Poole","2020/8/1",834,0
"1227","Bournemouth, Christchurch and Poole","2020/8/2",834,0
"1228","Bournemouth, Christchurch and Poole","2020/8/3",835,1
"1229","Bournemouth, Christchurch and Poole","2020/8/4",840,5
"1230","Bournemouth, Christchurch and Poole","2020/8/5",841,1
"1231","Bournemouth, Christchurch and Poole","2020/8/6",841,0
"1232","Bournemouth, Christchurch and Poole","2020/8/7",842,1
"1233","Bournemouth, Christchurch and Poole","2020/8/8",845,3
"1234","Bournemouth, Christchurch and Poole","2020/8/9",845,0
"1235","Bournemouth, Christchurch and Poole","2020/8/10",846,1
"1236","Bournemouth, Christchurch and Poole","2020/8/11",847,1
"1237","Bournemouth, Christchurch and Poole","2020/8/12",852,5
"1238","Bournemouth, Christchurch and Poole","2020/8/13",854,2
"1239","Bournemouth, Christchurch and Poole","2020/8/14",857,3
"1240","Bournemouth, Christchurch and Poole","2020/8/15",859,2
"1241","Bradford","2020/3/14",7,NA
"1242","Bradford","2020/3/15",7,0
"1243","Bradford","2020/3/16",7,0
"1244","Bradford","2020/3/17",10,3
"1245","Bradford","2020/3/18",12,2
"1246","Bradford","2020/3/19",12,0
"1247","Bradford","2020/3/20",14,2
"1248","Bradford","2020/3/21",17,3
"1249","Bradford","2020/3/22",20,3
"1250","Bradford","2020/3/23",26,6
"1251","Bradford","2020/3/24",35,9
"1252","Bradford","2020/3/25",42,7
"1253","Bradford","2020/3/26",52,10
"1254","Bradford","2020/3/27",72,20
"1255","Bradford","2020/3/28",86,14
"1256","Bradford","2020/3/29",106,20
"1257","Bradford","2020/3/30",129,23
"1258","Bradford","2020/3/31",149,20
"1259","Bradford","2020/4/1",170,21
"1260","Bradford","2020/4/2",189,19
"1261","Bradford","2020/4/3",213,24
"1262","Bradford","2020/4/4",234,21
"1263","Bradford","2020/4/5",261,27
"1264","Bradford","2020/4/6",297,36
"1265","Bradford","2020/4/7",330,33
"1266","Bradford","2020/4/8",365,35
"1267","Bradford","2020/4/9",395,30
"1268","Bradford","2020/4/10",416,21
"1269","Bradford","2020/4/11",435,19
"1270","Bradford","2020/4/12",463,28
"1271","Bradford","2020/4/13",482,19
"1272","Bradford","2020/4/14",504,22
"1273","Bradford","2020/4/15",554,50
"1274","Bradford","2020/4/16",590,36
"1275","Bradford","2020/4/17",628,38
"1276","Bradford","2020/4/18",664,36
"1277","Bradford","2020/4/19",699,35
"1278","Bradford","2020/4/20",733,34
"1279","Bradford","2020/4/21",768,35
"1280","Bradford","2020/4/22",820,52
"1281","Bradford","2020/4/23",868,48
"1282","Bradford","2020/4/24",930,62
"1283","Bradford","2020/4/25",978,48
"1284","Bradford","2020/4/26",1016,38
"1285","Bradford","2020/4/27",1056,40
"1286","Bradford","2020/4/28",1112,56
"1287","Bradford","2020/4/29",1198,86
"1288","Bradford","2020/4/30",1242,44
"1289","Bradford","2020/5/1",1326,84
"1290","Bradford","2020/5/2",1360,34
"1291","Bradford","2020/5/3",1400,40
"1292","Bradford","2020/5/4",1441,41
"1293","Bradford","2020/5/5",1481,40
"1294","Bradford","2020/5/6",1536,55
"1295","Bradford","2020/5/7",1593,57
"1296","Bradford","2020/5/8",1652,59
"1297","Bradford","2020/5/9",1692,40
"1298","Bradford","2020/5/10",1730,38
"1299","Bradford","2020/5/11",1798,68
"1300","Bradford","2020/5/12",1863,65
"1301","Bradford","2020/5/13",1945,82
"1302","Bradford","2020/5/14",2008,63
"1303","Bradford","2020/5/15",2052,44
"1304","Bradford","2020/5/16",2089,37
"1305","Bradford","2020/5/17",2112,23
"1306","Bradford","2020/5/18",2155,43
"1307","Bradford","2020/5/19",2265,110
"1308","Bradford","2020/5/20",2332,67
"1309","Bradford","2020/5/21",2397,65
"1310","Bradford","2020/5/22",2422,25
"1311","Bradford","2020/5/23",2460,38
"1312","Bradford","2020/5/24",2479,19
"1313","Bradford","2020/5/25",2509,30
"1314","Bradford","2020/5/26",2544,35
"1315","Bradford","2020/5/27",2591,47
"1316","Bradford","2020/5/28",2629,38
"1317","Bradford","2020/5/29",2669,40
"1318","Bradford","2020/5/30",2711,42
"1319","Bradford","2020/5/31",2750,39
"1320","Bradford","2020/6/1",2793,43
"1321","Bradford","2020/6/2",2830,37
"1322","Bradford","2020/6/3",2875,45
"1323","Bradford","2020/6/4",2918,43
"1324","Bradford","2020/6/5",2959,41
"1325","Bradford","2020/6/6",2991,32
"1326","Bradford","2020/6/7",3021,30
"1327","Bradford","2020/6/8",3078,57
"1328","Bradford","2020/6/9",3123,45
"1329","Bradford","2020/6/10",3193,70
"1330","Bradford","2020/6/11",3227,34
"1331","Bradford","2020/6/12",3305,78
"1332","Bradford","2020/6/13",3344,39
"1333","Bradford","2020/6/14",3398,54
"1334","Bradford","2020/6/15",3450,52
"1335","Bradford","2020/6/16",3501,51
"1336","Bradford","2020/6/17",3569,68
"1337","Bradford","2020/6/18",3653,84
"1338","Bradford","2020/6/19",3695,42
"1339","Bradford","2020/6/20",3737,42
"1340","Bradford","2020/6/21",3772,35
"1341","Bradford","2020/6/22",3800,28
"1342","Bradford","2020/6/23",3850,50
"1343","Bradford","2020/6/24",3890,40
"1344","Bradford","2020/6/25",3930,40
"1345","Bradford","2020/6/26",3972,42
"1346","Bradford","2020/6/27",4017,45
"1347","Bradford","2020/6/28",4036,19
"1348","Bradford","2020/6/29",4069,33
"1349","Bradford","2020/6/30",4088,19
"1350","Bradford","2020/7/1",4121,33
"1351","Bradford","2020/7/2",4146,25
"1352","Bradford","2020/7/3",4174,28
"1353","Bradford","2020/7/4",4195,21
"1354","Bradford","2020/7/5",4217,22
"1355","Bradford","2020/7/6",4264,47
"1356","Bradford","2020/7/7",4284,20
"1357","Bradford","2020/7/8",4318,34
"1358","Bradford","2020/7/9",4336,18
"1359","Bradford","2020/7/10",4358,22
"1360","Bradford","2020/7/11",4389,31
"1361","Bradford","2020/7/12",4423,34
"1362","Bradford","2020/7/13",4460,37
"1363","Bradford","2020/7/14",4496,36
"1364","Bradford","2020/7/15",4532,36
"1365","Bradford","2020/7/16",4551,19
"1366","Bradford","2020/7/17",4586,35
"1367","Bradford","2020/7/18",4618,32
"1368","Bradford","2020/7/19",4655,37
"1369","Bradford","2020/7/20",4701,46
"1370","Bradford","2020/7/21",4743,42
"1371","Bradford","2020/7/22",4765,22
"1372","Bradford","2020/7/23",4807,42
"1373","Bradford","2020/7/24",4846,39
"1374","Bradford","2020/7/25",4881,35
"1375","Bradford","2020/7/26",4917,36
"1376","Bradford","2020/7/27",4962,45
"1377","Bradford","2020/7/28",4997,35
"1378","Bradford","2020/7/29",5055,58
"1379","Bradford","2020/7/30",5103,48
"1380","Bradford","2020/7/31",5136,33
"1381","Bradford","2020/8/1",5166,30
"1382","Bradford","2020/8/2",5201,35
"1383","Bradford","2020/8/3",5240,39
"1384","Bradford","2020/8/4",5297,57
"1385","Bradford","2020/8/5",5348,51
"1386","Bradford","2020/8/6",5408,60
"1387","Bradford","2020/8/7",5441,33
"1388","Bradford","2020/8/8",5473,32
"1389","Bradford","2020/8/9",5496,23
"1390","Bradford","2020/8/10",5556,60
"1391","Bradford","2020/8/11",5614,58
"1392","Bradford","2020/8/12",5659,45
"1393","Bradford","2020/8/13",5704,45
"1394","Bradford","2020/8/14",5746,42
"1395","Bradford","2020/8/15",5780,34
"1396","Brighton and Hove","2020/3/14",11,NA
"1397","Brighton and Hove","2020/3/15",13,2
"1398","Brighton and Hove","2020/3/16",15,2
"1399","Brighton and Hove","2020/3/17",15,0
"1400","Brighton and Hove","2020/3/18",19,4
"1401","Brighton and Hove","2020/3/19",21,2
"1402","Brighton and Hove","2020/3/20",24,3
"1403","Brighton and Hove","2020/3/21",27,3
"1404","Brighton and Hove","2020/3/22",30,3
"1405","Brighton and Hove","2020/3/23",34,4
"1406","Brighton and Hove","2020/3/24",41,7
"1407","Brighton and Hove","2020/3/25",47,6
"1408","Brighton and Hove","2020/3/26",56,9
"1409","Brighton and Hove","2020/3/27",68,12
"1410","Brighton and Hove","2020/3/28",76,8
"1411","Brighton and Hove","2020/3/29",85,9
"1412","Brighton and Hove","2020/3/30",91,6
"1413","Brighton and Hove","2020/3/31",97,6
"1414","Brighton and Hove","2020/4/1",116,19
"1415","Brighton and Hove","2020/4/2",129,13
"1416","Brighton and Hove","2020/4/3",140,11
"1417","Brighton and Hove","2020/4/4",153,13
"1418","Brighton and Hove","2020/4/5",164,11
"1419","Brighton and Hove","2020/4/6",174,10
"1420","Brighton and Hove","2020/4/7",190,16
"1421","Brighton and Hove","2020/4/8",210,20
"1422","Brighton and Hove","2020/4/9",216,6
"1423","Brighton and Hove","2020/4/10",229,13
"1424","Brighton and Hove","2020/4/11",237,8
"1425","Brighton and Hove","2020/4/12",249,12
"1426","Brighton and Hove","2020/4/13",260,11
"1427","Brighton and Hove","2020/4/14",277,17
"1428","Brighton and Hove","2020/4/15",295,18
"1429","Brighton and Hove","2020/4/16",308,13
"1430","Brighton and Hove","2020/4/17",323,15
"1431","Brighton and Hove","2020/4/18",338,15
"1432","Brighton and Hove","2020/4/19",349,11
"1433","Brighton and Hove","2020/4/20",358,9
"1434","Brighton and Hove","2020/4/21",369,11
"1435","Brighton and Hove","2020/4/22",386,17
"1436","Brighton and Hove","2020/4/23",398,12
"1437","Brighton and Hove","2020/4/24",405,7
"1438","Brighton and Hove","2020/4/25",416,11
"1439","Brighton and Hove","2020/4/26",428,12
"1440","Brighton and Hove","2020/4/27",433,5
"1441","Brighton and Hove","2020/4/28",451,18
"1442","Brighton and Hove","2020/4/29",470,19
"1443","Brighton and Hove","2020/4/30",477,7
"1444","Brighton and Hove","2020/5/1",485,8
"1445","Brighton and Hove","2020/5/2",489,4
"1446","Brighton and Hove","2020/5/3",501,12
"1447","Brighton and Hove","2020/5/4",507,6
"1448","Brighton and Hove","2020/5/5",518,11
"1449","Brighton and Hove","2020/5/6",526,8
"1450","Brighton and Hove","2020/5/7",530,4
"1451","Brighton and Hove","2020/5/8",537,7
"1452","Brighton and Hove","2020/5/9",539,2
"1453","Brighton and Hove","2020/5/10",543,4
"1454","Brighton and Hove","2020/5/11",550,7
"1455","Brighton and Hove","2020/5/12",555,5
"1456","Brighton and Hove","2020/5/13",561,6
"1457","Brighton and Hove","2020/5/14",565,4
"1458","Brighton and Hove","2020/5/15",572,7
"1459","Brighton and Hove","2020/5/16",574,2
"1460","Brighton and Hove","2020/5/17",578,4
"1461","Brighton and Hove","2020/5/18",580,2
"1462","Brighton and Hove","2020/5/19",586,6
"1463","Brighton and Hove","2020/5/20",591,5
"1464","Brighton and Hove","2020/5/21",596,5
"1465","Brighton and Hove","2020/5/22",601,5
"1466","Brighton and Hove","2020/5/23",604,3
"1467","Brighton and Hove","2020/5/24",609,5
"1468","Brighton and Hove","2020/5/25",614,5
"1469","Brighton and Hove","2020/5/26",627,13
"1470","Brighton and Hove","2020/5/27",639,12
"1471","Brighton and Hove","2020/5/28",645,6
"1472","Brighton and Hove","2020/5/29",649,4
"1473","Brighton and Hove","2020/5/30",660,11
"1474","Brighton and Hove","2020/5/31",666,6
"1475","Brighton and Hove","2020/6/1",675,9
"1476","Brighton and Hove","2020/6/2",684,9
"1477","Brighton and Hove","2020/6/3",695,11
"1478","Brighton and Hove","2020/6/4",701,6
"1479","Brighton and Hove","2020/6/5",707,6
"1480","Brighton and Hove","2020/6/6",712,5
"1481","Brighton and Hove","2020/6/7",715,3
"1482","Brighton and Hove","2020/6/8",718,3
"1483","Brighton and Hove","2020/6/9",722,4
"1484","Brighton and Hove","2020/6/10",725,3
"1485","Brighton and Hove","2020/6/11",732,7
"1486","Brighton and Hove","2020/6/12",736,4
"1487","Brighton and Hove","2020/6/13",737,1
"1488","Brighton and Hove","2020/6/14",740,3
"1489","Brighton and Hove","2020/6/15",740,0
"1490","Brighton and Hove","2020/6/16",742,2
"1491","Brighton and Hove","2020/6/17",742,0
"1492","Brighton and Hove","2020/6/18",744,2
"1493","Brighton and Hove","2020/6/19",748,4
"1494","Brighton and Hove","2020/6/20",751,3
"1495","Brighton and Hove","2020/6/21",755,4
"1496","Brighton and Hove","2020/6/22",756,1
"1497","Brighton and Hove","2020/6/23",758,2
"1498","Brighton and Hove","2020/6/24",759,1
"1499","Brighton and Hove","2020/6/25",760,1
"1500","Brighton and Hove","2020/6/26",761,1
"1501","Brighton and Hove","2020/6/27",762,1
"1502","Brighton and Hove","2020/6/28",763,1
"1503","Brighton and Hove","2020/6/29",764,1
"1504","Brighton and Hove","2020/6/30",765,1
"1505","Brighton and Hove","2020/7/1",769,4
"1506","Brighton and Hove","2020/7/2",770,1
"1507","Brighton and Hove","2020/7/3",770,0
"1508","Brighton and Hove","2020/7/4",770,0
"1509","Brighton and Hove","2020/7/5",770,0
"1510","Brighton and Hove","2020/7/6",770,0
"1511","Brighton and Hove","2020/7/7",770,0
"1512","Brighton and Hove","2020/7/8",771,1
"1513","Brighton and Hove","2020/7/9",773,2
"1514","Brighton and Hove","2020/7/10",777,4
"1515","Brighton and Hove","2020/7/11",777,0
"1516","Brighton and Hove","2020/7/12",778,1
"1517","Brighton and Hove","2020/7/13",781,3
"1518","Brighton and Hove","2020/7/14",783,2
"1519","Brighton and Hove","2020/7/15",784,1
"1520","Brighton and Hove","2020/7/16",785,1
"1521","Brighton and Hove","2020/7/17",787,2
"1522","Brighton and Hove","2020/7/18",788,1
"1523","Brighton and Hove","2020/7/19",789,1
"1524","Brighton and Hove","2020/7/20",790,1
"1525","Brighton and Hove","2020/7/21",793,3
"1526","Brighton and Hove","2020/7/22",797,4
"1527","Brighton and Hove","2020/7/23",800,3
"1528","Brighton and Hove","2020/7/24",805,5
"1529","Brighton and Hove","2020/7/25",808,3
"1530","Brighton and Hove","2020/7/26",809,1
"1531","Brighton and Hove","2020/7/27",810,1
"1532","Brighton and Hove","2020/7/28",813,3
"1533","Brighton and Hove","2020/7/29",816,3
"1534","Brighton and Hove","2020/7/30",816,0
"1535","Brighton and Hove","2020/7/31",816,0
"1536","Brighton and Hove","2020/8/1",816,0
"1537","Brighton and Hove","2020/8/2",818,2
"1538","Brighton and Hove","2020/8/3",818,0
"1539","Brighton and Hove","2020/8/4",821,3
"1540","Brighton and Hove","2020/8/5",823,2
"1541","Brighton and Hove","2020/8/6",825,2
"1542","Brighton and Hove","2020/8/7",827,2
"1543","Brighton and Hove","2020/8/8",827,0
"1544","Brighton and Hove","2020/8/9",827,0
"1545","Brighton and Hove","2020/8/10",828,1
"1546","Brighton and Hove","2020/8/11",830,2
"1547","Brighton and Hove","2020/8/12",831,1
"1548","Brighton and Hove","2020/8/13",833,2
"1549","Brighton and Hove","2020/8/14",837,4
"1550","Brighton and Hove","2020/8/15",839,2
"1551","Bristol, City of","2020/3/14",10,NA
"1552","Bristol, City of","2020/3/15",11,1
"1553","Bristol, City of","2020/3/16",11,0
"1554","Bristol, City of","2020/3/17",15,4
"1555","Bristol, City of","2020/3/18",22,7
"1556","Bristol, City of","2020/3/19",24,2
"1557","Bristol, City of","2020/3/20",28,4
"1558","Bristol, City of","2020/3/21",36,8
"1559","Bristol, City of","2020/3/22",41,5
"1560","Bristol, City of","2020/3/23",51,10
"1561","Bristol, City of","2020/3/24",55,4
"1562","Bristol, City of","2020/3/25",67,12
"1563","Bristol, City of","2020/3/26",81,14
"1564","Bristol, City of","2020/3/27",95,14
"1565","Bristol, City of","2020/3/28",105,10
"1566","Bristol, City of","2020/3/29",117,12
"1567","Bristol, City of","2020/3/30",134,17
"1568","Bristol, City of","2020/3/31",153,19
"1569","Bristol, City of","2020/4/1",170,17
"1570","Bristol, City of","2020/4/2",185,15
"1571","Bristol, City of","2020/4/3",205,20
"1572","Bristol, City of","2020/4/4",215,10
"1573","Bristol, City of","2020/4/5",229,14
"1574","Bristol, City of","2020/4/6",242,13
"1575","Bristol, City of","2020/4/7",264,22
"1576","Bristol, City of","2020/4/8",292,28
"1577","Bristol, City of","2020/4/9",309,17
"1578","Bristol, City of","2020/4/10",327,18
"1579","Bristol, City of","2020/4/11",353,26
"1580","Bristol, City of","2020/4/12",368,15
"1581","Bristol, City of","2020/4/13",384,16
"1582","Bristol, City of","2020/4/14",401,17
"1583","Bristol, City of","2020/4/15",423,22
"1584","Bristol, City of","2020/4/16",451,28
"1585","Bristol, City of","2020/4/17",465,14
"1586","Bristol, City of","2020/4/18",478,13
"1587","Bristol, City of","2020/4/19",493,15
"1588","Bristol, City of","2020/4/20",514,21
"1589","Bristol, City of","2020/4/21",534,20
"1590","Bristol, City of","2020/4/22",572,38
"1591","Bristol, City of","2020/4/23",597,25
"1592","Bristol, City of","2020/4/24",636,39
"1593","Bristol, City of","2020/4/25",648,12
"1594","Bristol, City of","2020/4/26",671,23
"1595","Bristol, City of","2020/4/27",701,30
"1596","Bristol, City of","2020/4/28",735,34
"1597","Bristol, City of","2020/4/29",766,31
"1598","Bristol, City of","2020/4/30",788,22
"1599","Bristol, City of","2020/5/1",816,28
"1600","Bristol, City of","2020/5/2",829,13
"1601","Bristol, City of","2020/5/3",838,9
"1602","Bristol, City of","2020/5/4",860,22
"1603","Bristol, City of","2020/5/5",873,13
"1604","Bristol, City of","2020/5/6",895,22
"1605","Bristol, City of","2020/5/7",911,16
"1606","Bristol, City of","2020/5/8",929,18
"1607","Bristol, City of","2020/5/9",938,9
"1608","Bristol, City of","2020/5/10",964,26
"1609","Bristol, City of","2020/5/11",982,18
"1610","Bristol, City of","2020/5/12",990,8
"1611","Bristol, City of","2020/5/13",994,4
"1612","Bristol, City of","2020/5/14",1005,11
"1613","Bristol, City of","2020/5/15",1007,2
"1614","Bristol, City of","2020/5/16",1014,7
"1615","Bristol, City of","2020/5/17",1020,6
"1616","Bristol, City of","2020/5/18",1029,9
"1617","Bristol, City of","2020/5/19",1048,19
"1618","Bristol, City of","2020/5/20",1061,13
"1619","Bristol, City of","2020/5/21",1070,9
"1620","Bristol, City of","2020/5/22",1079,9
"1621","Bristol, City of","2020/5/23",1080,1
"1622","Bristol, City of","2020/5/24",1091,11
"1623","Bristol, City of","2020/5/25",1094,3
"1624","Bristol, City of","2020/5/26",1099,5
"1625","Bristol, City of","2020/5/27",1132,33
"1626","Bristol, City of","2020/5/28",1158,26
"1627","Bristol, City of","2020/5/29",1169,11
"1628","Bristol, City of","2020/5/30",1173,4
"1629","Bristol, City of","2020/5/31",1185,12
"1630","Bristol, City of","2020/6/1",1190,5
"1631","Bristol, City of","2020/6/2",1202,12
"1632","Bristol, City of","2020/6/3",1206,4
"1633","Bristol, City of","2020/6/4",1216,10
"1634","Bristol, City of","2020/6/5",1224,8
"1635","Bristol, City of","2020/6/6",1232,8
"1636","Bristol, City of","2020/6/7",1236,4
"1637","Bristol, City of","2020/6/8",1239,3
"1638","Bristol, City of","2020/6/9",1243,4
"1639","Bristol, City of","2020/6/10",1245,2
"1640","Bristol, City of","2020/6/11",1250,5
"1641","Bristol, City of","2020/6/12",1252,2
"1642","Bristol, City of","2020/6/13",1256,4
"1643","Bristol, City of","2020/6/14",1258,2
"1644","Bristol, City of","2020/6/15",1258,0
"1645","Bristol, City of","2020/6/16",1260,2
"1646","Bristol, City of","2020/6/17",1262,2
"1647","Bristol, City of","2020/6/18",1265,3
"1648","Bristol, City of","2020/6/19",1265,0
"1649","Bristol, City of","2020/6/20",1266,1
"1650","Bristol, City of","2020/6/21",1266,0
"1651","Bristol, City of","2020/6/22",1266,0
"1652","Bristol, City of","2020/6/23",1269,3
"1653","Bristol, City of","2020/6/24",1273,4
"1654","Bristol, City of","2020/6/25",1273,0
"1655","Bristol, City of","2020/6/26",1275,2
"1656","Bristol, City of","2020/6/27",1276,1
"1657","Bristol, City of","2020/6/28",1276,0
"1658","Bristol, City of","2020/6/29",1279,3
"1659","Bristol, City of","2020/6/30",1279,0
"1660","Bristol, City of","2020/7/1",1282,3
"1661","Bristol, City of","2020/7/2",1284,2
"1662","Bristol, City of","2020/7/3",1284,0
"1663","Bristol, City of","2020/7/4",1285,1
"1664","Bristol, City of","2020/7/5",1287,2
"1665","Bristol, City of","2020/7/6",1290,3
"1666","Bristol, City of","2020/7/7",1291,1
"1667","Bristol, City of","2020/7/8",1293,2
"1668","Bristol, City of","2020/7/9",1295,2
"1669","Bristol, City of","2020/7/10",1296,1
"1670","Bristol, City of","2020/7/11",1297,1
"1671","Bristol, City of","2020/7/12",1298,1
"1672","Bristol, City of","2020/7/13",1300,2
"1673","Bristol, City of","2020/7/14",1301,1
"1674","Bristol, City of","2020/7/15",1303,2
"1675","Bristol, City of","2020/7/16",1305,2
"1676","Bristol, City of","2020/7/17",1308,3
"1677","Bristol, City of","2020/7/18",1309,1
"1678","Bristol, City of","2020/7/19",1310,1
"1679","Bristol, City of","2020/7/20",1313,3
"1680","Bristol, City of","2020/7/21",1316,3
"1681","Bristol, City of","2020/7/22",1321,5
"1682","Bristol, City of","2020/7/23",1324,3
"1683","Bristol, City of","2020/7/24",1328,4
"1684","Bristol, City of","2020/7/25",1330,2
"1685","Bristol, City of","2020/7/26",1334,4
"1686","Bristol, City of","2020/7/27",1337,3
"1687","Bristol, City of","2020/7/28",1342,5
"1688","Bristol, City of","2020/7/29",1347,5
"1689","Bristol, City of","2020/7/30",1349,2
"1690","Bristol, City of","2020/7/31",1349,0
"1691","Bristol, City of","2020/8/1",1350,1
"1692","Bristol, City of","2020/8/2",1350,0
"1693","Bristol, City of","2020/8/3",1353,3
"1694","Bristol, City of","2020/8/4",1353,0
"1695","Bristol, City of","2020/8/5",1356,3
"1696","Bristol, City of","2020/8/6",1359,3
"1697","Bristol, City of","2020/8/7",1365,6
"1698","Bristol, City of","2020/8/8",1369,4
"1699","Bristol, City of","2020/8/9",1370,1
"1700","Bristol, City of","2020/8/10",1374,4
"1701","Bristol, City of","2020/8/11",1385,11
"1702","Bristol, City of","2020/8/12",1392,7
"1703","Bristol, City of","2020/8/13",1398,6
"1704","Bristol, City of","2020/8/14",1407,9
"1705","Bristol, City of","2020/8/15",1411,4
"1706","Buckinghamshire","2020/3/14",41,NA
"1707","Buckinghamshire","2020/3/15",43,2
"1708","Buckinghamshire","2020/3/16",52,9
"1709","Buckinghamshire","2020/3/17",59,7
"1710","Buckinghamshire","2020/3/18",65,6
"1711","Buckinghamshire","2020/3/19",71,6
"1712","Buckinghamshire","2020/3/20",78,7
"1713","Buckinghamshire","2020/3/21",89,11
"1714","Buckinghamshire","2020/3/22",101,12
"1715","Buckinghamshire","2020/3/23",109,8
"1716","Buckinghamshire","2020/3/24",118,9
"1717","Buckinghamshire","2020/3/25",141,23
"1718","Buckinghamshire","2020/3/26",151,10
"1719","Buckinghamshire","2020/3/27",168,17
"1720","Buckinghamshire","2020/3/28",189,21
"1721","Buckinghamshire","2020/3/29",201,12
"1722","Buckinghamshire","2020/3/30",230,29
"1723","Buckinghamshire","2020/3/31",253,23
"1724","Buckinghamshire","2020/4/1",271,18
"1725","Buckinghamshire","2020/4/2",303,32
"1726","Buckinghamshire","2020/4/3",327,24
"1727","Buckinghamshire","2020/4/4",348,21
"1728","Buckinghamshire","2020/4/5",361,13
"1729","Buckinghamshire","2020/4/6",387,26
"1730","Buckinghamshire","2020/4/7",424,37
"1731","Buckinghamshire","2020/4/8",454,30
"1732","Buckinghamshire","2020/4/9",476,22
"1733","Buckinghamshire","2020/4/10",502,26
"1734","Buckinghamshire","2020/4/11",521,19
"1735","Buckinghamshire","2020/4/12",529,8
"1736","Buckinghamshire","2020/4/13",550,21
"1737","Buckinghamshire","2020/4/14",571,21
"1738","Buckinghamshire","2020/4/15",599,28
"1739","Buckinghamshire","2020/4/16",628,29
"1740","Buckinghamshire","2020/4/17",660,32
"1741","Buckinghamshire","2020/4/18",682,22
"1742","Buckinghamshire","2020/4/19",708,26
"1743","Buckinghamshire","2020/4/20",723,15
"1744","Buckinghamshire","2020/4/21",751,28
"1745","Buckinghamshire","2020/4/22",780,29
"1746","Buckinghamshire","2020/4/23",814,34
"1747","Buckinghamshire","2020/4/24",849,35
"1748","Buckinghamshire","2020/4/25",871,22
"1749","Buckinghamshire","2020/4/26",892,21
"1750","Buckinghamshire","2020/4/27",924,32
"1751","Buckinghamshire","2020/4/28",964,40
"1752","Buckinghamshire","2020/4/29",982,18
"1753","Buckinghamshire","2020/4/30",1013,31
"1754","Buckinghamshire","2020/5/1",1029,16
"1755","Buckinghamshire","2020/5/2",1047,18
"1756","Buckinghamshire","2020/5/3",1059,12
"1757","Buckinghamshire","2020/5/4",1077,18
"1758","Buckinghamshire","2020/5/5",1086,9
"1759","Buckinghamshire","2020/5/6",1107,21
"1760","Buckinghamshire","2020/5/7",1125,18
"1761","Buckinghamshire","2020/5/8",1145,20
"1762","Buckinghamshire","2020/5/9",1159,14
"1763","Buckinghamshire","2020/5/10",1170,11
"1764","Buckinghamshire","2020/5/11",1193,23
"1765","Buckinghamshire","2020/5/12",1214,21
"1766","Buckinghamshire","2020/5/13",1244,30
"1767","Buckinghamshire","2020/5/14",1258,14
"1768","Buckinghamshire","2020/5/15",1273,15
"1769","Buckinghamshire","2020/5/16",1304,31
"1770","Buckinghamshire","2020/5/17",1314,10
"1771","Buckinghamshire","2020/5/18",1334,20
"1772","Buckinghamshire","2020/5/19",1349,15
"1773","Buckinghamshire","2020/5/20",1384,35
"1774","Buckinghamshire","2020/5/21",1408,24
"1775","Buckinghamshire","2020/5/22",1423,15
"1776","Buckinghamshire","2020/5/23",1431,8
"1777","Buckinghamshire","2020/5/24",1437,6
"1778","Buckinghamshire","2020/5/25",1446,9
"1779","Buckinghamshire","2020/5/26",1453,7
"1780","Buckinghamshire","2020/5/27",1470,17
"1781","Buckinghamshire","2020/5/28",1484,14
"1782","Buckinghamshire","2020/5/29",1489,5
"1783","Buckinghamshire","2020/5/30",1497,8
"1784","Buckinghamshire","2020/5/31",1508,11
"1785","Buckinghamshire","2020/6/1",1515,7
"1786","Buckinghamshire","2020/6/2",1527,12
"1787","Buckinghamshire","2020/6/3",1531,4
"1788","Buckinghamshire","2020/6/4",1539,8
"1789","Buckinghamshire","2020/6/5",1542,3
"1790","Buckinghamshire","2020/6/6",1550,8
"1791","Buckinghamshire","2020/6/7",1553,3
"1792","Buckinghamshire","2020/6/8",1558,5
"1793","Buckinghamshire","2020/6/9",1566,8
"1794","Buckinghamshire","2020/6/10",1573,7
"1795","Buckinghamshire","2020/6/11",1578,5
"1796","Buckinghamshire","2020/6/12",1581,3
"1797","Buckinghamshire","2020/6/13",1584,3
"1798","Buckinghamshire","2020/6/14",1587,3
"1799","Buckinghamshire","2020/6/15",1591,4
"1800","Buckinghamshire","2020/6/16",1599,8
"1801","Buckinghamshire","2020/6/17",1606,7
"1802","Buckinghamshire","2020/6/18",1609,3
"1803","Buckinghamshire","2020/6/19",1613,4
"1804","Buckinghamshire","2020/6/20",1616,3
