"","div","date","eng","daily_cases","new_cases","date_id","add"
"2172","Gyeongsangnam-do","2020/3/12","___å¸",85,1,52,1
"2173","Gyeongsangnam-do","2020/3/13","___å¸",85,0,53,0
"2174","Gyeongsangnam-do","2020/3/14","___å¸",85,0,54,0
"2175","Gyeongsangnam-do","2020/3/15","___å¸",85,0,55,0
"2176","Gyeongsangnam-do","2020/3/16","___å¸",85,0,56,0
"2177","Gyeongsangnam-do","2020/3/17","___å¸",86,1,57,1
"2178","Gyeongsangnam-do","2020/3/18","___å¸",86,0,58,0
"2179","Gyeongsangnam-do","2020/3/19","___å¸",86,0,59,0
"2180","Gyeongsangnam-do","2020/3/20","___å¸",87,1,60,1
"2181","Gyeongsangnam-do","2020/3/21","___å¸",87,0,61,0
"2182","Gyeongsangnam-do","2020/3/22","___å¸",88,1,62,1
"2183","Gyeongsangnam-do","2020/3/23","___å¸",89,1,63,1
"2184","Gyeongsangnam-do","2020/3/24","___å¸",90,1,64,1
"2185","Gyeongsangnam-do","2020/3/25","___å¸",90,0,65,0
"2186","Gyeongsangnam-do","2020/3/26","___å¸",90,0,66,0
"2187","Gyeongsangnam-do","2020/3/27","___å¸",91,1,67,1
"2188","Gyeongsangnam-do","2020/3/28","___å¸",91,0,68,0
"2189","Gyeongsangnam-do","2020/3/29","___å¸",94,3,69,3
"2190","Gyeongsangnam-do","2020/3/30","___å¸",95,1,70,1
"2191","Gyeongsangnam-do","2020/3/31","___å¸",96,1,71,1
"2192","Gyeongsangnam-do","2020/4/1","___å¸",100,4,72,4
"2193","Gyeongsangnam-do","2020/4/2","___å¸",106,6,73,6
"2194","Gyeongsangnam-do","2020/4/3","___å¸",107,1,74,1
"2195","Gyeongsangnam-do","2020/4/4","___å¸",108,1,75,1
"2196","Gyeongsangnam-do","2020/4/5","___å¸",109,1,76,1
"2197","Gyeongsangnam-do","2020/4/6","___å¸",111,2,77,2
"2198","Gyeongsangnam-do","2020/4/7","___å¸",112,1,78,1
"2199","Gyeongsangnam-do","2020/4/8","___å¸",113,1,79,1
"2200","Gyeongsangnam-do","2020/4/9","___å¸",115,2,80,2
"2201","Gyeongsangnam-do","2020/4/10","___å¸",115,0,81,0
"2202","Gyeongsangnam-do","2020/4/11","___å¸",115,0,82,0
"2203","Gyeongsangnam-do","2020/4/12","___å¸",115,0,83,0
"2204","Gyeongsangnam-do","2020/4/13","___å¸",115,0,84,0
"2205","Gyeongsangnam-do","2020/4/14","___å¸",115,0,85,0
"2206","Gyeongsangnam-do","2020/4/15","___å¸",115,0,86,0
"2207","Gyeongsangnam-do","2020/4/16","___å¸",115,0,87,0
"2208","Gyeongsangnam-do","2020/4/17","___å¸",115,0,88,0
"2209","Gyeongsangnam-do","2020/4/18","___å¸",116,1,89,1
"2210","Gyeongsangnam-do","2020/4/19","___å¸",116,0,90,0
"2211","Gyeongsangnam-do","2020/4/20","___å¸",116,0,91,0
"2212","Gyeongsangnam-do","2020/4/21","___å¸",116,0,92,0
"2213","Gyeongsangnam-do","2020/4/22","___å¸",117,1,93,1
"2214","Gyeongsangnam-do","2020/4/23","___å¸",117,0,94,0
"2215","Gyeongsangnam-do","2020/4/24","___å¸",117,0,95,0
"2216","Gyeongsangnam-do","2020/4/25","___å¸",117,0,96,0
"2217","Gyeongsangnam-do","2020/4/26","___å¸",117,0,97,0
"2218","Gyeongsangnam-do","2020/4/27","___å¸",117,0,98,0
"2219","Gyeongsangnam-do","2020/4/28","___å¸",117,0,99,0
"2220","Gyeongsangnam-do","2020/4/29","___å¸",117,0,100,0
"2221","Gyeongsangnam-do","2020/4/30","___å¸",117,0,101,0
"2222","Gyeongsangnam-do","2020/5/1","___å¸",117,0,102,0
"2223","Gyeongsangnam-do","2020/5/2","___å¸",117,0,103,0
"2224","Gyeongsangnam-do","2020/5/3","___å¸",117,0,104,0
"2225","Gyeongsangnam-do","2020/5/4","___å¸",117,0,105,0
"2226","Gyeongsangnam-do","2020/5/5","___å¸",117,0,106,0
"2227","Gyeongsangnam-do","2020/5/6","___å¸",117,0,107,0
"2228","Gyeongsangnam-do","2020/5/7","___å¸",117,0,108,0
"2229","Gyeongsangnam-do","2020/5/8","___å¸",117,0,109,0
"2230","Gyeongsangnam-do","2020/5/9","___å¸",117,0,110,0
"2231","Gyeongsangnam-do","2020/5/10","___å¸",117,0,111,0
"2232","Gyeongsangnam-do","2020/5/11","___å¸",117,0,112,0
"2233","Gyeongsangnam-do","2020/5/12","___å¸",118,1,113,1
"2234","Gyeongsangnam-do","2020/5/13","___å¸",119,1,114,1
"2235","Gyeongsangnam-do","2020/5/14","___å¸",119,0,115,0
"2236","Gyeongsangnam-do","2020/5/15","___å¸",119,0,116,0
"2237","Gyeongsangnam-do","2020/5/16","___å¸",119,0,117,0
"2238","Gyeongsangnam-do","2020/5/17","___å¸",121,2,118,2
"2239","Gyeongsangnam-do","2020/5/18","___å¸",121,0,119,0
"2240","Gyeongsangnam-do","2020/5/19","___å¸",121,0,120,0
"2241","Gyeongsangnam-do","2020/5/20","___å¸",121,0,121,0
"2242","Gyeongsangnam-do","2020/5/21","___å¸",121,0,122,0
"2243","Gyeongsangnam-do","2020/5/22","___å¸",122,1,123,1
"2244","Gyeongsangnam-do","2020/5/23","___å¸",123,1,124,1
"2245","Gyeongsangnam-do","2020/5/24","___å¸",123,0,125,0
"2246","Gyeongsangnam-do","2020/5/25","___å¸",123,0,126,0
"2247","Gyeongsangnam-do","2020/5/26","___å¸",123,0,127,0
"2248","Gyeongsangnam-do","2020/5/27","___å¸",123,0,128,0
"2249","Gyeongsangnam-do","2020/5/28","___å¸",123,0,129,0
"2250","Gyeongsangnam-do","2020/5/29","___å¸",123,0,130,0
"2251","Gyeongsangnam-do","2020/5/30","___å¸",123,0,131,0
"2252","Gyeongsangnam-do","2020/5/31","___å¸",123,0,132,0
"2253","Gyeongsangnam-do","2020/6/1","___å¸",123,0,133,0
"2254","Gyeongsangnam-do","2020/6/2","___å¸",123,0,134,0
"2255","Gyeongsangnam-do","2020/6/3","___å¸",123,0,135,0
"2256","Gyeongsangnam-do","2020/6/4","___å¸",123,0,136,0
"2257","Gyeongsangnam-do","2020/6/5","___å¸",123,0,137,0
"2258","Gyeongsangnam-do","2020/6/6","___å¸",124,1,138,1
"2259","Gyeongsangnam-do","2020/6/7","___å¸",124,0,139,0
"2260","Gyeongsangnam-do","2020/6/8","___å¸",124,0,140,0
"2261","Gyeongsangnam-do","2020/6/9","___å¸",125,1,141,1
"2262","Gyeongsangnam-do","2020/6/10","___å¸",127,2,142,2
"2263","Gyeongsangnam-do","2020/6/11","___å¸",127,0,143,0
"2264","Gyeongsangnam-do","2020/6/12","___å¸",127,0,144,0
"2265","Gyeongsangnam-do","2020/6/13","___å¸",127,0,145,0
"2266","Gyeongsangnam-do","2020/6/14","___å¸",127,0,146,0
"2267","Gyeongsangnam-do","2020/6/15","___å¸",130,3,147,3
"2268","Gyeongsangnam-do","2020/6/16","___å¸",132,2,148,2
"2269","Gyeongsangnam-do","2020/6/17","___å¸",132,0,149,0
"2270","Gyeongsangnam-do","2020/6/18","___å¸",132,0,150,0
"2271","Gyeongsangnam-do","2020/6/19","___å¸",132,0,151,0
"2272","Gyeongsangnam-do","2020/6/20","___å¸",132,0,152,0
"2273","Gyeongsangnam-do","2020/6/21","___å¸",133,1,153,1
"2274","Gyeongsangnam-do","2020/6/22","___å¸",133,0,154,0
"2275","Gyeongsangnam-do","2020/6/23","___å¸",133,0,155,0
"2276","Gyeongsangnam-do","2020/6/24","___å¸",133,0,156,0
"2277","Gyeongsangnam-do","2020/6/25","___å¸",133,0,157,0
"2278","Gyeongsangnam-do","2020/6/26","___å¸",133,0,158,0
"2279","Gyeongsangnam-do","2020/6/27","___å¸",133,0,159,0
"2280","Gyeongsangnam-do","2020/6/28","___å¸",133,0,160,0
"2281","Gyeongsangnam-do","2020/6/29","___å¸",134,1,161,1
"2282","Gyeongsangnam-do","2020/6/30","___å¸",134,0,162,0
"2283","Gyeonggi-do","2020/1/20","å¯__å¸",0,NA,0,NA
"2284","Gyeonggi-do","2020/1/21","å¯__å¸",0,0,1,0
"2285","Gyeonggi-do","2020/1/22","å¯__å¸",0,0,2,0
"2286","Gyeonggi-do","2020/1/23","å¯__å¸",0,0,3,0
"2287","Gyeonggi-do","2020/1/24","å¯__å¸",1,1,4,1
"2288","Gyeonggi-do","2020/1/25","å¯__å¸",1,0,5,0
"2289","Gyeonggi-do","2020/1/26","å¯__å¸",2,1,6,1
"2290","Gyeonggi-do","2020/1/27","å¯__å¸",2,0,7,0
"2291","Gyeonggi-do","2020/1/28","å¯__å¸",2,0,8,0
"2292","Gyeonggi-do","2020/1/29","å¯__å¸",2,0,9,0
"2293","Gyeonggi-do","2020/1/30","å¯__å¸",3,1,10,1
"2294","Gyeonggi-do","2020/1/31","å¯__å¸",5,2,11,2
"2295","Gyeonggi-do","2020/2/1","å¯__å¸",6,1,12,1
"2296","Gyeonggi-do","2020/2/2","å¯__å¸",8,2,13,2
"2297","Gyeonggi-do","2020/2/3","å¯__å¸",8,0,14,0
"2298","Gyeonggi-do","2020/2/4","å¯__å¸",8,0,15,0
"2299","Gyeonggi-do","2020/2/5","å¯__å¸",10,2,16,2
"2300","Gyeonggi-do","2020/2/6","å¯__å¸",10,0,17,0
"2301","Gyeonggi-do","2020/2/7","å¯__å¸",10,0,18,0
"2302","Gyeonggi-do","2020/2/8","å¯__å¸",10,0,19,0
"2303","Gyeonggi-do","2020/2/9","å¯__å¸",10,0,20,0
"2304","Gyeonggi-do","2020/2/10","å¯__å¸",10,0,21,0
"2305","Gyeonggi-do","2020/2/11","å¯__å¸",12,2,22,2
"2306","Gyeonggi-do","2020/2/12","å¯__å¸",12,0,23,0
"2307","Gyeonggi-do","2020/2/13","å¯__å¸",12,0,24,0
"2308","Gyeonggi-do","2020/2/14","å¯__å¸",12,0,25,0
"2309","Gyeonggi-do","2020/2/15","å¯__å¸",12,0,26,0
"2310","Gyeonggi-do","2020/2/16","å¯__å¸",12,0,27,0
"2311","Gyeonggi-do","2020/2/17","å¯__å¸",12,0,28,0
"2312","Gyeonggi-do","2020/2/18","å¯__å¸",12,0,29,0
"2313","Gyeonggi-do","2020/2/19","å¯__å¸",12,0,30,0
"2314","Gyeonggi-do","2020/2/20","å¯__å¸",12,0,31,0
"2315","Gyeonggi-do","2020/2/21","å¯__å¸",14,2,32,2
"2316","Gyeonggi-do","2020/2/22","å¯__å¸",20,6,33,6
"2317","Gyeonggi-do","2020/2/23","å¯__å¸",24,4,34,4
"2318","Gyeonggi-do","2020/2/24","å¯__å¸",35,11,35,11
"2319","Gyeonggi-do","2020/2/25","å¯__å¸",42,7,36,7
"2320","Gyeonggi-do","2020/2/26","å¯__å¸",51,9,37,9
"2321","Gyeonggi-do","2020/2/27","å¯__å¸",62,11,38,11
"2322","Gyeonggi-do","2020/2/28","å¯__å¸",72,10,39,10
"2323","Gyeonggi-do","2020/2/29","å¯__å¸",82,10,40,10
"2324","Gyeonggi-do","2020/3/1","å¯__å¸",89,7,41,7
"2325","Gyeonggi-do","2020/3/2","å¯__å¸",92,3,42,3
"2326","Gyeonggi-do","2020/3/3","å¯__å¸",94,2,43,2
"2327","Gyeonggi-do","2020/3/4","å¯__å¸",101,7,44,7
"2328","Gyeonggi-do","2020/3/5","å¯__å¸",110,9,45,9
"2329","Gyeonggi-do","2020/3/6","å¯__å¸",120,10,46,10
"2330","Gyeonggi-do","2020/3/7","å¯__å¸",130,10,47,10
"2331","Gyeonggi-do","2020/3/8","å¯__å¸",141,11,48,11
"2332","Gyeonggi-do","2020/3/9","å¯__å¸",153,12,49,12
"2333","Gyeonggi-do","2020/3/10","å¯__å¸",163,10,50,10
"2334","Gyeonggi-do","2020/3/11","å¯__å¸",175,12,51,12
"2335","Gyeonggi-do","2020/3/12","å¯__å¸",178,3,52,3
"2336","Gyeonggi-do","2020/3/13","å¯__å¸",185,7,53,7
"2337","Gyeonggi-do","2020/3/14","å¯__å¸",200,15,54,15
"2338","Gyeonggi-do","2020/3/15","å¯__å¸",211,11,55,11
"2339","Gyeonggi-do","2020/3/16","å¯__å¸",231,20,56,20
"2340","Gyeonggi-do","2020/3/17","å¯__å¸",262,31,57,31
"2341","Gyeonggi-do","2020/3/18","å¯__å¸",277,15,58,15
"2342","Gyeonggi-do","2020/3/19","å¯__å¸",295,18,59,18
"2343","Gyeonggi-do","2020/3/20","å¯__å¸",309,14,60,14
"2344","Gyeonggi-do","2020/3/21","å¯__å¸",321,12,61,12
"2345","Gyeonggi-do","2020/3/22","å¯__å¸",337,16,62,16
"2346","Gyeonggi-do","2020/3/23","å¯__å¸",351,14,63,14
"2347","Gyeonggi-do","2020/3/24","å¯__å¸",366,15,64,15
"2348","Gyeonggi-do","2020/3/25","å¯__å¸",387,21,65,21
"2349","Gyeonggi-do","2020/3/26","å¯__å¸",401,14,66,14
"2350","Gyeonggi-do","2020/3/27","å¯__å¸",412,11,67,11
"2351","Gyeonggi-do","2020/3/28","å¯__å¸",433,21,68,21
"2352","Gyeonggi-do","2020/3/29","å¯__å¸",448,15,69,15
"2353","Gyeonggi-do","2020/3/30","å¯__å¸",463,15,70,15
"2354","Gyeonggi-do","2020/3/31","å¯__å¸",476,13,71,13
"2355","Gyeonggi-do","2020/4/1","å¯__å¸",499,23,72,23
"2356","Gyeonggi-do","2020/4/2","å¯__å¸",516,17,73,17
"2357","Gyeonggi-do","2020/4/3","å¯__å¸",539,23,74,23
"2358","Gyeonggi-do","2020/4/4","å¯__å¸",562,23,75,23
"2359","Gyeonggi-do","2020/4/5","å¯__å¸",572,10,76,10
"2360","Gyeonggi-do","2020/4/6","å¯__å¸",580,8,77,8
"2361","Gyeonggi-do","2020/4/7","å¯__å¸",590,10,78,10
"2362","Gyeonggi-do","2020/4/8","å¯__å¸",596,6,79,6
"2363","Gyeonggi-do","2020/4/9","å¯__å¸",606,10,80,10
"2364","Gyeonggi-do","2020/4/10","å¯__å¸",615,9,81,9
"2365","Gyeonggi-do","2020/4/11","å¯__å¸",624,9,82,9
"2366","Gyeonggi-do","2020/4/12","å¯__å¸",628,4,83,4
"2367","Gyeonggi-do","2020/4/13","å¯__å¸",631,3,84,3
"2368","Gyeonggi-do","2020/4/14","å¯__å¸",639,8,85,8
"2369","Gyeonggi-do","2020/4/15","å¯__å¸",645,6,86,6
"2370","Gyeonggi-do","2020/4/16","å¯__å¸",649,4,87,4
"2371","Gyeonggi-do","2020/4/17","å¯__å¸",650,1,88,1
"2372","Gyeonggi-do","2020/4/18","å¯__å¸",654,4,89,4
"2373","Gyeonggi-do","2020/4/19","å¯__å¸",654,0,90,0
"2374","Gyeonggi-do","2020/4/20","å¯__å¸",656,2,91,2
"2375","Gyeonggi-do","2020/4/21","å¯__å¸",658,2,92,2
"2376","Gyeonggi-do","2020/4/22","å¯__å¸",658,0,93,0
"2377","Gyeonggi-do","2020/4/23","å¯__å¸",659,1,94,1
"2378","Gyeonggi-do","2020/4/24","å¯__å¸",660,1,95,1
"2379","Gyeonggi-do","2020/4/25","å¯__å¸",662,2,96,2
"2380","Gyeonggi-do","2020/4/26","å¯__å¸",668,6,97,6
"2381","Gyeonggi-do","2020/4/27","å¯__å¸",671,3,98,3
"2382","Gyeonggi-do","2020/4/28","å¯__å¸",674,3,99,3
"2383","Gyeonggi-do","2020/4/29","å¯__å¸",676,2,100,2
"2384","Gyeonggi-do","2020/4/30","å¯__å¸",676,0,101,0
"2385","Gyeonggi-do","2020/5/1","å¯__å¸",678,2,102,2
"2386","Gyeonggi-do","2020/5/2","å¯__å¸",678,0,103,0
"2387","Gyeonggi-do","2020/5/3","å¯__å¸",680,2,104,2
"2388","Gyeonggi-do","2020/5/4","å¯__å¸",681,1,105,1
"2389","Gyeonggi-do","2020/5/5","å¯__å¸",681,0,106,0
"2390","Gyeonggi-do","2020/5/6","å¯__å¸",681,0,107,0
"2391","Gyeonggi-do","2020/5/7","å¯__å¸",682,1,108,1
"2392","Gyeonggi-do","2020/5/8","å¯__å¸",684,2,109,2
"2393","Gyeonggi-do","2020/5/9","å¯__å¸",688,4,110,4
"2394","Gyeonggi-do","2020/5/10","å¯__å¸",694,6,111,6
"2395","Gyeonggi-do","2020/5/11","å¯__å¸",698,4,112,4
"2396","Gyeonggi-do","2020/5/12","å¯__å¸",706,8,113,8
"2397","Gyeonggi-do","2020/5/13","å¯__å¸",708,2,114,2
"2398","Gyeonggi-do","2020/5/14","å¯__å¸",714,6,115,6
"2399","Gyeonggi-do","2020/5/15","å¯__å¸",717,3,116,3
"2400","Gyeonggi-do","2020/5/16","å¯__å¸",721,4,117,4
"2401","Gyeonggi-do","2020/5/17","å¯__å¸",721,0,118,0
"2402","Gyeonggi-do","2020/5/18","å¯__å¸",724,3,119,3
"2403","Gyeonggi-do","2020/5/19","å¯__å¸",725,1,120,1
"2404","Gyeonggi-do","2020/5/20","å¯__å¸",735,10,121,10
"2405","Gyeonggi-do","2020/5/21","å¯__å¸",735,0,122,0
"2406","Gyeonggi-do","2020/5/22","å¯__å¸",741,6,123,6
"2407","Gyeonggi-do","2020/5/23","å¯__å¸",754,13,124,13
"2408","Gyeonggi-do","2020/5/24","å¯__å¸",760,6,125,6
"2409","Gyeonggi-do","2020/5/25","å¯__å¸",766,6,126,6
"2410","Gyeonggi-do","2020/5/26","å¯__å¸",768,2,127,2
"2411","Gyeonggi-do","2020/5/27","å¯__å¸",774,6,128,6
"2412","Gyeonggi-do","2020/5/28","å¯__å¸",795,21,129,21
"2413","Gyeonggi-do","2020/5/29","å¯__å¸",815,20,130,20
"2414","Gyeonggi-do","2020/5/30","å¯__å¸",828,13,131,13
"2415","Gyeonggi-do","2020/5/31","å¯__å¸",840,12,132,12
"2416","Gyeonggi-do","2020/6/1","å¯__å¸",852,12,133,12
"2417","Gyeonggi-do","2020/6/2","å¯__å¸",867,15,134,15
"2418","Gyeonggi-do","2020/6/3","å¯__å¸",879,12,135,12
"2419","Gyeonggi-do","2020/6/4","å¯__å¸",894,15,136,15
"2420","Gyeonggi-do","2020/6/5","å¯__å¸",907,13,137,13
"2421","Gyeonggi-do","2020/6/6","å¯__å¸",915,8,138,8
"2422","Gyeonggi-do","2020/6/7","å¯__å¸",934,19,139,19
"2423","Gyeonggi-do","2020/6/8","å¯__å¸",942,8,140,8
"2424","Gyeonggi-do","2020/6/9","å¯__å¸",955,13,141,13
"2425","Gyeonggi-do","2020/6/10","å¯__å¸",976,21,142,21
"2426","Gyeonggi-do","2020/6/11","å¯__å¸",992,16,143,16
"2427","Gyeonggi-do","2020/6/12","å¯__å¸",1011,19,144,19
"2428","Gyeonggi-do","2020/6/13","å¯__å¸",1025,14,145,14
"2429","Gyeonggi-do","2020/6/14","å¯__å¸",1035,10,146,10
"2430","Gyeonggi-do","2020/6/15","å¯__å¸",1045,10,147,10
"2431","Gyeonggi-do","2020/6/16","å¯__å¸",1050,5,148,5
"2432","Gyeonggi-do","2020/6/17","å¯__å¸",1063,13,149,13
"2433","Gyeonggi-do","2020/6/18","å¯__å¸",1079,16,150,16
"2434","Gyeonggi-do","2020/6/19","å¯__å¸",1090,11,151,11
"2435","Gyeonggi-do","2020/6/20","å¯__å¸",1107,17,152,17
"2436","Gyeonggi-do","2020/6/21","å¯__å¸",1117,10,153,10
"2437","Gyeonggi-do","2020/6/22","å¯__å¸",1123,6,154,6
"2438","Gyeonggi-do","2020/6/23","å¯__å¸",1130,7,155,7
"2439","Gyeonggi-do","2020/6/24","å¯__å¸",1137,7,156,7
"2440","Gyeonggi-do","2020/6/25","å¯__å¸",1146,9,157,9
"2441","Gyeonggi-do","2020/6/26","å¯__å¸",1150,4,158,4
"2442","Gyeonggi-do","2020/6/27","å¯__å¸",1167,17,159,17
"2443","Gyeonggi-do","2020/6/28","å¯__å¸",1184,17,160,17
"2444","Gyeonggi-do","2020/6/29","å¯__å¸",1200,16,161,16
"2445","Gyeonggi-do","2020/6/30","å¯__å¸",1207,7,162,7
"2446","Jeju-do","2020/1/20","æµ__å¸",0,NA,0,NA
"2447","Jeju-do","2020/1/21","æµ__å¸",0,0,1,0
"2448","Jeju-do","2020/1/22","æµ__å¸",0,0,2,0
"2449","Jeju-do","2020/1/23","æµ__å¸",0,0,3,0
"2450","Jeju-do","2020/1/24","æµ__å¸",0,0,4,0
"2451","Jeju-do","2020/1/25","æµ__å¸",0,0,5,0
"2452","Jeju-do","2020/1/26","æµ__å¸",0,0,6,0
"2453","Jeju-do","2020/1/27","æµ__å¸",0,0,7,0
"2454","Jeju-do","2020/1/28","æµ__å¸",0,0,8,0
"2455","Jeju-do","2020/1/29","æµ__å¸",0,0,9,0
"2456","Jeju-do","2020/1/30","æµ__å¸",0,0,10,0
"2457","Jeju-do","2020/1/31","æµ__å¸",0,0,11,0
"2458","Jeju-do","2020/2/1","æµ__å¸",0,0,12,0
"2459","Jeju-do","2020/2/2","æµ__å¸",0,0,13,0
"2460","Jeju-do","2020/2/3","æµ__å¸",0,0,14,0
"2461","Jeju-do","2020/2/4","æµ__å¸",0,0,15,0
"2462","Jeju-do","2020/2/5","æµ__å¸",0,0,16,0
"2463","Jeju-do","2020/2/6","æµ__å¸",0,0,17,0
"2464","Jeju-do","2020/2/7","æµ__å¸",0,0,18,0
"2465","Jeju-do","2020/2/8","æµ__å¸",0,0,19,0
"2466","Jeju-do","2020/2/9","æµ__å¸",0,0,20,0
"2467","Jeju-do","2020/2/10","æµ__å¸",0,0,21,0
"2468","Jeju-do","2020/2/11","æµ__å¸",0,0,22,0
"2469","Jeju-do","2020/2/12","æµ__å¸",0,0,23,0
"2470","Jeju-do","2020/2/13","æµ__å¸",0,0,24,0
"2471","Jeju-do","2020/2/14","æµ__å¸",0,0,25,0
"2472","Jeju-do","2020/2/15","æµ__å¸",0,0,26,0
"2473","Jeju-do","2020/2/16","æµ__å¸",0,0,27,0
"2474","Jeju-do","2020/2/17","æµ__å¸",0,0,28,0
"2475","Jeju-do","2020/2/18","æµ__å¸",0,0,29,0
"2476","Jeju-do","2020/2/19","æµ__å¸",0,0,30,0
"2477","Jeju-do","2020/2/20","æµ__å¸",0,0,31,0
"2478","Jeju-do","2020/2/21","æµ__å¸",1,1,32,1
"2479","Jeju-do","2020/2/22","æµ__å¸",1,0,33,0
"2480","Jeju-do","2020/2/23","æµ__å¸",2,1,34,1
"2481","Jeju-do","2020/2/24","æµ__å¸",2,0,35,0
"2482","Jeju-do","2020/2/25","æµ__å¸",2,0,36,0
"2483","Jeju-do","2020/2/26","æµ__å¸",2,0,37,0
"2484","Jeju-do","2020/2/27","æµ__å¸",2,0,38,0
"2485","Jeju-do","2020/2/28","æµ__å¸",2,0,39,0
"2486","Jeju-do","2020/2/29","æµ__å¸",2,0,40,0
"2487","Jeju-do","2020/3/1","æµ__å¸",2,0,41,0
"2488","Jeju-do","2020/3/2","æµ__å¸",2,0,42,0
"2489","Jeju-do","2020/3/3","æµ__å¸",3,1,43,1
"2490","Jeju-do","2020/3/4","æµ__å¸",3,0,44,0
"2491","Jeju-do","2020/3/5","æµ__å¸",4,1,45,1
"2492","Jeju-do","2020/3/6","æµ__å¸",4,0,46,0
"2493","Jeju-do","2020/3/7","æµ__å¸",4,0,47,0
"2494","Jeju-do","2020/3/8","æµ__å¸",4,0,48,0
"2495","Jeju-do","2020/3/9","æµ__å¸",4,0,49,0
"2496","Jeju-do","2020/3/10","æµ__å¸",4,0,50,0
"2497","Jeju-do","2020/3/11","æµ__å¸",4,0,51,0
"2498","Jeju-do","2020/3/12","æµ__å¸",4,0,52,0
"2499","Jeju-do","2020/3/13","æµ__å¸",4,0,53,0
"2500","Jeju-do","2020/3/14","æµ__å¸",4,0,54,0
"2501","Jeju-do","2020/3/15","æµ__å¸",4,0,55,0
"2502","Jeju-do","2020/3/16","æµ__å¸",4,0,56,0
"2503","Jeju-do","2020/3/17","æµ__å¸",4,0,57,0
"2504","Jeju-do","2020/3/18","æµ__å¸",4,0,58,0
"2505","Jeju-do","2020/3/19","æµ__å¸",4,0,59,0
"2506","Jeju-do","2020/3/20","æµ__å¸",4,0,60,0
"2507","Jeju-do","2020/3/21","æµ__å¸",4,0,61,0
"2508","Jeju-do","2020/3/22","æµ__å¸",4,0,62,0
"2509","Jeju-do","2020/3/23","æµ__å¸",4,0,63,0
"2510","Jeju-do","2020/3/24","æµ__å¸",4,0,64,0
"2511","Jeju-do","2020/3/25","æµ__å¸",6,2,65,2
"2512","Jeju-do","2020/3/26","æµ__å¸",6,0,66,0
"2513","Jeju-do","2020/3/27","æµ__å¸",7,1,67,1
"2514","Jeju-do","2020/3/28","æµ__å¸",8,1,68,1
"2515","Jeju-do","2020/3/29","æµ__å¸",8,0,69,0
"2516","Jeju-do","2020/3/30","æµ__å¸",9,1,70,1
"2517","Jeju-do","2020/3/31","æµ__å¸",9,0,71,0
"2518","Jeju-do","2020/4/1","æµ__å¸",9,0,72,0
"2519","Jeju-do","2020/4/2","æµ__å¸",9,0,73,0
"2520","Jeju-do","2020/4/3","æµ__å¸",9,0,74,0
"2521","Jeju-do","2020/4/4","æµ__å¸",9,0,75,0
"2522","Jeju-do","2020/4/5","æµ__å¸",12,3,76,3
"2523","Jeju-do","2020/4/6","æµ__å¸",12,0,77,0
"2524","Jeju-do","2020/4/7","æµ__å¸",12,0,78,0
"2525","Jeju-do","2020/4/8","æµ__å¸",12,0,79,0
"2526","Jeju-do","2020/4/9","æµ__å¸",12,0,80,0
"2527","Jeju-do","2020/4/10","æµ__å¸",12,0,81,0
"2528","Jeju-do","2020/4/11","æµ__å¸",12,0,82,0
"2529","Jeju-do","2020/4/12","æµ__å¸",12,0,83,0
"2530","Jeju-do","2020/4/13","æµ__å¸",12,0,84,0
"2531","Jeju-do","2020/4/14","æµ__å¸",12,0,85,0
"2532","Jeju-do","2020/4/15","æµ__å¸",13,1,86,1
"2533","Jeju-do","2020/4/16","æµ__å¸",13,0,87,0
"2534","Jeju-do","2020/4/17","æµ__å¸",13,0,88,0
"2535","Jeju-do","2020/4/18","æµ__å¸",13,0,89,0
"2536","Jeju-do","2020/4/19","æµ__å¸",13,0,90,0
"2537","Jeju-do","2020/4/20","æµ__å¸",13,0,91,0
"2538","Jeju-do","2020/4/21","æµ__å¸",13,0,92,0
"2539","Jeju-do","2020/4/22","æµ__å¸",13,0,93,0
"2540","Jeju-do","2020/4/23","æµ__å¸",13,0,94,0
"2541","Jeju-do","2020/4/24","æµ__å¸",13,0,95,0
"2542","Jeju-do","2020/4/25","æµ__å¸",13,0,96,0
"2543","Jeju-do","2020/4/26","æµ__å¸",13,0,97,0
"2544","Jeju-do","2020/4/27","æµ__å¸",13,0,98,0
"2545","Jeju-do","2020/4/28","æµ__å¸",13,0,99,0
"2546","Jeju-do","2020/4/29","æµ__å¸",13,0,100,0
"2547","Jeju-do","2020/4/30","æµ__å¸",13,0,101,0
"2548","Jeju-do","2020/5/1","æµ__å¸",13,0,102,0
"2549","Jeju-do","2020/5/2","æµ__å¸",13,0,103,0
"2550","Jeju-do","2020/5/3","æµ__å¸",13,0,104,0
"2551","Jeju-do","2020/5/4","æµ__å¸",13,0,105,0
"2552","Jeju-do","2020/5/5","æµ__å¸",13,0,106,0
"2553","Jeju-do","2020/5/6","æµ__å¸",13,0,107,0
"2554","Jeju-do","2020/5/7","æµ__å¸",13,0,108,0
"2555","Jeju-do","2020/5/8","æµ__å¸",13,0,109,0
"2556","Jeju-do","2020/5/9","æµ__å¸",13,0,110,0
"2557","Jeju-do","2020/5/10","æµ__å¸",14,1,111,1
"2558","Jeju-do","2020/5/11","æµ__å¸",14,0,112,0
"2559","Jeju-do","2020/5/12","æµ__å¸",14,0,113,0
"2560","Jeju-do","2020/5/13","æµ__å¸",14,0,114,0
