"","city_eng_name","division_eng_name","date","win7_Rt_estimate","avg_temp","win7_stay_at_home","win7_school_close","win7_childcare_close","win7_shop_close","win7_restaurant_close","win7_bar_close","win7_entertainment_close","win7_cultural_close","win7_sports_indoor_close","win7_sports_outdoor_close","win7_gathering_inside_10lower","win7_gathering_outside_10lower","win7_gathering_outside_10over","win7_gathering_inside_10over","stay_at_home","school_close","childcare_close","shop_close","restaurant_close","bar_close","entertainment_close","cultural_close","sports_indoor_close","sports_outdoor_close","gathering_inside_10lower","gathering_outside_10lower","gathering_outside_10over","gathering_inside_10over"
"11","Aberdeen City","Scotland","2020-03-16",NA,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12","Aberdeen City","Scotland","2020-03-17",NA,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13","Aberdeen City","Scotland","2020-03-18",NA,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14","Aberdeen City","Scotland","2020-03-19",NA,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15","Aberdeen City","Scotland","2020-03-20",NA,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"16","Aberdeen City","Scotland","2020-03-21",NA,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.5,1,1,0,1,1,0,0,0,0
"17","Aberdeen City","Scotland","2020-03-22",NA,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.5,1,1,0,1,1,0,0,0,0
"18","Aberdeen City","Scotland","2020-03-23",NA,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.5,1,1,0,1,1,1,0,0,0
"19","Aberdeen City","Scotland","2020-03-24",5.36962159692817,4.1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"20","Aberdeen City","Scotland","2020-03-25",NA,4.1,0,1,1,0,0.5,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"21","Aberdeen City","Scotland","2020-03-26",4.11335667378146,4.1,0,1,1,0,0.5,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"22","Aberdeen City","Scotland","2020-03-27",3.99572255406683,4.1,1,1,1,0,0.5,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"23","Aberdeen City","Scotland","2020-03-28",3.59341837159249,4.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"24","Aberdeen City","Scotland","2020-03-29",4.14506393394729,4.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"25","Aberdeen City","Scotland","2020-03-30",4.52422899073292,4.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"26","Aberdeen City","Scotland","2020-03-31",4.83980668212011,4.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"27","Aberdeen City","Scotland","2020-04-01",5.4951404632106,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"28","Aberdeen City","Scotland","2020-04-02",4.68717425820342,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"29","Aberdeen City","Scotland","2020-04-03",3.7977886849173,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"30","Aberdeen City","Scotland","2020-04-04",3.09475592736709,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"31","Aberdeen City","Scotland","2020-04-05",2.50183213216769,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"32","Aberdeen City","Scotland","2020-04-06",1.91164643492692,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"33","Aberdeen City","Scotland","2020-04-07",1.59361587259737,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"34","Aberdeen City","Scotland","2020-04-08",1.18737246600078,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"35","Aberdeen City","Scotland","2020-04-09",0.733321027119533,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"36","Aberdeen City","Scotland","2020-04-10",0.732716087824935,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"37","Aberdeen City","Scotland","2020-04-11",0.723632044931128,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"38","Aberdeen City","Scotland","2020-04-12",0.708420485725208,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"39","Aberdeen City","Scotland","2020-04-13",0.790380576453577,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"40","Aberdeen City","Scotland","2020-04-14",1.16974054363668,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"41","Aberdeen City","Scotland","2020-04-15",1.19062559112438,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"42","Aberdeen City","Scotland","2020-04-16",1.35974617378687,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"43","Aberdeen City","Scotland","2020-04-17",1.61213497047402,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"44","Aberdeen City","Scotland","2020-04-18",1.71541165974287,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"45","Aberdeen City","Scotland","2020-04-19",1.68612953420163,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"46","Aberdeen City","Scotland","2020-04-20",2.04426263906819,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"47","Aberdeen City","Scotland","2020-04-21",2.33954216610079,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"48","Aberdeen City","Scotland","2020-04-22",2.07047029601008,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"49","Aberdeen City","Scotland","2020-04-23",2.17949554383013,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"50","Aberdeen City","Scotland","2020-04-24",2.15473841736613,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"51","Aberdeen City","Scotland","2020-04-25",1.94370848665088,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"52","Aberdeen City","Scotland","2020-04-26",1.71878861244925,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"53","Aberdeen City","Scotland","2020-04-27",1.73723599569067,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"54","Aberdeen City","Scotland","2020-04-28",1.4590822008551,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"55","Aberdeen City","Scotland","2020-04-29",1.2054835893576,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"56","Aberdeen City","Scotland","2020-04-30",1.11440795275157,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"57","Aberdeen City","Scotland","2020-05-01",0.975782841309856,9.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"58","Aberdeen City","Scotland","2020-05-02",0.85928309447255,9.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"59","Aberdeen City","Scotland","2020-05-03",0.780327963071589,9.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"60","Aberdeen City","Scotland","2020-05-04",0.76039977837502,9.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"61","Aberdeen City","Scotland","2020-05-05",0.628514206668018,9.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"62","Aberdeen City","Scotland","2020-05-06",0.672395064211623,9.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"63","Aberdeen City","Scotland","2020-05-07",0.684434062967103,9.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"64","Aberdeen City","Scotland","2020-05-08",0.73453785952833,9.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"65","Aberdeen City","Scotland","2020-05-09",0.772761785425892,9.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"66","Aberdeen City","Scotland","2020-05-10",0.799829787251015,9.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"67","Aberdeen City","Scotland","2020-05-11",0.961897922624628,9.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"68","Aberdeen City","Scotland","2020-05-12",1.0099392559368,9.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"69","Aberdeen City","Scotland","2020-05-13",1.03474141623018,9.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"70","Aberdeen City","Scotland","2020-05-14",0.983188548317095,9.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"71","Aberdeen City","Scotland","2020-05-15",0.974043202834819,9.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"72","Aberdeen City","Scotland","2020-05-16",0.846060662797675,9.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"73","Aberdeen City","Scotland","2020-05-17",0.733231851622892,9.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"74","Aberdeen City","Scotland","2020-05-18",0.743324652810058,9.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"75","Aberdeen City","Scotland","2020-05-19",0.663858562197326,9.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"76","Aberdeen City","Scotland","2020-05-20",0.622537642008248,9.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"77","Aberdeen City","Scotland","2020-05-21",0.593701208106405,9.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"78","Aberdeen City","Scotland","2020-05-22",0.558528394067028,9.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"79","Aberdeen City","Scotland","2020-05-23",0.52333182730838,9.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"80","Aberdeen City","Scotland","2020-05-24",0.557018401836689,9.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"81","Aberdeen City","Scotland","2020-05-25",0.597006104410151,9.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"82","Aberdeen City","Scotland","2020-05-26",0.526329719183882,9.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"83","Aberdeen City","Scotland","2020-05-27",0.492388753947004,9.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"84","Aberdeen City","Scotland","2020-05-28",0.463259544088291,9.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"85","Aberdeen City","Scotland","2020-05-29",0.47131482684264,9.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"86","Aberdeen City","Scotland","2020-05-30",0.479709609391266,9.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"87","Aberdeen City","Scotland","2020-05-31",0.453830660568255,9.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"88","Aberdeen City","Scotland","2020-06-01",0.440164594213839,12.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"89","Aberdeen City","Scotland","2020-06-02",0.505095708105742,12.6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"90","Aberdeen City","Scotland","2020-06-03",0.510516393027676,12.6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"91","Aberdeen City","Scotland","2020-06-04",0.384262511250482,12.6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"92","Aberdeen City","Scotland","2020-06-05",0.451775724282146,12.6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"93","Aberdeen City","Scotland","2020-06-06",0.466614974073355,12.6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"94","Aberdeen City","Scotland","2020-06-07",NA,12.6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"95","Aberdeen City","Scotland","2020-06-08",NA,12.6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"96","Aberdeen City","Scotland","2020-06-09",NA,12.6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"97","Aberdeen City","Scotland","2020-06-10",NA,12.6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"98","Aberdeen City","Scotland","2020-06-11",NA,12.6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"99","Aberdeen City","Scotland","2020-06-12",NA,12.6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"100","Aberdeen City","Scotland","2020-06-13",NA,12.6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"101","Aberdeen City","Scotland","2020-06-14",NA,12.6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"102","Aberdeen City","Scotland","2020-06-15",NA,12.6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,1,1,1,1,1,1,1,1,1
"103","Aberdeen City","Scotland","2020-06-16",NA,12.6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,1,1,1,1,1,1,1,1,1
"104","Aberdeen City","Scotland","2020-06-17",NA,12.6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,1,1,1,1,1,1,1,1,1
"105","Aberdeen City","Scotland","2020-06-18",NA,12.6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,1,1,1,1,1,1,1,1,1
"106","Aberdeen City","Scotland","2020-06-19",NA,12.6,0,1,1,0.5,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,1,1,1,1,1,1,1,1,0
"107","Aberdeen City","Scotland","2020-06-20",NA,12.6,0,1,1,0.5,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,1,1,1,1,1,1,1,1,0
"108","Aberdeen City","Scotland","2020-06-21",NA,12.6,0,1,1,0.5,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,1,1,1,1,1,1,1,1,0
"109","Aberdeen City","Scotland","2020-06-22",NA,12.6,0,1,1,0.5,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,1,1,1,1,1,1,1,1,0
"110","Aberdeen City","Scotland","2020-06-23",NA,12.6,0,1,1,0.5,1,1,1,1,1,1,1,1,1,0,0,1,1,0.5,1,1,1,1,1,1,1,1,1,0
"111","Aberdeen City","Scotland","2020-06-24",NA,12.6,0,1,1,0.5,1,1,1,1,1,1,1,1,1,0,0,1,1,0.5,1,1,1,1,1,1,1,1,1,0
"112","Aberdeen City","Scotland","2020-06-25",NA,12.6,0,1,1,0.5,1,1,1,1,1,1,1,1,1,0,0,1,1,0.5,1,1,1,1,1,1,1,1,1,0
"113","Aberdeen City","Scotland","2020-06-26",NA,12.6,0,1,1,0.5,1,1,1,1,1,1,1,1,1,0,0,1,1,0.5,1,1,1,1,1,1,1,1,1,0
"114","Aberdeen City","Scotland","2020-06-27",NA,12.6,0,1,1,0.5,1,1,1,1,1,1,1,1,1,0,0,1,1,0.5,1,1,1,1,1,1,1,1,1,0
"115","Aberdeen City","Scotland","2020-06-28",NA,12.6,0,1,1,0.5,1,1,1,1,1,1,1,1,1,0,0,1,1,0.5,1,1,1,1,1,1,1,1,1,0
"116","Aberdeen City","Scotland","2020-06-29",NA,12.6,0,1,1,0.5,1,1,1,1,1,1,1,1,1,0,0,1,1,0.5,1,1,1,1,1,1,1,1,1,0
"117","Aberdeen City","Scotland","2020-06-30",NA,12.6,0,1,1,0.5,1,1,1,1,1,1,1,1,1,0,0,1,1,0.5,1,1,1,1,1,1,1,1,1,0
"118","Aberdeen City","Scotland","2020-07-01",NA,12.2,0,1,1,0.5,1,1,1,1,1,1,1,1,1,0,0,1,1,0.5,1,1,1,1,1,1,1,1,1,0
"119","Aberdeen City","Scotland","2020-07-02",NA,12.2,0,1,1,0.5,1,1,1,1,1,1,1,1,1,0,0,1,1,0.5,1,1,1,1,1,1,1,1,1,0
"120","Aberdeen City","Scotland","2020-07-03",NA,12.2,0,1,1,0.5,1,1,1,1,1,1,1,1,1,0,0,1,1,0.5,1,1,1,1,1,1,1,1,1,0
"121","Aberdeen City","Scotland","2020-07-04",NA,12.2,0,1,1,0.5,1,1,1,1,1,1,1,1,1,0,0,1,1,0.5,1,1,0,0,0.5,0.5,0,1,1,0
"122","Aberdeen City","Scotland","2020-07-05",NA,12.2,0,1,1,0.5,1,1,1,1,1,1,1,1,1,0,0,1,1,0.5,1,1,0,0,0.5,0.5,0,1,1,0
"123","Aberdeen City","Scotland","2020-07-06",NA,12.2,0,1,1,0.5,1,1,1,1,1,1,1,1,1,0,0,1,1,0.5,1,1,0,0,0.5,0.5,0,1,1,0
"124","Aberdeen City","Scotland","2020-07-07",NA,12.2,0,1,1,0.5,1,1,1,1,1,1,1,1,1,0,0,1,1,0.5,1,1,0,0,0.5,0.5,0,1,1,0
"125","Aberdeen City","Scotland","2020-07-08",NA,12.2,0,1,1,0.5,1,1,0,0,0.5,0.5,0,1,1,0,0,1,1,0.5,1,1,0,0,0.5,0.5,0,1,1,0
"126","Aberdeen City","Scotland","2020-07-09",NA,12.2,0,1,1,0.5,1,1,0,0,0.5,0.5,0,1,1,0,0,1,1,0.5,1,1,0,0,0.5,0.5,0,1,1,0
"127","Aberdeen City","Scotland","2020-07-10",NA,12.2,0,1,1,0.5,1,1,0,0,0.5,0.5,0,1,1,0,0,1,1,0.5,1,1,0,0,0.5,0.5,0,1,1,0
"128","Aberdeen City","Scotland","2020-07-11",NA,12.2,0,1,1,0.5,1,1,0,0,0.5,0.5,0,1,1,0,0,1,1,0.5,1,1,0,0,0.5,0.5,0,1,1,0
"129","Aberdeen City","Scotland","2020-07-12",NA,12.2,0,1,1,0.5,1,1,0,0,0.5,0.5,0,1,1,0,0,1,1,0.5,1,1,0,0,0.5,0.5,0,1,1,0
"130","Aberdeen City","Scotland","2020-07-13",NA,12.2,0,1,1,0.5,1,1,0,0,0.5,0.5,0,1,1,0,0,1,1,0.5,0,1,0,0,0.5,0.5,0,1,1,0
"131","Aberdeen City","Scotland","2020-07-14",NA,12.2,0,1,1,0.5,1,1,0,0,0.5,0.5,0,1,1,0,0,1,1,0.5,0,1,0,0,0.5,0.5,0,1,1,0
"132","Aberdeen City","Scotland","2020-07-15",NA,12.2,0,1,1,0.5,1,1,0,0,0.5,0.5,0,1,1,0,0,1,1,0.5,0,1,0,0,0.5,0.5,0,1,1,0
"133","Aberdeen City","Scotland","2020-07-16",NA,12.2,0,1,1,0.5,1,1,0,0,0.5,0.5,0,1,1,0,0,1,1,0.5,0,1,0,0,0.5,0.5,0,1,1,0
"134","Aberdeen City","Scotland","2020-07-17",NA,12.2,0,1,1,0.5,0,1,0,0,0.5,0.5,0,1,1,0,0,1,1,0.5,0,1,0,0,0.5,0.5,0,1,1,0
"135","Aberdeen City","Scotland","2020-07-18",NA,12.2,0,1,1,0.5,0,1,0,0,0.5,0.5,0,1,1,0,0,1,1,0.5,0,1,0,0,0.5,0.5,0,1,1,0
"136","Aberdeen City","Scotland","2020-07-19",NA,12.2,0,1,1,0.5,0,1,0,0,0.5,0.5,0,1,1,0,0,1,1,0.5,0,1,0,0,0.5,0.5,0,1,1,0
"137","Aberdeen City","Scotland","2020-07-20",NA,12.2,0,1,1,0.5,0,1,0,0,0.5,0.5,0,1,1,0,0,1,1,0.5,0,1,0,0,0.5,0.5,0,1,1,0
"138","Aberdeen City","Scotland","2020-07-21",NA,12.2,0,1,1,0.5,0,1,0,0,0.5,0.5,0,1,1,0,0,1,1,0.5,0,1,0,0,0.5,0.5,0,1,1,0
"139","Aberdeen City","Scotland","2020-07-22",NA,12.2,0,1,1,0.5,0,1,0,0,0.5,0.5,0,1,1,0,0,1,1,0.5,0,1,0,0,0.5,0.5,0,1,1,0
"140","Aberdeen City","Scotland","2020-07-23",NA,12.2,0,1,1,0.5,0,1,0,0,0.5,0.5,0,1,1,0,0,1,1,0.5,0,1,0,0,0.5,0.5,0,1,1,0
"141","Aberdeen City","Scotland","2020-07-24",NA,12.2,0,1,1,0.5,0,1,0,0,0.5,0.5,0,1,1,0,0,1,1,0.5,0,1,0,0,0.5,0.5,0,1,1,0
"142","Aberdeen City","Scotland","2020-07-25",NA,12.2,0,1,1,0.5,0,1,0,0,0.5,0.5,0,1,1,0,0,1,1,0.5,0,1,0,0,0.5,0.5,0,1,1,0
"143","Aberdeen City","Scotland","2020-07-26",NA,12.2,0,1,1,0.5,0,1,0,0,0.5,0.5,0,1,1,0,0,1,1,0.5,0,1,0,0,0.5,0.5,0,1,1,0
"144","Aberdeen City","Scotland","2020-07-27",NA,12.2,0,1,1,0.5,0,1,0,0,0.5,0.5,0,1,1,0,0,1,1,0.5,0,1,0,0,0.5,0.5,0,1,1,0
"145","Aberdeen City","Scotland","2020-07-28",NA,12.2,0,1,1,0.5,0,1,0,0,0.5,0.5,0,1,1,0,0,1,1,0.5,0,1,0,0,0.5,0.5,0,1,1,0
"146","Aberdeen City","Scotland","2020-07-29",NA,12.2,0,1,1,0.5,0,1,0,0,0.5,0.5,0,1,1,0,0,1,1,0.5,0,1,0,0,0.5,0.5,0,1,1,0
"147","Aberdeen City","Scotland","2020-07-30",NA,12.2,0,1,1,0.5,0,1,0,0,0.5,0.5,0,1,1,0,0,1,1,0.5,0,1,0,0,0.5,0.5,0,1,1,0
