"","city_eng_name","division_eng_name","date","win7_Rt_estimate","win7_Rt_estimate_std","avg_temp","win7_stay_at_home","win7_school_close","win7_childcare_close","win7_shop_close","win7_restaurant_close","win7_bar_close","win7_entertainment_close","win7_cultural_close","win7_sports_indoor_close","win7_sports_outdoor_close","win7_gathering_outside_10lower","win7_gathering_outside_10over","stay_at_home","school_close","childcare_close","shop_close","restaurant_close","bar_close","entertainment_close","cultural_close","sports_indoor_close","sports_outdoor_close","gathering_outside_10lower","gathering_outside_10over","cv"
"15","Ada,Idaho","Idaho","2020-03-21",8.51346380982015,2.4576253111679,47.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.288675134594813
"16","Ada,Idaho","Idaho","2020-03-22",NA,1.77536717921387,46.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.301511344577764
"17","Ada,Idaho","Idaho","2020-03-23",4.68219272114831,1.35163261397634,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.288675134594813
"18","Ada,Idaho","Idaho","2020-03-24",5.10524861881949,1.20331863933684,42.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.235702260395516
"19","Ada,Idaho","Idaho","2020-03-25",4.72009582936371,1.00632781208747,40.5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0.5,1,1,0.21320071635561
"20","Ada,Idaho","Idaho","2020-03-26",6.20950196729571,1.02083583509404,37,0.142857142857143,0,0,1,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.0714285714285714,0.142857142857143,0.142857142857143,1,0,0,1,1,1,1,1,1,0.5,1,1,0.164398987305358
"21","Ada,Idaho","Idaho","2020-03-27",6.88993567490336,0.955462167712026,38,0.285714285714286,0,0,1,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.142857142857143,0.285714285714286,0.285714285714286,1,0,0,1,1,1,1,1,1,0.5,1,1,0.138675049056307
"22","Ada,Idaho","Idaho","2020-03-28",7.09567791441333,0.8542192389485,46,0.428571428571429,0,0,1,0.428571428571429,0.428571428571429,0.428571428571429,0.428571428571429,0.428571428571429,0.214285714285714,0.428571428571429,0.428571428571429,1,0,0,1,1,1,1,1,1,0.5,1,1,0.120385853085769
"23","Ada,Idaho","Idaho","2020-03-29",6.31381180872237,0.697243873386599,48.5,0.571428571428571,0,0,1,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.285714285714286,0.571428571428571,0.571428571428571,1,0,0,1,1,1,1,1,1,0.5,1,1,0.110431526074847
"24","Ada,Idaho","Idaho","2020-03-30",5.78744110450722,0.570253516592246,48.5,0.714285714285714,0,0,1,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.357142857142857,0.714285714285714,0.714285714285714,1,0,0,1,1,1,1,1,1,0.5,1,1,0.0985329278164293
"25","Ada,Idaho","Idaho","2020-03-31",7.50571084993001,0.554838111390279,45,0.857142857142857,0,0,1,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.428571428571429,0.857142857142857,0.857142857142857,1,0,0,1,1,1,1,1,1,0.5,1,1,0.0739221270954573
"26","Ada,Idaho","Idaho","2020-04-01",5.38561862666765,0.404807884907279,38.5,1,0,0,1,1,1,1,1,1,0.5,1,1,1,0,0,1,1,1,1,1,1,0.5,1,1,0.0751646028002829
"27","Ada,Idaho","Idaho","2020-04-02",6.52246143166419,0.3836742018626,36,1,0,0,1,1,1,1,1,1,0.5,1,1,1,0,0,1,1,1,1,1,1,0.5,1,1,0.0588235294117648
