"","city_eng_name","division_eng_name","date","win7_Rt_estimate","win7_Rt_estimate_std","avg_temp","win7_stay_at_home","win7_school_close","win7_childcare_close","win7_shop_close","win7_restaurant_close","win7_bar_close","win7_entertainment_close","win7_cultural_close","win7_sports_indoor_close","win7_sports_outdoor_close","win7_gathering_outside_10lower","win7_gathering_outside_10over","stay_at_home","school_close","childcare_close","shop_close","restaurant_close","bar_close","entertainment_close","cultural_close","sports_indoor_close","sports_outdoor_close","gathering_outside_10lower","gathering_outside_10over","cv"
"2412","Cuyahoga,Ohio","Ohio","2020-05-17",1.08418823855506,0.0455316262475849,62.5,1,1,0.5,1,0.5,0.5,1,1,1,0.5,1,1,1,1,0.5,1,0.5,0.5,1,1,1,0.5,1,1,0.0419960525565806
"2413","Cuyahoga,Ohio","Ohio","2020-05-18",1.16949609484031,0.0471203404780162,61.5,1,1,0.5,1,0.5,0.5,1,1,1,0.5,1,1,1,1,0.5,1,0.5,0.5,1,1,1,0.5,1,1,0.0402911482012689
"2414","Cuyahoga,Ohio","Ohio","2020-05-19",1.13455894300134,0.0462028118853167,65,1,1,0.5,1,0.5,0.5,1,1,1,0.5,1,1,1,1,0.5,1,0.5,0.5,1,1,1,0.5,1,1,0.0407231481187682
"2415","Cuyahoga,Ohio","Ohio","2020-05-20",1.12504113824999,0.0457394265929222,62,1,1,0.5,1,0.5,0.5,1,1,1,0.5,1,1,1,1,0.5,1,0.5,0.5,1,1,1,0.5,1,1,0.0406557814090872
"2416","Cuyahoga,Ohio","Ohio","2020-05-21",1.26190496843344,0.0480747505362724,64,1,1,0.5,1,0.5,0.5,1,1,1,0.5,1,1,0,1,0.5,1,0,0,1,1,1,0.5,1,1,0.038096965887973
"2417","Cuyahoga,Ohio","Ohio","2020-05-22",1.25471254015071,0.0475256263789726,59,0.857142857142857,1,0.5,1,0.428571428571429,0.428571428571429,1,1,1,0.5,1,1,0,1,0.5,1,0,0,1,1,1,0.5,1,1,0.0378777009539285
"2418","Cuyahoga,Ohio","Ohio","2020-05-23",1.22824229813008,0.0465564041626635,62,0.714285714285714,1,0.5,1,0.357142857142857,0.357142857142857,1,1,1,0.5,1,1,0,1,0.5,1,0,0,1,1,1,0.5,1,1,0.0379049021789452
"2419","Cuyahoga,Ohio","Ohio","2020-05-24",1.21387833743296,0.0457173030559309,76.5,0.571428571428571,1,0.5,1,0.285714285714286,0.285714285714286,1,1,1,0.5,1,1,0,1,0.5,1,0,0,1,1,1,0.5,1,1,0.0376621788577356
"2420","Cuyahoga,Ohio","Ohio","2020-05-25",1.07623821846798,0.0424426921811266,77.5,0.428571428571429,1,0.5,1,0.214285714285714,0.214285714285714,1,1,1,0.5,1,1,0,1,0.5,1,0,0,1,1,1,0.5,1,1,0.0394361503362551
"2421","Cuyahoga,Ohio","Ohio","2020-05-26",1.05839244018681,0.0414816702519169,79.5,0.285714285714286,1,0.5,1,0.142857142857143,0.142857142857143,1,1,1,0.5,1,1,0,1,0.5,1,0,0,1,1,0.5,0.5,1,1,0.039193090083481
"2422","Cuyahoga,Ohio","Ohio","2020-05-27",1.06949303109528,0.0411648059599527,79,0.142857142857143,1,0.5,1,0.0714285714285714,0.0714285714285714,1,1,0.928571428571429,0.5,1,1,0,1,0.5,1,0,0,1,1,0.5,0.5,1,1,0.0384900179459752
"2423","Cuyahoga,Ohio","Ohio","2020-05-28",1.08836898611176,0.041136481027532,74,0,1,0.5,1,0,0,1,1,0.857142857142857,0.5,1,1,0,1,0.5,1,0,0,1,1,0.5,0.5,1,1,0.0377964473009229
"2424","Cuyahoga,Ohio","Ohio","2020-05-29",1.00119641112994,0.0392098775753984,67.5,0,1,0.5,1,0,0,1,1,0.785714285714286,0.5,1,1,0,1,0.5,1,0,0,1,1,0.5,0.5,1,1,0.039163022499398
"2425","Cuyahoga,Ohio","Ohio","2020-05-30",0.925256004692263,0.0375240859977376,61.5,0,1,0.5,1,0,0,1,1,0.714285714285714,0.5,1,1,0,1,0.5,1,0,0,1,1,0.5,0.5,1,1,0.0405553552826906
"2426","Cuyahoga,Ohio","Ohio","2020-05-31",0.897743152703663,0.0368348477275936,54.5,0,1,0.5,1,0,0,1,1,0.642857142857143,0.5,1,1,0,1,0.5,1,0,0,1,1,0.5,0.5,1,1,0.041030496993111
"2427","Cuyahoga,Ohio","Ohio","2020-06-01",0.877225437945262,0.0363621642833808,58.5,0,1,0.5,1,0,0,1,1,0.571428571428571,0.5,1,1,0,1,0.5,1,0,0,1,1,0.5,0.5,1,1,0.0414513336144839
"2428","Cuyahoga,Ohio","Ohio","2020-06-02",0.936329702155086,0.0376342682139956,72,0,1,0.5,1,0,0,1,1,0.5,0.5,1,1,0,1,0.5,1,0,0,1,1,0.5,0.5,1,1,0.040193393552907
"2429","Cuyahoga,Ohio","Ohio","2020-06-03",0.931822052117505,0.037728372087175,72,0,1,0.5,1,0,0,1,1,0.5,0.5,1,1,0,1,0.5,1,0,0,1,1,0.5,0.5,1,1,0.0404888165089458
"2430","Cuyahoga,Ohio","Ohio","2020-06-04",0.9227977406755,0.0377992682672111,74,0,1,0.5,1,0,0,1,1,0.5,0.5,1,1,0,1,0.5,1,0,0,1,1,0.5,0.5,1,1,0.0409615960259521
"2431","Cuyahoga,Ohio","Ohio","2020-06-05",0.908751984474662,0.0377664436337836,76.5,0,1,0.5,1,0,0,1,1,0.5,0.5,1,1,0,1,0.5,1,0,0,1,1,0.5,0.5,1,1,0.0415585817461691
"2432","Cuyahoga,Ohio","Ohio","2020-06-06",0.810336161242423,0.0358822883343854,72,0,1,0.5,1,0,0,1,1,0.5,0.5,1,1,0,1,0.5,1,0,0,1,1,0.5,0.5,1,1,0.0442807442770047
