"","city_eng_name","division_eng_name","date","win7_Rt_estimate","win7_Rt_estimate_std","avg_temp","win7_stay_at_home","win7_school_close","win7_childcare_close","win7_shop_close","win7_restaurant_close","win7_bar_close","win7_entertainment_close","win7_cultural_close","win7_sports_indoor_close","win7_sports_outdoor_close","win7_gathering_inside_10lower","win7_gathering_outside_10lower","win7_gathering_outside_10over","win7_gathering_inside_10over","stay_at_home","school_close","childcare_close","shop_close","restaurant_close","bar_close","entertainment_close","cultural_close","sports_indoor_close","sports_outdoor_close","gathering_inside_10lower","gathering_outside_10lower","gathering_outside_10over","gathering_inside_10over","cv"
"1","Aachen","North Rhine-Westphalia","2020-03-17",3.32124909454847,0.25178324408154,6.23,0.5,0,0,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,1,1,0,0,0.142857142857143,0,0.5,0,0,1,1,1,1,1,1,1,0,0,1,0,0.0758098043578904
"2","Aachen","North Rhine-Westphalia","2020-03-18",3.123784860297,0.227825426044237,6.23,0.5,0,0,0.428571428571429,0.428571428571429,0.428571428571429,0.428571428571429,0.428571428571429,1,1,0,0,0.285714285714286,0,0.5,0,0,1,1,1,1,1,1,1,0,0,1,0,0.0729324957489473
"3","Aachen","North Rhine-Westphalia","2020-03-19",3.27622487563999,0.216027870945055,6.23,0.5,0,0,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,0.571428571428571,1,1,0,0,0.428571428571429,0,0.5,1,0.5,1,1,1,1,1,1,1,0,0,1,0,0.0659380473395787
"4","Aachen","North Rhine-Westphalia","2020-03-20",4.06594551785142,0.221158280585215,6.23,0.5,0.142857142857143,0.0714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,0.714285714285714,1,1,0,0,0.571428571428571,0,0.5,1,0.5,1,1,1,1,1,1,1,0,0,1,0,0.0543928293220423
"5","Aachen","North Rhine-Westphalia","2020-03-21",3.83855108436427,0.196654929321492,6.23,0.5,0.285714285714286,0.142857142857143,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857,1,1,0,0,0.714285714285714,0,0.5,1,0.5,1,1,1,1,1,1,1,0,0,1,0,0.0512315519578559
"6","Aachen","North Rhine-Westphalia","2020-03-22",2.94939061504761,0.156758342573758,6.23,0.5,0.428571428571429,0.214285714285714,1,1,1,1,1,1,1,0,0,0.857142857142857,0,0.5,1,0.5,1,1,1,1,1,1,1,0,0,1,0,0.0531494003452736
"7","Aachen","North Rhine-Westphalia","2020-03-23",2.49380347475587,0.130175481758148,6.23,0.5,0.571428571428571,0.285714285714286,1,1,1,1,1,1,1,0,0,1,0,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.0521995750971882
"8","Aachen","North Rhine-Westphalia","2020-03-24",2.30869114301457,0.113465979427851,6.23,0.5,0.714285714285714,0.357142857142857,1,1,1,1,1,1,1,0.142857142857143,0.142857142857143,1,0.142857142857143,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.049147318718299
"9","Aachen","North Rhine-Westphalia","2020-03-25",2.06197802375283,0.0984128416630192,6.23,0.5,0.857142857142857,0.428571428571429,1,1,1,1,1,1,1,0.285714285714286,0.285714285714286,1,0.285714285714286,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.0477273959903348
"10","Aachen","North Rhine-Westphalia","2020-03-26",1.93760936436421,0.0888101796070228,6.23,0.5,1,0.5,1,1,1,1,1,1,1,0.428571428571429,0.428571428571429,1,0.428571428571429,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.0458349248514105
"11","Aachen","North Rhine-Westphalia","2020-03-27",1.68809468375576,0.0780322043605074,6.23,0.5,1,0.5,1,1,1,1,1,1,1,0.571428571428571,0.571428571428571,1,0.571428571428571,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.0462250163521026
"12","Aachen","North Rhine-Westphalia","2020-03-28",1.30899679340438,0.0652057747816163,6.23,0.5,1,0.5,1,1,1,1,1,1,1,0.714285714285714,0.714285714285714,1,0.714285714285714,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.0498135481386719
"13","Aachen","North Rhine-Westphalia","2020-03-29",1.12372244553397,0.0577217448405047,6.23,0.5,1,0.5,1,1,1,1,1,1,1,0.857142857142857,0.857142857142857,1,0.857142857142857,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.0513665496937516
"14","Aachen","North Rhine-Westphalia","2020-03-30",1.10710386791055,0.0552173222140822,6.23,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.0498754668053816
"15","Aachen","North Rhine-Westphalia","2020-03-31",1.13775866242829,0.0545513524581461,6.23,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.0479463301485383
"16","Aachen","North Rhine-Westphalia","2020-04-01",1.20195675170715,0.0552077020435094,11.16,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.0459315212174626
"17","Aachen","North Rhine-Westphalia","2020-04-02",1.18791492694512,0.0543908880960823,11.16,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.0457868546495629
"18","Aachen","North Rhine-Westphalia","2020-04-03",1.21268124801066,0.0545611088017601,11.16,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.0449921270665847
"19","Aachen","North Rhine-Westphalia","2020-04-04",1.2165826603952,0.0541908987843903,11.16,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.0445435403187373
"20","Aachen","North Rhine-Westphalia","2020-04-05",1.08981177051474,0.0507575944576246,11.16,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.0465746432832624
"21","Aachen","North Rhine-Westphalia","2020-04-06",0.983033889430881,0.0476281475681526,11.16,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.0484501583111509
"22","Aachen","North Rhine-Westphalia","2020-04-07",1.03203862787459,0.0482239981168954,11.16,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.0467269313516
"23","Aachen","North Rhine-Westphalia","2020-04-08",0.994050396146547,0.0469121386525934,11.16,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.0471929178183009
"24","Aachen","North Rhine-Westphalia","2020-04-09",0.901337118278407,0.044459681310757,11.16,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.0493263623666991
"25","Aachen","North Rhine-Westphalia","2020-04-10",0.791175363971619,0.0415832539258261,11.16,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.0525588331227636
"26","Aachen","North Rhine-Westphalia","2020-04-11",0.656990312754321,0.0379313533923684,11.16,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.0577350269189626
"27","Aachen","North Rhine-Westphalia","2020-04-12",0.605976322024255,0.0366083684169814,11.16,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.0604122093330176
"28","Aachen","North Rhine-Westphalia","2020-04-13",0.635065695040343,0.0378848431658067,11.16,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.0596549986271893
"29","Aachen","North Rhine-Westphalia","2020-04-14",0.663199270686493,0.0394231045885933,11.16,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.0594438298277764
"30","Aachen","North Rhine-Westphalia","2020-04-15",0.632589180224921,0.0394598289027412,11.16,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.0623782861551805
"31","Aachen","North Rhine-Westphalia","2020-04-16",0.619870389944897,0.0401802294882014,11.16,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.0648203723552164
"32","Aachen","North Rhine-Westphalia","2020-04-17",0.549804006845423,0.0389745726890995,11.16,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.0708881205008336
"33","Aachen","North Rhine-Westphalia","2020-04-18",0.54264106878705,0.0398957648320851,11.16,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.0735214622093808
"34","Aachen","North Rhine-Westphalia","2020-04-19",0.595955842072697,0.0431218513199464,11.16,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.0723574605292421
"35","Aachen","North Rhine-Westphalia","2020-04-20",0.593287815519051,0.0444688018426659,11.16,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.0749531688995861
"36","Aachen","North Rhine-Westphalia","2020-04-21",0.714710514908679,0.0505376651677256,11.16,0.5,1,0.5,0.928571428571429,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.0707106781186548
"37","Aachen","North Rhine-Westphalia","2020-04-22",0.88952309754287,0.0584000524423426,11.16,0.5,1,0.5,0.857142857142857,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.0656532164298612
"38","Aachen","North Rhine-Westphalia","2020-04-23",0.795056197376997,0.0570817083466409,11.16,0.5,1,0.5,0.785714285714286,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.0717958158617737
"39","Aachen","North Rhine-Westphalia","2020-04-24",0.74917496865717,0.0569587181237719,11.16,0.5,1,0.5,0.714285714285714,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.0760285921269705
"40","Aachen","North Rhine-Westphalia","2020-04-25",0.743793429523146,0.0579042399558048,11.16,0.5,1,0.5,0.642857142857143,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.0778498944161524
"41","Aachen","North Rhine-Westphalia","2020-04-26",0.669715917675272,0.0558096598062726,11.16,0.5,1,0.5,0.571428571428571,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.0833333333333332
"42","Aachen","North Rhine-Westphalia","2020-04-27",0.646989166236657,0.0556839614669154,11.16,0.5,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.086066296582387
"43","Aachen","North Rhine-Westphalia","2020-04-28",0.65954607836419,0.0571898979910126,11.16,0.5,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.0867109969524121
"44","Aachen","North Rhine-Westphalia","2020-04-29",0.56854398627195,0.0542085421250864,11.16,0.5,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.0953462589245592
"45","Aachen","North Rhine-Westphalia","2020-04-30",0.482879236040432,0.0511850966501948,11.16,0.5,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.105999788000636
"46","Aachen","North Rhine-Westphalia","2020-05-01",0.42422957848658,0.0493156867843506,12.42,0.5,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.116247638743819
"47","Aachen","North Rhine-Westphalia","2020-05-02",0.391033349547644,0.0488791686934555,12.42,0.5,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.125
"48","Aachen","North Rhine-Westphalia","2020-05-03",0.342529092760729,0.0475002387418065,12.42,0.5,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.138675049056307
"49","Aachen","North Rhine-Westphalia","2020-05-04",0.395671908191746,0.0533523892166887,12.42,0.5,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,1,0.5,0.5,1,1,0.5,0,1,1,1,1,1,1,0.134839972492648
"50","Aachen","North Rhine-Westphalia","2020-05-05",0.445662976831716,0.0595542203312162,12.42,0.428571428571429,1,0.5,0.5,1,1,0.928571428571429,0.857142857142857,1,1,1,1,1,1,0,1,0.5,0.5,1,1,0.5,0,1,1,1,1,1,1,0.133630620956212
"51","Aachen","North Rhine-Westphalia","2020-05-06",0.471472137100481,0.0647616786382157,12.42,0.357142857142857,1,0.5,0.5,1,1,0.857142857142857,0.714285714285714,1,1,1,1,1,1,0,1,0.5,0.5,1,1,0.5,0,1,1,1,1,1,1,0.137360563948689
"52","Aachen","North Rhine-Westphalia","2020-05-07",0.469413991946071,0.0684710679442064,12.42,0.285714285714286,1,0.5,0.5,1,1,0.785714285714286,0.571428571428571,1,1,1,1,1,1,0,1,0.5,0.5,1,1,0.5,0,1,1,1,1,1,1,0.145864991497895
"53","Aachen","North Rhine-Westphalia","2020-05-08",0.413997603082023,0.0680607866935298,12.42,0.214285714285714,1,0.5,0.5,1,1,0.714285714285714,0.428571428571429,1,1,1,1,1,1,0,1,0.5,0.5,1,1,0.5,0,1,1,1,1,1,1,0.164398987305357
"54","Aachen","North Rhine-Westphalia","2020-05-09",0.498485066967653,0.0788174095599675,12.42,0.142857142857143,1,0.5,0.5,1,1,0.642857142857143,0.285714285714286,1,1,1,1,1,1,0,1,0.5,0.5,1,1,0.5,0,1,1,1,1,1,1,0.158113883008419
"55","Aachen","North Rhine-Westphalia","2020-05-10",0.552467045237303,0.0873527097566578,12.42,0.0714285714285714,1,0.5,0.5,1,1,0.571428571428571,0.142857142857143,1,1,1,1,1,1,0,1,0.5,0.5,1,1,0.5,0,1,1,1,1,1,1,0.158113883008419
"56","Aachen","North Rhine-Westphalia","2020-05-11",0.656250014859197,0.100077189046778,12.42,0,1,0.5,0.5,1,1,0.5,0,1,1,1,1,1,1,0,0,0.5,0,0.5,1,0.5,0,1,1,1,1,1,1,0.152498570332604
"57","Aachen","North Rhine-Westphalia","2020-05-12",0.75525208229516,0.11258633307735,12.42,0,0.857142857142857,0.5,0.428571428571429,0.928571428571429,1,0.5,0,1,1,1,1,1,1,0,0,0.5,0,0.5,1,0.5,0,1,1,1,1,1,1,0.149071198499987
"58","Aachen","North Rhine-Westphalia","2020-05-13",0.84133685472937,0.124048351646507,12.42,0,0.714285714285714,0.5,0.357142857142857,0.857142857142857,1,0.5,0,1,1,1,1,1,1,0,0,0.5,0,0.5,1,0.5,0,1,1,1,1,1,1,0.147441956154897
"59","Aachen","North Rhine-Westphalia","2020-05-14",0.844900383588394,0.128846100570699,12.42,0,0.571428571428571,0.5,0.285714285714286,0.785714285714286,1,0.5,0,1,1,1,1,1,1,0,0,0.5,0,0.5,1,0.5,0,1,1,1,1,1,1,0.152498570332604
